"MTurkCode","goal","status","listNum","terminate_time","time_point","variable","post_rating"
"A4BDXOXC4D8FX","1","abandoned",3,"F3","F3","end_state_specificity",1
"A4BDXOXC4D8FX","2","continued",3,"F3","F3","end_state_specificity",3
"A4BDXOXC4D8FX","3","continued",3,"F3","F3","end_state_specificity",3
"A5A14MTB35J23","1","adjusted",5,"F3","F3","end_state_specificity",2
"A5A14MTB35J23","2","abandoned",5,"F3","F3","end_state_specificity",2
"A5A14MTB35J23","5","completed",5,"F3","F3","end_state_specificity",1
"A5E2P5F1AXYZ1","1","continued",5,"F3","F3","end_state_specificity",1
"A5E2P5F1AXYZ1","2","continued",5,"F3","F3","end_state_specificity",1
"A5E2P5F1AXYZ1","3","continued",5,"F3","F3","end_state_specificity",1
"A5E2P5F1AXYZ1","4","continued",5,"F3","F3","end_state_specificity",3
"A5E2P5F1AXYZ1","5","continued",5,"F3","F3","end_state_specificity",1
"A6JUD4NCQCDWG","1","continued",2,"F3","F3","end_state_specificity",2
"A6JUD4NCQCDWG","2","continued",2,"F3","F3","end_state_specificity",2
"A770OB1ZAGJ4G","1","continued",4,"F3","F3","end_state_specificity",1
"A770OB1ZAGJ4G","2","continued",4,"F3","F3","end_state_specificity",3
"A770OB1ZAGJ4G","3","continued",4,"F3","F3","end_state_specificity",1
"A770OB1ZAGJ4G","4","continued",4,"F3","F3","end_state_specificity",2
"A7P3R1AIA4TVV","1","continued",3,"F3","F3","end_state_specificity",2
"A7P3R1AIA4TVV","2","adjusted",3,"F3","F3","end_state_specificity",1
"AADRZTXSE7211","1","continued",4,"F3","F3","end_state_specificity",2
"AADRZTXSE7211","2","abandoned",4,"F3","F3","end_state_specificity",1
"AADRZTXSE7211","3","continued",4,"F3","F3","end_state_specificity",2
"AADRZTXSE7211","4","continued",4,"F3","F3","end_state_specificity",2
"AAHZCL4LIPCBQ","1","continued",3,"F3","F3","end_state_specificity",3
"AAHZCL4LIPCBQ","2","continued",3,"F3","F3","end_state_specificity",2
"AAHZCL4LIPCBQ","3","continued",3,"F3","F3","end_state_specificity",2
"ABOEYY9Y0PFRI","1","continued",3,"F3","F3","end_state_specificity",3
"ABOEYY9Y0PFRI","3","continued",3,"F3","F3","end_state_specificity",1
"ADJ9I7ZBFYFH7","1","continued",3,"F3","F3","end_state_specificity",1
"ADJ9I7ZBFYFH7","2","completed",3,"F3","F3","end_state_specificity",1
"ADJ9I7ZBFYFH7","3","continued",3,"F3","F3","end_state_specificity",2
"ADYMIMV1PE14V","1","continued",3,"F3","F3","end_state_specificity",1
"ADYMIMV1PE14V","2","continued",3,"F3","F3","end_state_specificity",2
"ADYMIMV1PE14V","3","completed",3,"F3","F3","end_state_specificity",1
"AF0W4ZBY7VXOU","1","continued",3,"F3","F3","end_state_specificity",1
"AF0W4ZBY7VXOU","2","continued",3,"F3","F3","end_state_specificity",1
"AF0W4ZBY7VXOU","3","continued",3,"F3","F3","end_state_specificity",1
"AH00EJ6PK1H3A","2","continued",3,"F3","F3","end_state_specificity",2
"AH00EJ6PK1H3A","3","continued",3,"F3","F3","end_state_specificity",1
"AHKRGPN5D3I2G","1","continued",5,"F3","F3","end_state_specificity",1
"AHKRGPN5D3I2G","2","completed",5,"F3","F3","end_state_specificity",1
"AHKRGPN5D3I2G","4","continued",5,"F3","F3","end_state_specificity",1
"AHKRGPN5D3I2G","5","continued",5,"F3","F3","end_state_specificity",1
"AHYTT3T8W9Y9Y","1","continued",1,"F3","F3","end_state_specificity",1
"AIA7RZSAONU5M","1","continued",3,"F3","F3","end_state_specificity",1
"AIA7RZSAONU5M","3","continued",3,"F3","F3","end_state_specificity",1
"AIHHRINW9IN1I","1","completed",3,"F3","F3","end_state_specificity",1
"AIHHRINW9IN1I","2","continued",3,"F3","F3","end_state_specificity",1
"AIHHRINW9IN1I","3","completed",3,"F3","F3","end_state_specificity",3
"AIHUIAQ4922K3","1","continued",2,"F3","F3","end_state_specificity",3
"AIHUIAQ4922K3","2","continued",2,"F3","F3","end_state_specificity",3
"AJ4T7PTRYNSUW","1","continued",3,"F3","F3","end_state_specificity",1
"AJ4T7PTRYNSUW","3","continued",3,"F3","F3","end_state_specificity",3
"AJDHPRCJ985C7","1","continued",5,"F3","F3","end_state_specificity",1
"AJDHPRCJ985C7","2","adjusted",5,"F3","F3","end_state_specificity",1
"AJDHPRCJ985C7","3","completed",5,"F3","F3","end_state_specificity",1
"AJDHPRCJ985C7","5","continued",5,"F3","F3","end_state_specificity",3
"AJMWITY1XT7H7","1","continued",4,"F3","F3","end_state_specificity",1
"AJMWITY1XT7H7","2","continued",4,"F3","F3","end_state_specificity",1
"AJMWITY1XT7H7","3","continued",4,"F3","F3","end_state_specificity",1
"AJMWITY1XT7H7","4","continued",4,"F3","F3","end_state_specificity",1
"AJQ71YIGY01HZ","1","continued",2,"F3","F3","end_state_specificity",3
"AJQ71YIGY01HZ","2","continued",2,"F3","F3","end_state_specificity",1
"AKMOBFEEKW378","1","continued",5,"F3","F3","end_state_specificity",1
"AKMOBFEEKW378","2","abandoned",5,"F3","F3","end_state_specificity",1
"AKMOBFEEKW378","3","abandoned",5,"F3","F3","end_state_specificity",1
"AKMOBFEEKW378","4","continued",5,"F3","F3","end_state_specificity",1
"AKMOBFEEKW378","5","continued",5,"F3","F3","end_state_specificity",1
"AKX5RHHO8BIUX","2","continued",5,"F3","F3","end_state_specificity",3
"AKX5RHHO8BIUX","3","adjusted",5,"F3","F3","end_state_specificity",1
"AKX5RHHO8BIUX","4","continued",5,"F3","F3","end_state_specificity",3
"AL7UTA8J27TFK","1","continued",4,"F3","F3","end_state_specificity",1
"AL7UTA8J27TFK","2","continued",4,"F3","F3","end_state_specificity",3
"AL7UTA8J27TFK","4","continued",4,"F3","F3","end_state_specificity",1
"ALAOEYIYW0CW7","1","continued",5,"F3","F3","end_state_specificity",2
"ALAOEYIYW0CW7","2","continued",5,"F3","F3","end_state_specificity",1
"ALAOEYIYW0CW7","3","adjusted",5,"F3","F3","end_state_specificity",3
"ALAOEYIYW0CW7","4","continued",5,"F3","F3","end_state_specificity",3
"ALAOEYIYW0CW7","5","continued",5,"F3","F3","end_state_specificity",2
"ALDQRWYZ8KQ9A","1","continued",3,"F3","F3","end_state_specificity",1
"ALDQRWYZ8KQ9A","2","continued",3,"F3","F3","end_state_specificity",2
"ALDQRWYZ8KQ9A","3","continued",3,"F3","F3","end_state_specificity",1
"AM0QVBV8L6QCJ","1","continued",2,"F3","F3","end_state_specificity",1
"AM0QVBV8L6QCJ","2","continued",2,"F3","F3","end_state_specificity",1
"AMA18W8F60Y2J","1","continued",1,"F3","F3","end_state_specificity",1
"AMTTB8JUWRRM7","1","continued",2,"F3","F3","end_state_specificity",1
"ANZNAAS2K0DSY","1","completed",3,"F3","F3","end_state_specificity",1
"AOS2PVHT2HYTL","1","continued",3,"F3","F3","end_state_specificity",1
"AOS2PVHT2HYTL","2","completed",3,"F3","F3","end_state_specificity",1
"AOS2PVHT2HYTL","3","continued",3,"F3","F3","end_state_specificity",1
"APY7YO8CH0ZDP","1","continued",3,"F3","F3","end_state_specificity",1
"APY7YO8CH0ZDP","2","continued",3,"F3","F3","end_state_specificity",3
"APY7YO8CH0ZDP","3","continued",3,"F3","F3","end_state_specificity",2
"AQAXDL1INQC9Q","1","continued",3,"F3","F3","end_state_specificity",1
"AQAXDL1INQC9Q","2","continued",3,"F3","F3","end_state_specificity",1
"AQAXDL1INQC9Q","3","continued",3,"F3","F3","end_state_specificity",1
"AQMLJYUQCSG22","1","adjusted",3,"F3","F3","end_state_specificity",2
"AQMLJYUQCSG22","3","continued",3,"F3","F3","end_state_specificity",1
"ARQR5NIFA1AJ","1","abandoned",3,"F3","F3","end_state_specificity",1
"ARQR5NIFA1AJ","2","continued",3,"F3","F3","end_state_specificity",2
"ARQR5NIFA1AJ","3","continued",3,"F3","F3","end_state_specificity",1
"AS2MFSWNC5CQI","1","continued",4,"F3","F3","end_state_specificity",1
"AS2MFSWNC5CQI","2","continued",4,"F3","F3","end_state_specificity",1
"AS2MFSWNC5CQI","3","continued",4,"F3","F3","end_state_specificity",1
"AS2MFSWNC5CQI","4","continued",4,"F3","F3","end_state_specificity",3
"AS6FM754MF2B2","1","continued",4,"F3","F3","end_state_specificity",1
"AS6FM754MF2B2","2","continued",4,"F3","F3","end_state_specificity",3
"AS6FM754MF2B2","3","continued",4,"F3","F3","end_state_specificity",2
"ASY5W2HJPIPF4","2","continued",2,"F3","F3","end_state_specificity",1
"AU34T9OMHN4Z4","1","continued",3,"F3","F3","end_state_specificity",2
"AU34T9OMHN4Z4","2","adjusted",3,"F3","F3","end_state_specificity",2
"AU34T9OMHN4Z4","3","adjusted",3,"F3","F3","end_state_specificity",2
"AUQTHU5AOZVQC","2","continued",5,"F3","F3","end_state_specificity",1
"AUQTHU5AOZVQC","3","continued",5,"F3","F3","end_state_specificity",1
"AUQTHU5AOZVQC","4","continued",5,"F3","F3","end_state_specificity",1
"AVKMFV9CZ0MLR","1","adjusted",5,"F3","F3","end_state_specificity",1
"AVKMFV9CZ0MLR","2","adjusted",5,"F3","F3","end_state_specificity",1
"AVKMFV9CZ0MLR","3","continued",5,"F3","F3","end_state_specificity",1
"AVKMFV9CZ0MLR","4","continued",5,"F3","F3","end_state_specificity",1
"AVKMFV9CZ0MLR","5","continued",5,"F3","F3","end_state_specificity",1
"AWTGJ45ZWUCHH","1","continued",5,"F3","F3","end_state_specificity",4
"AWTGJ45ZWUCHH","2","continued",5,"F3","F3","end_state_specificity",4
"AWTGJ45ZWUCHH","3","continued",5,"F3","F3","end_state_specificity",4
"AWVLT2L5AP873","2","continued",3,"F3","F3","end_state_specificity",3
"AWVLT2L5AP873","3","continued",3,"F3","F3","end_state_specificity",1
"AXF0OX50YZQC6","1","continued",5,"F3","F3","end_state_specificity",3
"AXF0OX50YZQC6","2","continued",5,"F3","F3","end_state_specificity",1
"AXF0OX50YZQC6","3","continued",5,"F3","F3","end_state_specificity",3
"AXF0OX50YZQC6","4","completed",5,"F3","F3","end_state_specificity",1
"AXF0OX50YZQC6","5","continued",5,"F3","F3","end_state_specificity",3
"AY4E4CDN0J6JL","1","continued",4,"F3","F3","end_state_specificity",1
"AY4E4CDN0J6JL","2","continued",4,"F3","F3","end_state_specificity",1
"AY4E4CDN0J6JL","3","continued",4,"F3","F3","end_state_specificity",1
"AY5QPUSEADPBG","1","continued",2,"F3","F3","end_state_specificity",1
"AYNDATHZBJZ6E","1","continued",3,"F3","F3","end_state_specificity",2
"AYNDATHZBJZ6E","2","continued",3,"F3","F3","end_state_specificity",3
"AYNDATHZBJZ6E","3","continued",3,"F3","F3","end_state_specificity",1
"AYPOAY43REHC8","1","",5,"F3","F3","end_state_specificity",NA
"AYPOAY43REHC8","2","",5,"F3","F3","end_state_specificity",NA
"AYPOAY43REHC8","3","",5,"F3","F3","end_state_specificity",NA
"AYPOAY43REHC8","4","",5,"F3","F3","end_state_specificity",NA
"AYPOAY43REHC8","5","",5,"F3","F3","end_state_specificity",NA
"A10LHWALI4BZPC","1","continued",4,"F3","F3","external_importance",3
"A10LHWALI4BZPC","3","continued",4,"F3","F3","external_importance",4
"A10LHWALI4BZPC","4","continued",4,"F3","F3","external_importance",2
"A110BZSDZN7E16","2","adjusted",3,"F3","F3","external_importance",7
"A110BZSDZN7E16","3","completed",3,"F3","F3","external_importance",7
"A11F3MA5FWH6SJ","1","completed",3,"F3","F3","external_importance",1
"A11F3MA5FWH6SJ","2","completed",3,"F3","F3","external_importance",1
"A11ILN5YSUDVG8","1","continued",3,"F3","F3","external_importance",2
"A11ILN5YSUDVG8","2","continued",3,"F3","F3","external_importance",7
"A11ILN5YSUDVG8","3","continued",3,"F3","F3","external_importance",7
"A121T4P5NKCHCS","2","completed",3,"F3","F3","external_importance",6
"A121T4P5NKCHCS","3","abandoned",3,"F3","F3","external_importance",4
"A132GRVDGXPJGY","1","continued",3,"F3","F3","external_importance",4
"A132GRVDGXPJGY","2","continued",3,"F3","F3","external_importance",4
"A132GRVDGXPJGY","3","abandoned",3,"F3","F3","external_importance",2
"A13FUEPWBCLBUY","1","continued",2,"F3","F3","external_importance",4
"A13O22EMG5ZVN0","1","continued",3,"F3","F3","external_importance",3
"A13O22EMG5ZVN0","2","continued",3,"F3","F3","external_importance",3
"A13O22EMG5ZVN0","3","continued",3,"F3","F3","external_importance",4
"A13WTEQ06V3B6D","1","completed",3,"F3","F3","external_importance",4
"A13WTEQ06V3B6D","2","adjusted",3,"F3","F3","external_importance",6
"A13WTEQ06V3B6D","3","continued",3,"F3","F3","external_importance",1
"A1561P9VVA3C1C","1","continued",3,"F3","F3","external_importance",3
"A1561P9VVA3C1C","3","continued",3,"F3","F3","external_importance",4
"A15VI0QFR2YO50","1","completed",2,"F3","F3","external_importance",7
"A169WH54HMYS5Z","1","adjusted",3,"F3","F3","external_importance",7
"A169WH54HMYS5Z","3","continued",3,"F3","F3","external_importance",3
"A16Z9FSSF1X74O","4","completed",5,"F3","F3","external_importance",1
"A16Z9FSSF1X74O","5","continued",5,"F3","F3","external_importance",7
"A1720HSKGQ41VJ","2","continued",4,"F3","F3","external_importance",3
"A1720HSKGQ41VJ","4","continued",4,"F3","F3","external_importance",6
"A17KN7NAP48L4B","2","continued",3,"F3","F3","external_importance",1
"A18JNQE5GZQIX5","1","continued",3,"F3","F3","external_importance",3
"A18JNQE5GZQIX5","2","continued",3,"F3","F3","external_importance",6
"A18JNQE5GZQIX5","3","adjusted",3,"F3","F3","external_importance",5
"A18SXC3JEN1O0U","1","continued",2,"F3","F3","external_importance",4
"A18SXC3JEN1O0U","2","continued",2,"F3","F3","external_importance",3
"A196O7GQLD3S2J","1","continued",3,"F3","F3","external_importance",4
"A196O7GQLD3S2J","2","continued",3,"F3","F3","external_importance",1
"A196O7GQLD3S2J","3","continued",3,"F3","F3","external_importance",3
"A198MSVO1VTAT5","3","completed",4,"F3","F3","external_importance",2
"A198MSVO1VTAT5","4","continued",4,"F3","F3","external_importance",4
"A19YQU3ZZ8USPO","1","continued",3,"F3","F3","external_importance",3
"A19YQU3ZZ8USPO","3","continued",3,"F3","F3","external_importance",2
"A1ABL45KAK12A5","1","continued",5,"F3","F3","external_importance",7
"A1ABL45KAK12A5","3","continued",5,"F3","F3","external_importance",3
"A1ABL45KAK12A5","4","continued",5,"F3","F3","external_importance",7
"A1ABL45KAK12A5","5","continued",5,"F3","F3","external_importance",7
"A1ADAWW4IHPCQ7","1","continued",3,"F3","F3","external_importance",5
"A1ADAWW4IHPCQ7","2","adjusted",3,"F3","F3","external_importance",4
"A1ADAWW4IHPCQ7","3","continued",3,"F3","F3","external_importance",5
"A1AIMKA54UBYIQ","1","continued",2,"F3","F3","external_importance",1
"A1AIMKA54UBYIQ","2","abandoned",2,"F3","F3","external_importance",1
"A1AZLJ3R5FQ9B7","1","adjusted",3,"F3","F3","external_importance",5
"A1AZLJ3R5FQ9B7","2","abandoned",3,"F3","F3","external_importance",4
"A1AZLJ3R5FQ9B7","3","continued",3,"F3","F3","external_importance",6
"A1B5SSGMTAQ9B5","1","adjusted",2,"F3","F3","external_importance",4
"A1B5SSGMTAQ9B5","2","continued",2,"F3","F3","external_importance",4
"A1BG47GSHQ9WSU","1","abandoned",2,"F3","F3","external_importance",2
"A1BG47GSHQ9WSU","2","completed",2,"F3","F3","external_importance",3
"A1BIJGB7XA0GME","2","continued",3,"F3","F3","external_importance",7
"A1BIJGB7XA0GME","3","continued",3,"F3","F3","external_importance",1
"A1BSVEBYDZ0AAU","1","continued",3,"F3","F3","external_importance",1
"A1BSVEBYDZ0AAU","2","continued",3,"F3","F3","external_importance",1
"A1BWS5AD2T4NIR","1","continued",5,"F3","F3","external_importance",4
"A1BWS5AD2T4NIR","2","continued",5,"F3","F3","external_importance",5
"A1BWS5AD2T4NIR","3","continued",5,"F3","F3","external_importance",5
"A1BWS5AD2T4NIR","4","continued",5,"F3","F3","external_importance",3
"A1BWS5AD2T4NIR","5","continued",5,"F3","F3","external_importance",1
"A1CI5U3BLQ2DDS","1","continued",5,"F3","F3","external_importance",7
"A1CI5U3BLQ2DDS","2","continued",5,"F3","F3","external_importance",6
"A1CI5U3BLQ2DDS","3","continued",5,"F3","F3","external_importance",3
"A1CI5U3BLQ2DDS","4","abandoned",5,"F3","F3","external_importance",7
"A1CI5U3BLQ2DDS","5","continued",5,"F3","F3","external_importance",6
"A1CTUG0RUGCY48","1","continued",1,"F3","F3","external_importance",7
"A1D2ZSPIHOI23K","3","abandoned",3,"F3","F3","external_importance",4
"A1D7IULWFI8PB1","1","continued",3,"F3","F3","external_importance",6
"A1D7IULWFI8PB1","2","continued",3,"F3","F3","external_importance",4
"A1D7IULWFI8PB1","3","adjusted",3,"F3","F3","external_importance",5
"A1DD23J1WBGQUU","1","continued",3,"F3","F3","external_importance",1
"A1DD23J1WBGQUU","2","continued",3,"F3","F3","external_importance",2
"A1DD23J1WBGQUU","3","continued",3,"F3","F3","external_importance",1
"A1EH9BPKYXFBS5","1","continued",5,"F3","F3","external_importance",1
"A1EH9BPKYXFBS5","2","continued",5,"F3","F3","external_importance",7
"A1EH9BPKYXFBS5","3","continued",5,"F3","F3","external_importance",4
"A1EH9BPKYXFBS5","4","continued",5,"F3","F3","external_importance",3
"A1EH9BPKYXFBS5","5","continued",5,"F3","F3","external_importance",5
"A1F1TBDHPYAAXT","1","continued",3,"F3","F3","external_importance",6
"A1F1TBDHPYAAXT","2","continued",3,"F3","F3","external_importance",7
"A1F1TBDHPYAAXT","3","completed",3,"F3","F3","external_importance",4
"A1G5EPLJEGL381","1","continued",2,"F3","F3","external_importance",3
"A1G5EPLJEGL381","2","continued",2,"F3","F3","external_importance",1
"A1H5Q9HRH4RPZU","1","continued",3,"F3","F3","external_importance",2
"A1H5Q9HRH4RPZU","2","completed",3,"F3","F3","external_importance",5
"A1IBLFQ2E6VA2J","3","continued",5,"F3","F3","external_importance",1
"A1IBLFQ2E6VA2J","4","continued",5,"F3","F3","external_importance",4
"A1IJ56N5Z4TT46","1","continued",5,"F3","F3","external_importance",4
"A1IJ56N5Z4TT46","2","continued",5,"F3","F3","external_importance",4
"A1IJ56N5Z4TT46","3","continued",5,"F3","F3","external_importance",3
"A1IJ56N5Z4TT46","4","continued",5,"F3","F3","external_importance",3
"A1IJ56N5Z4TT46","5","continued",5,"F3","F3","external_importance",6
"A1IL81UMEC9OJI","1","adjusted",5,"F3","F3","external_importance",7
"A1IL81UMEC9OJI","2","completed",5,"F3","F3","external_importance",7
"A1IL81UMEC9OJI","3","adjusted",5,"F3","F3","external_importance",6
"A1IL81UMEC9OJI","4","continued",5,"F3","F3","external_importance",4
"A1IL81UMEC9OJI","5","continued",5,"F3","F3","external_importance",7
"A1K8VUKRL53OX","2","completed",5,"F3","F3","external_importance",7
"A1K8VUKRL53OX","3","continued",5,"F3","F3","external_importance",7
"A1K8VUKRL53OX","4","continued",5,"F3","F3","external_importance",7
"A1K8VUKRL53OX","5","continued",5,"F3","F3","external_importance",7
"A1KC342L9WAQ2","3","continued",3,"F3","F3","external_importance",4
"A1LS7GARU7CD08","1","continued",3,"F3","F3","external_importance",4
"A1LS7GARU7CD08","2","continued",3,"F3","F3","external_importance",4
"A1LS7GARU7CD08","3","continued",3,"F3","F3","external_importance",2
"A1M8BYIP0KZJZX","1","continued",5,"F3","F3","external_importance",4
"A1M8BYIP0KZJZX","2","continued",5,"F3","F3","external_importance",6
"A1M8BYIP0KZJZX","3","abandoned",5,"F3","F3","external_importance",1
"A1M8BYIP0KZJZX","4","completed",5,"F3","F3","external_importance",4
"A1M8BYIP0KZJZX","5","continued",5,"F3","F3","external_importance",2
"A1MJWY7UO3CDSM","2","abandoned",2,"F3","F3","external_importance",2
"A1NVF1YLDLF563","1","continued",3,"F3","F3","external_importance",4
"A1NVF1YLDLF563","2","continued",3,"F3","F3","external_importance",6
"A1NVF1YLDLF563","3","continued",3,"F3","F3","external_importance",3
"A1O9PAK6THJ9Y7","1","continued",2,"F3","F3","external_importance",4
"A1O9PAK6THJ9Y7","2","continued",2,"F3","F3","external_importance",4
"A1OR82RF1ZFWP","3","continued",3,"F3","F3","external_importance",3
"A1P3I7YCWXF9YG","1","completed",2,"F3","F3","external_importance",7
"A1P3I7YCWXF9YG","2","completed",2,"F3","F3","external_importance",7
"A1QT7BQZVOBSY0","1","continued",4,"F3","F3","external_importance",1
"A1QT7BQZVOBSY0","4","completed",4,"F3","F3","external_importance",2
"A1R5W4RQZTROD8","1","continued",4,"F3","F3","external_importance",4
"A1R5W4RQZTROD8","3","continued",4,"F3","F3","external_importance",2
"A1R5W4RQZTROD8","4","adjusted",4,"F3","F3","external_importance",4
"A1ROEDVMTO9Y3X","1","continued",2,"F3","F3","external_importance",6
"A1ROEDVMTO9Y3X","2","continued",2,"F3","F3","external_importance",5
"A1RQUOVV8PCXBM","1","continued",5,"F3","F3","external_importance",5
"A1RQUOVV8PCXBM","2","continued",5,"F3","F3","external_importance",5
"A1RQUOVV8PCXBM","3","continued",5,"F3","F3","external_importance",5
"A1RQUOVV8PCXBM","4","continued",5,"F3","F3","external_importance",3
"A1RQUOVV8PCXBM","5","continued",5,"F3","F3","external_importance",6
"A1SISJL5ST2PWH","1","adjusted",3,"F3","F3","external_importance",3
"A1SISJL5ST2PWH","2","continued",3,"F3","F3","external_importance",3
"A1SISJL5ST2PWH","3","adjusted",3,"F3","F3","external_importance",3
"A1SL72YBUW8Q8K","1","continued",4,"F3","F3","external_importance",5
"A1SL72YBUW8Q8K","2","continued",4,"F3","F3","external_importance",4
"A1SL72YBUW8Q8K","3","continued",4,"F3","F3","external_importance",7
"A1T83SZBP2DN65","1","completed",2,"F3","F3","external_importance",6
"A1T83SZBP2DN65","2","continued",2,"F3","F3","external_importance",4
"A1TPGXT718D68E","1","abandoned",3,"F3","F3","external_importance",4
"A1U8LTCX5XYJ45","1","continued",3,"F3","F3","external_importance",7
"A1U8LTCX5XYJ45","2","continued",3,"F3","F3","external_importance",7
"A1U8LTCX5XYJ45","3","continued",3,"F3","F3","external_importance",7
"A1VFRCYMWGWWCZ","1","continued",5,"F3","F3","external_importance",5
"A1VFRCYMWGWWCZ","2","continued",5,"F3","F3","external_importance",6
"A1VFRCYMWGWWCZ","3","continued",5,"F3","F3","external_importance",5
"A1VFRCYMWGWWCZ","4","continued",5,"F3","F3","external_importance",5
"A1VFRCYMWGWWCZ","5","continued",5,"F3","F3","external_importance",2
"A1VRG5HKZC0H0C","4","continued",5,"F3","F3","external_importance",3
"A1VRG5HKZC0H0C","5","continued",5,"F3","F3","external_importance",3
"A1W7I6FN183I8F","1","continued",5,"F3","F3","external_importance",2
"A1W7I6FN183I8F","2","continued",5,"F3","F3","external_importance",3
"A1W7I6FN183I8F","3","continued",5,"F3","F3","external_importance",4
"A1W7I6FN183I8F","4","continued",5,"F3","F3","external_importance",5
"A1W7I6FN183I8F","5","continued",5,"F3","F3","external_importance",1
"A1W850QN9RK019","1","continued",5,"F3","F3","external_importance",4
"A1W850QN9RK019","2","completed",5,"F3","F3","external_importance",3
"A1W850QN9RK019","3","continued",5,"F3","F3","external_importance",4
"A1W850QN9RK019","4","continued",5,"F3","F3","external_importance",4
"A1W850QN9RK019","5","completed",5,"F3","F3","external_importance",4
"A1WJYF201K77BI","3","abandoned",5,"F3","F3","external_importance",1
"A1WQACYPLESVGL","1","continued",5,"F3","F3","external_importance",5
"A1WQACYPLESVGL","3","continued",5,"F3","F3","external_importance",2
"A1WQACYPLESVGL","5","continued",5,"F3","F3","external_importance",1
"A1WS9UHL45VZ0X","1","adjusted",3,"F3","F3","external_importance",7
"A1WS9UHL45VZ0X","2","continued",3,"F3","F3","external_importance",4
"A1WS9UHL45VZ0X","3","abandoned",3,"F3","F3","external_importance",3
"A1WZY0K6IE3ASG","1","continued",5,"F3","F3","external_importance",5
"A1WZY0K6IE3ASG","2","continued",5,"F3","F3","external_importance",3
"A1WZY0K6IE3ASG","3","continued",5,"F3","F3","external_importance",3
"A1WZY0K6IE3ASG","4","continued",5,"F3","F3","external_importance",3
"A1WZY0K6IE3ASG","5","continued",5,"F3","F3","external_importance",5
"A1X388C6SDCDEY","1","continued",4,"F3","F3","external_importance",3
"A1X388C6SDCDEY","2","continued",4,"F3","F3","external_importance",2
"A1X388C6SDCDEY","3","continued",4,"F3","F3","external_importance",7
"A1X388C6SDCDEY","4","continued",4,"F3","F3","external_importance",7
"A1XRWOK00HK1J4","1","abandoned",4,"F3","F3","external_importance",1
"A1XRWOK00HK1J4","2","continued",4,"F3","F3","external_importance",6
"A1XRWOK00HK1J4","3","continued",4,"F3","F3","external_importance",1
"A1XRWOK00HK1J4","4","continued",4,"F3","F3","external_importance",7
"A1XUZFDVKP95VC","1","continued",2,"F3","F3","external_importance",7
"A1YPOIURXB6ESR","1","continued",4,"F3","F3","external_importance",6
"A1YPOIURXB6ESR","2","continued",4,"F3","F3","external_importance",5
"A1YPOIURXB6ESR","3","adjusted",4,"F3","F3","external_importance",7
"A1YPOIURXB6ESR","4","adjusted",4,"F3","F3","external_importance",4
"A1Z2ZGPJRGG0G3","1","continued",3,"F3","F3","external_importance",1
"A1Z2ZGPJRGG0G3","2","continued",3,"F3","F3","external_importance",1
"A1ZT0TLZZTT47M","1","continued",5,"F3","F3","external_importance",6
"A1ZT0TLZZTT47M","2","continued",5,"F3","F3","external_importance",4
"A1ZT0TLZZTT47M","3","continued",5,"F3","F3","external_importance",6
"A1ZT0TLZZTT47M","4","continued",5,"F3","F3","external_importance",3
"A1ZT0TLZZTT47M","5","continued",5,"F3","F3","external_importance",6
"A1ZT30BGR3266K","1","continued",2,"F3","F3","external_importance",4
"A1ZT30BGR3266K","2","continued",2,"F3","F3","external_importance",3
"A207IHY6GERCFO","1","continued",3,"F3","F3","external_importance",5
"A207IHY6GERCFO","2","continued",3,"F3","F3","external_importance",5
"A207IHY6GERCFO","3","continued",3,"F3","F3","external_importance",4
"A2196WCNDZULFS","1","continued",3,"F3","F3","external_importance",7
"A2196WCNDZULFS","2","continued",3,"F3","F3","external_importance",6
"A2196WCNDZULFS","3","continued",3,"F3","F3","external_importance",7
"A21ZYTE6WOKUA","4","continued",4,"F3","F3","external_importance",7
"A225BMTMXUR5F4","2","continued",5,"F3","F3","external_importance",7
"A225BMTMXUR5F4","3","continued",5,"F3","F3","external_importance",7
"A225BMTMXUR5F4","4","continued",5,"F3","F3","external_importance",2
"A225BMTMXUR5F4","5","continued",5,"F3","F3","external_importance",7
"A22SZHZTF72TRM","2","continued",4,"F3","F3","external_importance",1
"A22SZHZTF72TRM","3","completed",4,"F3","F3","external_importance",4
"A22SZHZTF72TRM","4","completed",4,"F3","F3","external_importance",5
"A248PLZABUKB62","1","completed",5,"F3","F3","external_importance",7
"A248PLZABUKB62","2","completed",5,"F3","F3","external_importance",7
"A248PLZABUKB62","3","completed",5,"F3","F3","external_importance",7
"A248PLZABUKB62","4","completed",5,"F3","F3","external_importance",4
"A248PLZABUKB62","5","continued",5,"F3","F3","external_importance",2
"A255RBA8P0K0XV","1","continued",5,"F3","F3","external_importance",6
"A255RBA8P0K0XV","2","continued",5,"F3","F3","external_importance",5
"A255RBA8P0K0XV","3","continued",5,"F3","F3","external_importance",6
"A255RBA8P0K0XV","4","continued",5,"F3","F3","external_importance",6
"A255RBA8P0K0XV","5","continued",5,"F3","F3","external_importance",5
"A2615YW1YERQBO","1","continued",3,"F3","F3","external_importance",2
"A2615YW1YERQBO","2","continued",3,"F3","F3","external_importance",3
"A2615YW1YERQBO","3","continued",3,"F3","F3","external_importance",3
"A26NGLGGFTATVN","1","continued",2,"F3","F3","external_importance",4
"A26NGLGGFTATVN","2","continued",2,"F3","F3","external_importance",4
