"MTurkCode","goal","status","listNum","time_point","variable","adjustBase_rating"
"AQMLJYUQCSG22","3","adjusted",3,"F2","measurability",7
"AWVLT2L5AP873","2","adjusted",3,"F2","measurability",7
"AWVLT2L5AP873","3","adjusted",3,"F2","measurability",7
"AY4E4CDN0J6JL","2","adjusted",4,"F2","measurability",7
"AYNDATHZBJZ6E","1","adjusted",3,"F2","measurability",4
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","other_resources",4
"A132GRVDGXPJGY","3","adjusted",3,"F2","other_resources",6
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","other_resources",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","other_resources",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","other_resources",1
"A1G5EPLJEGL381","1","adjusted",2,"F2","other_resources",2
"A1G5EPLJEGL381","2","adjusted",2,"F2","other_resources",1
"A1R5W4RQZTROD8","4","adjusted",4,"F2","other_resources",1
"A1X388C6SDCDEY","2","adjusted",4,"F2","other_resources",4
"A1XRWOK00HK1J4","2","adjusted",4,"F2","other_resources",1
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","other_resources",4
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","other_resources",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","other_resources",6
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","other_resources",1
"A2YVAWO75X8R78","5","adjusted",5,"F2","other_resources",2
"A351LMMMFYPM7U","4","adjusted",5,"F2","other_resources",4
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","other_resources",4
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","other_resources",2
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","other_resources",4
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","other_resources",2
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","other_resources",4
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","other_resources",1
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","other_resources",5
"A3NKNOE5HIXXL","1","adjusted",3,"F2","other_resources",5
"A3OAXRZT3MVJML","2","adjusted",3,"F2","other_resources",2
"AFMAFX0P2YRRV","1","adjusted",1,"F2","other_resources",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","other_resources",1
"AWVLT2L5AP873","2","adjusted",3,"F2","other_resources",6
"AWVLT2L5AP873","3","adjusted",3,"F2","other_resources",3
"AY4E4CDN0J6JL","2","adjusted",4,"F2","other_resources",6
"AYNDATHZBJZ6E","1","adjusted",3,"F2","other_resources",6
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","ought_motivation",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","ought_motivation",1
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","ought_motivation",4
"A1ABL45KAK12A5","3","adjusted",5,"F2","ought_motivation",1
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","ought_motivation",4
"A1G5EPLJEGL381","1","adjusted",2,"F2","ought_motivation",6
"A1G5EPLJEGL381","2","adjusted",2,"F2","ought_motivation",6
"A1R5W4RQZTROD8","4","adjusted",4,"F2","ought_motivation",1
"A1X388C6SDCDEY","2","adjusted",4,"F2","ought_motivation",2
"A1XRWOK00HK1J4","2","adjusted",4,"F2","ought_motivation",1
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","ought_motivation",1
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","ought_motivation",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","ought_motivation",5
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","ought_motivation",1
"A2YVAWO75X8R78","5","adjusted",5,"F2","ought_motivation",2
"A351LMMMFYPM7U","4","adjusted",5,"F2","ought_motivation",4
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","ought_motivation",1
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","ought_motivation",1
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","ought_motivation",2
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","ought_motivation",3
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","ought_motivation",2
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","ought_motivation",5
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","ought_motivation",3
"A3NKNOE5HIXXL","1","adjusted",3,"F2","ought_motivation",7
"A3OAXRZT3MVJML","2","adjusted",3,"F2","ought_motivation",2
"AFMAFX0P2YRRV","1","adjusted",1,"F2","ought_motivation",1
"AQMLJYUQCSG22","3","adjusted",3,"F2","ought_motivation",1
"AWVLT2L5AP873","2","adjusted",3,"F2","ought_motivation",2
"AWVLT2L5AP873","3","adjusted",3,"F2","ought_motivation",2
"AY4E4CDN0J6JL","2","adjusted",4,"F2","ought_motivation",5
"AYNDATHZBJZ6E","1","adjusted",3,"F2","ought_motivation",1
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","procrastination",5
"A132GRVDGXPJGY","3","adjusted",3,"F2","procrastination",3
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","procrastination",4
"A1ABL45KAK12A5","3","adjusted",5,"F2","procrastination",3
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","procrastination",5
"A1G5EPLJEGL381","1","adjusted",2,"F2","procrastination",1
"A1G5EPLJEGL381","2","adjusted",2,"F2","procrastination",1
"A1R5W4RQZTROD8","4","adjusted",4,"F2","procrastination",4
"A1X388C6SDCDEY","2","adjusted",4,"F2","procrastination",7
"A1XRWOK00HK1J4","2","adjusted",4,"F2","procrastination",3
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","procrastination",1
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","procrastination",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","procrastination",2
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","procrastination",5
"A2YVAWO75X8R78","5","adjusted",5,"F2","procrastination",6
"A351LMMMFYPM7U","4","adjusted",5,"F2","procrastination",3
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","procrastination",4
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","procrastination",5
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","procrastination",6
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","procrastination",7
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","procrastination",6
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","procrastination",7
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","procrastination",4
"A3NKNOE5HIXXL","1","adjusted",3,"F2","procrastination",5
"A3OAXRZT3MVJML","2","adjusted",3,"F2","procrastination",3
"AFMAFX0P2YRRV","1","adjusted",1,"F2","procrastination",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","procrastination",4
"AWVLT2L5AP873","2","adjusted",3,"F2","procrastination",2
"AWVLT2L5AP873","3","adjusted",3,"F2","procrastination",2
"AY4E4CDN0J6JL","2","adjusted",4,"F2","procrastination",3
"AYNDATHZBJZ6E","1","adjusted",3,"F2","procrastination",5
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","regret",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","regret",7
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","regret",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","regret",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","regret",6
"A1G5EPLJEGL381","1","adjusted",2,"F2","regret",5
"A1G5EPLJEGL381","2","adjusted",2,"F2","regret",6
"A1R5W4RQZTROD8","4","adjusted",4,"F2","regret",3
"A1X388C6SDCDEY","2","adjusted",4,"F2","regret",7
"A1XRWOK00HK1J4","2","adjusted",4,"F2","regret",5
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","regret",1
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","regret",2
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","regret",4
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","regret",7
"A2YVAWO75X8R78","5","adjusted",5,"F2","regret",5
"A351LMMMFYPM7U","4","adjusted",5,"F2","regret",3
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","regret",4
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","regret",4
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","regret",7
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","regret",6
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","regret",4
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","regret",2
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","regret",6
"A3NKNOE5HIXXL","1","adjusted",3,"F2","regret",7
"A3OAXRZT3MVJML","2","adjusted",3,"F2","regret",3
"AFMAFX0P2YRRV","1","adjusted",1,"F2","regret",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","regret",3
"AWVLT2L5AP873","2","adjusted",3,"F2","regret",7
"AWVLT2L5AP873","3","adjusted",3,"F2","regret",5
"AY4E4CDN0J6JL","2","adjusted",4,"F2","regret",6
"AYNDATHZBJZ6E","1","adjusted",3,"F2","regret",7
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","self_resources",6
"A132GRVDGXPJGY","3","adjusted",3,"F2","self_resources",5
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","self_resources",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","self_resources",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","self_resources",6
"A1G5EPLJEGL381","1","adjusted",2,"F2","self_resources",7
"A1G5EPLJEGL381","2","adjusted",2,"F2","self_resources",6
"A1R5W4RQZTROD8","4","adjusted",4,"F2","self_resources",5
"A1X388C6SDCDEY","2","adjusted",4,"F2","self_resources",5
"A1XRWOK00HK1J4","2","adjusted",4,"F2","self_resources",7
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","self_resources",5
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","self_resources",2
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","self_resources",5
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","self_resources",5
"A2YVAWO75X8R78","5","adjusted",5,"F2","self_resources",7
"A351LMMMFYPM7U","4","adjusted",5,"F2","self_resources",5
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","self_resources",6
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","self_resources",5
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","self_resources",5
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","self_resources",5
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","self_resources",5
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","self_resources",5
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","self_resources",6
"A3NKNOE5HIXXL","1","adjusted",3,"F2","self_resources",7
"A3OAXRZT3MVJML","2","adjusted",3,"F2","self_resources",2
"AFMAFX0P2YRRV","1","adjusted",1,"F2","self_resources",2
"AQMLJYUQCSG22","3","adjusted",3,"F2","self_resources",6
"AWVLT2L5AP873","2","adjusted",3,"F2","self_resources",7
"AWVLT2L5AP873","3","adjusted",3,"F2","self_resources",7
"AY4E4CDN0J6JL","2","adjusted",4,"F2","self_resources",6
"AYNDATHZBJZ6E","1","adjusted",3,"F2","self_resources",5
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","social_desirability",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","social_desirability",7
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","social_desirability",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","social_desirability",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","social_desirability",6
"A1G5EPLJEGL381","1","adjusted",2,"F2","social_desirability",7
"A1G5EPLJEGL381","2","adjusted",2,"F2","social_desirability",6
"A1R5W4RQZTROD8","4","adjusted",4,"F2","social_desirability",5
"A1X388C6SDCDEY","2","adjusted",4,"F2","social_desirability",7
"A1XRWOK00HK1J4","2","adjusted",4,"F2","social_desirability",5
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","social_desirability",4
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","social_desirability",2
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","social_desirability",6
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","social_desirability",7
"A2YVAWO75X8R78","5","adjusted",5,"F2","social_desirability",4
"A351LMMMFYPM7U","4","adjusted",5,"F2","social_desirability",6
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","social_desirability",4
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","social_desirability",5
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","social_desirability",5
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","social_desirability",5
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","social_desirability",6
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","social_desirability",6
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","social_desirability",5
"A3NKNOE5HIXXL","1","adjusted",3,"F2","social_desirability",7
"A3OAXRZT3MVJML","2","adjusted",3,"F2","social_desirability",4
"AFMAFX0P2YRRV","1","adjusted",1,"F2","social_desirability",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","social_desirability",3
"AWVLT2L5AP873","2","adjusted",3,"F2","social_desirability",7
"AWVLT2L5AP873","3","adjusted",3,"F2","social_desirability",7
"AY4E4CDN0J6JL","2","adjusted",4,"F2","social_desirability",7
"AYNDATHZBJZ6E","1","adjusted",3,"F2","social_desirability",7
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","specificity",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","specificity",7
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","specificity",3
"A1ABL45KAK12A5","3","adjusted",5,"F2","specificity",6
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","specificity",7
"A1G5EPLJEGL381","1","adjusted",2,"F2","specificity",7
"A1G5EPLJEGL381","2","adjusted",2,"F2","specificity",7
"A1R5W4RQZTROD8","4","adjusted",4,"F2","specificity",5
"A1X388C6SDCDEY","2","adjusted",4,"F2","specificity",4
"A1XRWOK00HK1J4","2","adjusted",4,"F2","specificity",7
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","specificity",4
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","specificity",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","specificity",5
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","specificity",2
"A2YVAWO75X8R78","5","adjusted",5,"F2","specificity",7
"A351LMMMFYPM7U","4","adjusted",5,"F2","specificity",5
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","specificity",3
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","specificity",2
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","specificity",5
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","specificity",7
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","specificity",5
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","specificity",6
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","specificity",6
"A3NKNOE5HIXXL","1","adjusted",3,"F2","specificity",7
"A3OAXRZT3MVJML","2","adjusted",3,"F2","specificity",3
"AFMAFX0P2YRRV","1","adjusted",1,"F2","specificity",7
"AQMLJYUQCSG22","3","adjusted",3,"F2","specificity",6
"AWVLT2L5AP873","2","adjusted",3,"F2","specificity",6
"AWVLT2L5AP873","3","adjusted",3,"F2","specificity",7
"AY4E4CDN0J6JL","2","adjusted",4,"F2","specificity",7
"AYNDATHZBJZ6E","1","adjusted",3,"F2","specificity",4
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","temporal_duration",4
"A132GRVDGXPJGY","3","adjusted",3,"F2","temporal_duration",3
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","temporal_duration",4
"A1ABL45KAK12A5","3","adjusted",5,"F2","temporal_duration",4
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","temporal_duration",3
"A1G5EPLJEGL381","1","adjusted",2,"F2","temporal_duration",3
"A1G5EPLJEGL381","2","adjusted",2,"F2","temporal_duration",3
"A1R5W4RQZTROD8","4","adjusted",4,"F2","temporal_duration",3
"A1X388C6SDCDEY","2","adjusted",4,"F2","temporal_duration",3
"A1XRWOK00HK1J4","2","adjusted",4,"F2","temporal_duration",3
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","temporal_duration",3
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","temporal_duration",3
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","temporal_duration",4
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","temporal_duration",2
"A2YVAWO75X8R78","5","adjusted",5,"F2","temporal_duration",5
"A351LMMMFYPM7U","4","adjusted",5,"F2","temporal_duration",3
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","temporal_duration",3
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","temporal_duration",3
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","temporal_duration",3
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","temporal_duration",3
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","temporal_duration",3
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","temporal_duration",3
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","temporal_duration",3
"A3NKNOE5HIXXL","1","adjusted",3,"F2","temporal_duration",3
"A3OAXRZT3MVJML","2","adjusted",3,"F2","temporal_duration",5
"AFMAFX0P2YRRV","1","adjusted",1,"F2","temporal_duration",2
"AQMLJYUQCSG22","3","adjusted",3,"F2","temporal_duration",3
"AWVLT2L5AP873","2","adjusted",3,"F2","temporal_duration",3
"AWVLT2L5AP873","3","adjusted",3,"F2","temporal_duration",4
"AY4E4CDN0J6JL","2","adjusted",4,"F2","temporal_duration",3
"AYNDATHZBJZ6E","1","adjusted",3,"F2","temporal_duration",5
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","urgency",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","urgency",7
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","urgency",4
"A1ABL45KAK12A5","3","adjusted",5,"F2","urgency",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","urgency",5
"A1G5EPLJEGL381","1","adjusted",2,"F2","urgency",5
"A1G5EPLJEGL381","2","adjusted",2,"F2","urgency",4
"A1R5W4RQZTROD8","4","adjusted",4,"F2","urgency",3
"A1X388C6SDCDEY","2","adjusted",4,"F2","urgency",3
"A1XRWOK00HK1J4","2","adjusted",4,"F2","urgency",4
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","urgency",1
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","urgency",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","urgency",4
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","urgency",7
"A2YVAWO75X8R78","5","adjusted",5,"F2","urgency",3
"A351LMMMFYPM7U","4","adjusted",5,"F2","urgency",3
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","urgency",4
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","urgency",3
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","urgency",5
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","urgency",5
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","urgency",4
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","urgency",2
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","urgency",5
"A3NKNOE5HIXXL","1","adjusted",3,"F2","urgency",6
"A3OAXRZT3MVJML","2","adjusted",3,"F2","urgency",2
"AFMAFX0P2YRRV","1","adjusted",1,"F2","urgency",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","urgency",2
"AWVLT2L5AP873","2","adjusted",3,"F2","urgency",7
"AWVLT2L5AP873","3","adjusted",3,"F2","urgency",4
"AY4E4CDN0J6JL","2","adjusted",4,"F2","urgency",6
"AYNDATHZBJZ6E","1","adjusted",3,"F2","urgency",7
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","visibility",1
"A132GRVDGXPJGY","3","adjusted",3,"F2","visibility",7
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","visibility",5
"A1ABL45KAK12A5","3","adjusted",5,"F2","visibility",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","visibility",4
"A1G5EPLJEGL381","1","adjusted",2,"F2","visibility",1
"A1G5EPLJEGL381","2","adjusted",2,"F2","visibility",2
"A1R5W4RQZTROD8","4","adjusted",4,"F2","visibility",1
"A1X388C6SDCDEY","2","adjusted",4,"F2","visibility",4
"A1XRWOK00HK1J4","2","adjusted",4,"F2","visibility",1
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","visibility",1
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","visibility",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","visibility",4
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","visibility",1
"A2YVAWO75X8R78","5","adjusted",5,"F2","visibility",1
"A351LMMMFYPM7U","4","adjusted",5,"F2","visibility",1
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","visibility",2
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","visibility",1
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","visibility",6
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","visibility",4
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","visibility",4
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","visibility",1
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","visibility",5
"A3NKNOE5HIXXL","1","adjusted",3,"F2","visibility",7
"A3OAXRZT3MVJML","2","adjusted",3,"F2","visibility",2
"AFMAFX0P2YRRV","1","adjusted",1,"F2","visibility",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","visibility",4
"AWVLT2L5AP873","2","adjusted",3,"F2","visibility",7
"AWVLT2L5AP873","3","adjusted",3,"F2","visibility",3
"AY4E4CDN0J6JL","2","adjusted",4,"F2","visibility",7
"AYNDATHZBJZ6E","1","adjusted",3,"F2","visibility",7
"A110BZSDZN7E16","2","adjusted",3,"F3","affordance",7
"A13WTEQ06V3B6D","2","adjusted",3,"F3","affordance",4
"A169WH54HMYS5Z","1","adjusted",3,"F3","affordance",7
"A18JNQE5GZQIX5","3","adjusted",3,"F3","affordance",6
"A1ADAWW4IHPCQ7","2","adjusted",3,"F3","affordance",3
"A1AZLJ3R5FQ9B7","1","adjusted",3,"F3","affordance",7
"A1B5SSGMTAQ9B5","1","adjusted",2,"F3","affordance",5
"A1D7IULWFI8PB1","3","adjusted",3,"F3","affordance",7
"A1IL81UMEC9OJI","1","adjusted",5,"F3","affordance",7
"A1IL81UMEC9OJI","3","adjusted",5,"F3","affordance",6
"A1R5W4RQZTROD8","4","adjusted",4,"F3","affordance",4
"A1SISJL5ST2PWH","1","adjusted",3,"F3","affordance",4
"A1SISJL5ST2PWH","3","adjusted",3,"F3","affordance",4
"A1WS9UHL45VZ0X","1","adjusted",3,"F3","affordance",5
"A1YPOIURXB6ESR","3","adjusted",4,"F3","affordance",3
"A1YPOIURXB6ESR","4","adjusted",4,"F3","affordance",3
"A2ASTDMWBCFIP0","1","adjusted",2,"F3","affordance",6
"A2ESBX4C2Q6TQY","1","adjusted",5,"F3","affordance",4
"A2ESBX4C2Q6TQY","3","adjusted",5,"F3","affordance",6
"A2HQMB1GSEADL","4","adjusted",5,"F3","affordance",7
"A2VNSNAN1LZBAM","1","adjusted",3,"F3","affordance",4
"A3BE3KXD518TZ4","3","adjusted",3,"F3","affordance",6
"A3KIDRWRKC7RI5","2","adjusted",5,"F3","affordance",4
"A3OPRR8AXT6OSJ","1","adjusted",3,"F3","affordance",7
"A3ROYUO9LWA22S","2","adjusted",5,"F3","affordance",5
"A5A14MTB35J23","1","adjusted",5,"F3","affordance",7
"A7P3R1AIA4TVV","2","adjusted",3,"F3","affordance",3
"AJDHPRCJ985C7","2","adjusted",5,"F3","affordance",6
"AKX5RHHO8BIUX","3","adjusted",5,"F3","affordance",5
"ALAOEYIYW0CW7","3","adjusted",5,"F3","affordance",5
"AQMLJYUQCSG22","1","adjusted",3,"F3","affordance",5
"AU34T9OMHN4Z4","2","adjusted",3,"F3","affordance",4
"AU34T9OMHN4Z4","3","adjusted",3,"F3","affordance",4
"AVKMFV9CZ0MLR","1","adjusted",5,"F3","affordance",7
"AVKMFV9CZ0MLR","2","adjusted",5,"F3","affordance",7
"A110BZSDZN7E16","2","adjusted",3,"F3","approach_avoidance",1
"A13WTEQ06V3B6D","2","adjusted",3,"F3","approach_avoidance",1
"A169WH54HMYS5Z","1","adjusted",3,"F3","approach_avoidance",1
"A18JNQE5GZQIX5","3","adjusted",3,"F3","approach_avoidance",1
"A1ADAWW4IHPCQ7","2","adjusted",3,"F3","approach_avoidance",8
"A1AZLJ3R5FQ9B7","1","adjusted",3,"F3","approach_avoidance",1
"A1B5SSGMTAQ9B5","1","adjusted",2,"F3","approach_avoidance",5
"A1D7IULWFI8PB1","3","adjusted",3,"F3","approach_avoidance",3
"A1IL81UMEC9OJI","1","adjusted",5,"F3","approach_avoidance",6
"A1IL81UMEC9OJI","3","adjusted",5,"F3","approach_avoidance",2
"A1R5W4RQZTROD8","4","adjusted",4,"F3","approach_avoidance",1
"A1SISJL5ST2PWH","1","adjusted",3,"F3","approach_avoidance",2
"A1SISJL5ST2PWH","3","adjusted",3,"F3","approach_avoidance",2
"A1WS9UHL45VZ0X","1","adjusted",3,"F3","approach_avoidance",1
"A1YPOIURXB6ESR","3","adjusted",4,"F3","approach_avoidance",3
"A1YPOIURXB6ESR","4","adjusted",4,"F3","approach_avoidance",1
"A2ASTDMWBCFIP0","1","adjusted",2,"F3","approach_avoidance",1
"A2ESBX4C2Q6TQY","1","adjusted",5,"F3","approach_avoidance",7
"A2ESBX4C2Q6TQY","3","adjusted",5,"F3","approach_avoidance",1
"A2HQMB1GSEADL","4","adjusted",5,"F3","approach_avoidance",1
"A2VNSNAN1LZBAM","1","adjusted",3,"F3","approach_avoidance",3
"A3BE3KXD518TZ4","3","adjusted",3,"F3","approach_avoidance",1
"A3KIDRWRKC7RI5","2","adjusted",5,"F3","approach_avoidance",3
"A3OPRR8AXT6OSJ","1","adjusted",3,"F3","approach_avoidance",1
"A3ROYUO9LWA22S","2","adjusted",5,"F3","approach_avoidance",1
"A5A14MTB35J23","1","adjusted",5,"F3","approach_avoidance",3
"A7P3R1AIA4TVV","2","adjusted",3,"F3","approach_avoidance",1
"AJDHPRCJ985C7","2","adjusted",5,"F3","approach_avoidance",2
"AKX5RHHO8BIUX","3","adjusted",5,"F3","approach_avoidance",1
"ALAOEYIYW0CW7","3","adjusted",5,"F3","approach_avoidance",5
"AQMLJYUQCSG22","1","adjusted",3,"F3","approach_avoidance",1
"AU34T9OMHN4Z4","2","adjusted",3,"F3","approach_avoidance",1
"AU34T9OMHN4Z4","3","adjusted",3,"F3","approach_avoidance",1
"AVKMFV9CZ0MLR","1","adjusted",5,"F3","approach_avoidance",1
"AVKMFV9CZ0MLR","2","adjusted",5,"F3","approach_avoidance",1
"A110BZSDZN7E16","2","adjusted",3,"F3","attainability",11
"A13WTEQ06V3B6D","2","adjusted",3,"F3","attainability",8
"A169WH54HMYS5Z","1","adjusted",3,"F3","attainability",9
"A18JNQE5GZQIX5","3","adjusted",3,"F3","attainability",10
"A1ADAWW4IHPCQ7","2","adjusted",3,"F3","attainability",6
"A1AZLJ3R5FQ9B7","1","adjusted",3,"F3","attainability",8
"A1B5SSGMTAQ9B5","1","adjusted",2,"F3","attainability",4
"A1D7IULWFI8PB1","3","adjusted",3,"F3","attainability",11
"A1IL81UMEC9OJI","1","adjusted",5,"F3","attainability",10
