"MTurkCode","goal","terminate_time","Value","Clarity","External","Consensus"
"AVKMFV9CZ0MLR","5","F3",5.6,6.14285714285714,3.4,3
"AWTGJ45ZWUCHH","1","F3",4,6.14285714285714,4.6,2.75
"AWTGJ45ZWUCHH","2","F3",3.9,5.57142857142857,2.2,2.75
"AWTGJ45ZWUCHH","3","F3",6.4,5.57142857142857,5.8,3.5
"AWVLT2L5AP873","2","F3",5.4,5,6,3.25
"AWVLT2L5AP873","3","F3",4.9,4,4,4.25
"AXF0OX50YZQC6","1","F3",5.5,4.14285714285714,3.4,3.5
"AXF0OX50YZQC6","2","F3",6.7,5.14285714285714,3.4,4.25
"AXF0OX50YZQC6","3","F3",5.9,4.28571428571429,3.4,3.5
"AXF0OX50YZQC6","4","F3",6.5,6.42857142857143,5.2,2.5
"AXF0OX50YZQC6","5","F3",5.5,5.28571428571429,2.8,4
"AY4E4CDN0J6JL","1","F3",6.1,6.14285714285714,3.4,0.75
"AY4E4CDN0J6JL","2","F3",5.3,5.85714285714286,4.6,5
"AY4E4CDN0J6JL","3","F3",5.4,4.14285714285714,5.8,4
"AY5QPUSEADPBG","1","F3",6.2,5.14285714285714,1,-0.25
"AYNDATHZBJZ6E","1","F3",6,4.71428571428571,5.4,0.75
"AYNDATHZBJZ6E","2","F3",5.4,5.14285714285714,6,4.75
"AYNDATHZBJZ6E","3","F3",5.5,3.85714285714286,6.8,4.5
"AYPOAY43REHC8","1","F3",NA,NA,NA,NA
"AYPOAY43REHC8","2","F3",NA,NA,NA,NA
"AYPOAY43REHC8","3","F3",NA,NA,NA,NA
"AYPOAY43REHC8","4","F3",NA,NA,NA,NA
"AYPOAY43REHC8","5","F3",NA,NA,NA,NA
