"MTurkCode","listNum","goal","endTime","goalType","progress_base","satisfaction_base","total_goal","commitment","effort","failure","implementation_intention","initial_time","other_resources","procrastination","regret","self_resources","urgency","AR_F1","commitment_F1","effort_F1","plan_F1","progress_F1","resources_other_F1","resources_self_F1","satisfaction_F1","status_F1","urgency_F1","AR_F2","commitment_F2","effort_F2","plan_F2","progress_F2","resources_other_F2","resources_self_F2","satisfaction_F2","status_F2","urgency_F2","AR_F3","commitment_F3","effort_F3","plan_F3","progress_F3","resources_other_F3","resources_self_F3","satisfaction_F3","status_F3","urgency_F3","terminate_time","ACRISS_F1","ACRISS_F2","ACRISS_F3","final_time","miss_final","all_progress","progress_final","satisfaction_final","status_final"
"A2O2Q0LVWOWJ1G",4,2,"three_month","short-term",0,1,4,7,1,1,4,3,3,7,7,2,4,5,2,1,5,0,1,7,1,"continued",4,5,1,1,1,0,1,3,1,"abandoned",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.83333333333333,3.66666666666667,NA,"F2",FALSE,NA,0,1,"abandoned"
"A2O2Q0LVWOWJ1G",4,3,"in_weeks","short-term",0,1,4,7,1,3,5,3,1,7,7,6,6,5,3,2,3,3,1,5,3,"continued",2,5,3,3,5,0,1,2,1,"adjusted",3,6,1,1,3,0,1,5,1,"abandoned",4,"F3",3,4.16666666666667,4.33333333333333,"F3",FALSE,TRUE,0,1,"abandoned"
"A2O2Q0LVWOWJ1G",4,4,"in_weeks","short-term",2,3,4,7,3,3,6,1,2,6,7,6,6,6,1,1,6,0,3,7,1,"continued",2,8,1,1,7,0,1,7,1,"abandoned",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.5,3.16666666666667,NA,"F2",FALSE,NA,0,1,"abandoned"
"A2PE32I58ANCDD",2,1,NA,"recurrance",2,2,2,4,4,3,5,3,2,5,4,6,3,4,5,5,2,7,2,5,5,"continued",3,4,5,5,1,5,1,4,3,"continued",4,5,4,5,2,6,2,4,3,"continued",5,NA,2.16666666666667,2.66666666666667,2.66666666666667,"F3",FALSE,TRUE,6,3,"continued"
"A2PE32I58ANCDD",2,2,NA,"recurrance",1,3,2,4,4,3,3,1,5,5,5,4,3,4,5,3,2,6,2,4,4,"continued",2,2,5,5,1,6,4,4,4,"continued",2,4,5,5,2,6,2,4,5,"continued",5,NA,2.16666666666667,2.16666666666667,2.33333333333333,"F3",FALSE,TRUE,6,5,"continued"
"A2R75YFKVALBXE",5,1,NA,"long-term",1,5,5,7,6,1,7,2,6,2,7,7,6,3,7,6,6,9,2,6,6,"continued",6,2,7,6,7,8,2,6,6,"continued",6,4,7,6,6,5,2,6,6,"continued",6,NA,2.66666666666667,2,2,"F3",FALSE,TRUE,5,6,"continued"
"A2R75YFKVALBXE",5,2,NA,"long-term",8,7,5,7,5,1,7,1,4,1,7,7,7,4,6,6,7,10,2,6,7,"continued",5,1,7,6,6,8,2,6,7,"continued",6,2,7,6,7,10,3,7,7,"continued",5,NA,2.66666666666667,1.83333333333333,2.16666666666667,"F3",FALSE,TRUE,10,7,"continued"
"A2R75YFKVALBXE",5,3,NA,"long-term",3,5,5,7,4,2,7,1,4,2,5,7,7,4,6,5,6,9,2,6,6,"continued",5,4,6,6,6,7,2,6,6,"continued",5,2,6,6,6,8,2,6,6,"continued",4,NA,2.66666666666667,2.66666666666667,2.66666666666667,"F3",FALSE,TRUE,8,6,"continued"
"A2R75YFKVALBXE",5,4,NA,"recurrance",7,6,5,7,NA,1,7,3,5,3,6,7,6,4,6,6,6,8,2,6,6,"continued",5,4,6,6,6,6,2,6,6,"continued",5,5,5,4,6,3,2,6,2,"continued",5,NA,2.33333333333333,2.66666666666667,2.66666666666667,"F3",FALSE,TRUE,3,2,"continued"
"A2R75YFKVALBXE",5,5,NA,"long-term",0,5,5,NA,5,2,7,3,4,3,7,NA,6,4,6,5,6,NA,2,6,5,"continued",5,5,6,4,5,3,2,6,2,"continued",5,5,4,3,5,3,2,6,2,"continued",5,NA,2.33333333333333,2.5,2.66666666666667,"F3",FALSE,NA,3,2,"continued"
"A2R9OK4M877ZCC",3,1,"three_month","short-term",1,1,2,7,4,3,6,2,6,5,7,7,4,3,7,7,6,8,5,7,6,"continued",7,1,7,7,7,10,7,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.16666666666667,1.66666666666667,NA,"F2",FALSE,NA,10,7,"completed"
"A2R9OK4M877ZCC",3,2,NA,"recurrance",3,1,2,7,4,3,6,1,2,6,7,5,5,1,7,7,7,11,7,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",1.66666666666667,NA,NA,"F1",FALSE,NA,11,7,"completed"
"A2R9OK4M877ZCC",3,3,NA,"recurrance",5,7,2,7,7,1,5,1,7,1,7,7,4,3,7,7,7,10,7,7,7,"continued",7,2,7,7,7,8,7,7,6,"continued",4,1,4,4,7,11,7,7,7,"completed",4,"F3",1.66666666666667,1.5,1.66666666666667,"F3",FALSE,TRUE,11,7,"completed"
"A2RMJNF6IPI42F",5,1,NA,"long-term",1,1,5,4,2,3,7,1,4,6,4,7,4,8,2,2,5,1,1,6,1,"continued",4,7,2,2,2,1,1,4,1,"continued",6,8,1,1,2,1,1,6,1,"continued",2,NA,2.66666666666667,2.66666666666667,1.83333333333333,"F3",FALSE,TRUE,1,1,"continued"
"A2RMJNF6IPI42F",5,2,NA,"long-term",2,2,5,4,3,3,5,1,1,6,7,5,7,7,2,2,5,1,1,5,1,"continued",5,8,3,3,6,2,1,6,2,"continued",6,5,3,3,5,3,1,5,2,"continued",6,NA,2.5,2.83333333333333,2.5,"F3",FALSE,TRUE,3,2,"continued"
"A2RMJNF6IPI42F",5,3,NA,"long-term",0,1,5,4,4,3,4,1,1,5,7,4,6,4,6,5,4,1,1,5,4,"continued",4,7,6,6,2,1,1,4,1,"continued",6,7,4,6,4,1,1,4,1,"continued",5,NA,2.83333333333333,2.5,2.66666666666667,"F3",FALSE,TRUE,1,1,"continued"
"A2RMJNF6IPI42F",5,4,NA,"long-term",2,2,5,6,5,3,5,1,1,3,4,3,6,4,6,6,5,1,1,5,6,"continued",5,1,6,6,5,5,1,5,5,"continued",4,8,4,4,5,5,1,5,4,"continued",3,NA,2.33333333333333,2.66666666666667,2.5,"F3",FALSE,TRUE,5,4,"continued"
"A2RMJNF6IPI42F",5,5,NA,"long-term",1,1,5,3,5,3,4,1,1,7,7,4,6,8,1,1,1,0,1,4,1,"continued",3,2,6,7,7,3,1,6,4,"continued",6,1,6,7,7,5,1,6,5,"continued",7,NA,2.5,2.33333333333333,2.33333333333333,"F3",FALSE,TRUE,5,5,"continued"
"A2SFFO79KSG5VA",5,1,"three_month","short-term",1,5,5,7,5,2,7,2,4,3,4,6,4,8,3,3,5,0,4,5,2,"continued",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,7,2,1,5,4,"continued",5,NA,2.33333333333333,NA,2.33333333333333,"F3",FALSE,NA,2,4,"continued"
"A2SFFO79KSG5VA",5,3,NA,"recurrance",3,2,5,6,4,3,6,1,4,6,4,6,3,8,2,2,5,4,4,5,3,"continued",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,4,5,3,"continued",2,NA,2.5,NA,3,"F3",FALSE,NA,5,3,"continued"
"A2SFFO79KSG5VA",5,4,NA,"recurrance",3,2,5,5,3,3,5,3,4,5,4,5,5,8,4,4,3,3,4,4,2,"continued",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,6,2,1,6,2,"abandoned",2,"F3",2.83333333333333,NA,2.83333333333333,"F3",FALSE,NA,2,2,"abandoned"
"A2SFFO79KSG5VA",5,5,NA,"long-term",1,3,5,7,3,1,5,3,6,5,7,6,5,3,6,4,6,NA,4,6,6,"continued",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,6,4,5,6,5,"continued",6,NA,2.33333333333333,NA,2.33333333333333,"F3",FALSE,NA,4,5,"continued"
"A2SKOPFTRTNFUY",4,1,"three_month","short-term",0,4,3,7,4,1,7,8,6,2,5,6,6,4,6,6,6,3,4,7,4,"continued",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,7,8,6,7,6,"continued",5,NA,2.5,NA,1.83333333333333,"F3",FALSE,NA,8,6,"continued"
"A2SKOPFTRTNFUY",4,2,NA,"recurrance",1,5,3,7,7,1,7,5,4,2,5,7,6,4,5,6,6,9,3,7,5,"continued",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,6,6,2,5,6,"continued",4,NA,2,NA,2.16666666666667,"F3",FALSE,NA,6,6,"continued"
"A2SKOPFTRTNFUY",4,3,NA,"recurrance",1,5,3,7,6,1,7,5,4,2,4,7,4,4,6,5,6,9,3,6,6,"continued",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,6,6,2,7,5,"continued",4,NA,2.16666666666667,NA,1.66666666666667,"F3",FALSE,NA,6,5,"continued"
"A2SKOPFTRTNFUY",4,4,NA,"recurrance",0,4,3,7,7,1,7,8,6,5,6,6,7,6,4,4,6,5,4,6,3,"continued",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,3,5,3,2,4,2,"continued",4,NA,3.5,NA,3.33333333333333,"F3",FALSE,NA,3,2,"continued"
"A2TLN8489YGY81",1,1,NA,"recurrance",7,1,1,7,7,3,6,2,4,1,7,6,3,2,7,7,6,1,1,3,1,"continued",4,2,7,7,5,2,2,5,1,"continued",4,2,7,7,5,5,1,4,1,"continued",4,NA,1.83333333333333,1.83333333333333,1.83333333333333,"F3",FALSE,TRUE,5,1,"continued"
"A2VGEE0ZIZ8CBQ",3,1,NA,"recurrance",6,4,3,7,5,2,7,2,7,3,7,7,4,5,4,5,5,5,6,5,3,"adjusted",3,1,7,7,7,10,5,7,7,"continued",6,4,7,7,7,10,3,7,7,"continued",4,NA,2.5,1.5,1.83333333333333,"F3",FALSE,TRUE,10,7,"continued"
"A2VGEE0ZIZ8CBQ",3,2,NA,"recurrance",9,6,3,4,4,3,7,1,5,2,5,6,4,4,5,4,7,9,6,6,7,"continued",5,2,5,3,6,8,5,6,6,"continued",4,2,6,4,5,9,4,6,7,"continued",3,NA,1.83333333333333,2.33333333333333,1.66666666666667,"F3",FALSE,TRUE,9,7,"continued"
"A2VGEE0ZIZ8CBQ",3,3,NA,"recurrance",7,4,3,7,4,3,6,1,7,4,6,7,4,2,6,5,6,8,6,6,5,"continued",4,2,7,5,6,9,6,7,6,"continued",4,2,6,6,6,8,6,7,5,"continued",4,NA,1.66666666666667,1.66666666666667,2,"F3",FALSE,TRUE,8,5,"continued"
"A2VGFS03KCCR1Q",2,1,"three_month","short-term",0,1,2,5,7,3,5,1,1,7,7,7,3,2,4,4,6,2,1,5,3,"continued",4,2,6,6,6,7,4,6,5,"continued",5,2,6,6,6,6,1,7,5,"continued",7,NA,2.16666666666667,2.16666666666667,1.83333333333333,"F3",FALSE,TRUE,6,5,"continued"
"A2VGFS03KCCR1Q",2,2,NA,"recurrance",1,2,2,4,1,3,3,1,5,7,7,5,5,1,5,4,6,6,1,6,5,"continued",3,5,3,4,5,5,1,5,3,"continued",4,8,5,4,4,5,7,7,3,"continued",4,NA,3,3,3.33333333333333,"F3",FALSE,TRUE,5,3,"continued"
"A2VNSNAN1LZBAM",3,1,NA,"long-term",3,5,3,7,7,3,5,3,5,4,7,6,6,1,6,5,5,7,5,6,5,"continued",7,7,6,4,7,3,5,7,3,"continued",7,7,4,4,5,7,6,7,3,"adjusted",5,NA,2.5,2.33333333333333,2.66666666666667,"F3",FALSE,TRUE,7,3,"adjusted"
"A2VNSNAN1LZBAM",3,2,NA,"long-term",0,2,3,6,7,2,5,4,5,5,7,6,5,7,5,4,5,4,5,6,3,"continued",4,6,5,4,6,4,6,7,3,"continued",6,6,4,4,5,5,3,5,2,"continued",4,NA,2.33333333333333,2.33333333333333,3,"F3",FALSE,TRUE,5,2,"continued"
"A2VNSNAN1LZBAM",3,3,"three_month","short-term",3,5,3,7,7,1,7,3,5,2,7,6,7,3,7,6,7,8,7,6,6,"continued",7,3,7,7,7,8,7,7,7,"continued",7,4,7,7,7,10,7,7,7,"completed",7,"F3",2.33333333333333,2.33333333333333,2.66666666666667,"F3",FALSE,TRUE,10,7,"completed"
"A2W0G89O7E9EFO",5,1,NA,"long-term",4,5,3,7,6,3,5,1,5,1,7,6,5,4,4,4,5,3,5,5,3,"continued",4,2,5,5,5,6,3,5,5,"continued",5,4,6,5,5,8,4,5,5,"continued",5,NA,2.5,2.33333333333333,2.33333333333333,"F3",FALSE,TRUE,8,5,"continued"
"A2W0G89O7E9EFO",5,2,"three_month","short-term",1,6,3,6,4,1,5,4,4,2,4,6,4,2,7,7,6,11,1,7,7,"completed",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",2.16666666666667,NA,NA,"F1",FALSE,NA,11,7,"completed"
"A2W0G89O7E9EFO",5,3,NA,"long-term",3,5,3,6,5,1,6,3,3,2,6,5,5,2,7,7,5,5,2,7,7,"continued",4,3,7,5,6,9,2,7,7,"continued",5,2,7,5,7,10,4,6,7,"continued",6,NA,2.16666666666667,2,2,"F3",FALSE,TRUE,10,7,"continued"
"A2W0G89O7E9EFO",5,4,NA,"long-term",3,5,3,7,6,1,6,2,5,1,7,6,4,2,6,6,6,6,2,6,6,"continued",4,2,6,5,6,9,2,7,7,"continued",5,2,7,7,7,10,4,6,7,"continued",7,NA,2.16666666666667,2,2.16666666666667,"F3",FALSE,TRUE,10,7,"continued"
"A2W0G89O7E9EFO",5,5,NA,"long-term",1,3,3,4,4,1,3,1,5,3,5,6,4,4,3,3,3,2,1,3,3,"continued",2,4,4,4,5,4,2,4,5,"continued",3,2,3,3,5,5,3,5,5,"continued",2,NA,2.33333333333333,2.33333333333333,2.33333333333333,"F3",FALSE,TRUE,5,5,"continued"
"A2WJMGV0HKQG3Z",3,2,NA,"long-term",3,5,3,7,7,1,7,2,7,1,7,7,7,1,7,7,7,3,7,7,7,"continued",7,4,7,7,7,4,7,7,7,"continued",7,2,7,7,7,5,7,7,7,"continued",7,NA,1.83333333333333,1.66666666666667,2,"F3",FALSE,TRUE,5,7,"continued"
"A2WJMGV0HKQG3Z",3,3,NA,"recurrance",8,7,3,7,7,1,7,1,7,1,7,7,7,1,7,7,7,7,7,7,7,"continued",7,1,7,7,7,10,7,7,7,"continued",7,1,7,7,7,8,7,7,7,"continued",7,NA,2,1.66666666666667,2,"F3",FALSE,TRUE,8,7,"continued"
"A2WZ8ZEB00LYF7",2,1,NA,"long-term",3,6,2,5,5,3,5,1,5,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"A2WZ8ZEB00LYF7",2,2,"next_month","short-term",4,4,2,5,4,2,5,7,4,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"A2X3FSFHV5GHJU",3,1,NA,"long-term",1,5,3,6,4,1,7,1,4,2,6,6,6,1,6,6,6,7,2,6,6,"continued",4,1,6,6,5,9,2,6,6,"completed",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2,2,NA,"F2",FALSE,NA,9,6,"completed"
"A2X3FSFHV5GHJU",3,2,NA,"recurrance",0,1,3,5,4,1,7,5,5,5,3,6,3,3,4,3,5,4,2,6,3,"continued",3,8,2,2,5,2,2,5,2,"continued",2,6,2,2,2,2,6,6,1,"continued",2,NA,2.33333333333333,2.33333333333333,2.66666666666667,"F3",FALSE,TRUE,2,1,"continued"
"A2X3FSFHV5GHJU",3,3,NA,"long-term",1,1,3,4,2,3,5,1,2,6,6,5,4,5,2,2,2,0,2,5,2,"continued",2,5,1,1,5,1,2,5,1,"continued",1,6,2,1,2,1,5,6,1,"continued",2,NA,2.5,2.66666666666667,3.16666666666667,"F3",FALSE,TRUE,1,1,"continued"
"A2Y0WNHMT4PZ4C",3,1,NA,"long-term",0,4,3,6,7,2,5,3,6,4,4,6,7,3,5,5,4,3,4,5,4,"continued",5,5,4,4,4,3,4,4,3,"continued",4,2,4,3,5,4,6,4,4,"continued",4,NA,3,3.33333333333333,2.5,"F3",FALSE,TRUE,4,4,"continued"
"A2Y0WNHMT4PZ4C",3,2,NA,"recurrance",0,4,3,7,7,3,7,3,6,5,6,7,6,5,3,2,3,1,1,4,1,"abandoned",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",3.83333333333333,NA,NA,"F1",FALSE,NA,1,1,"abandoned"
"A2Y0WNHMT4PZ4C",3,3,NA,"long-term",0,4,3,7,1,1,7,5,2,3,6,7,4,4,4,4,5,3,3,4,4,"continued",4,4,5,5,5,4,3,4,4,"continued",5,6,3,4,4,1,2,1,1,"continued",5,NA,2.5,2.83333333333333,2.33333333333333,"F3",FALSE,TRUE,1,1,"continued"
"A2YVAWO75X8R78",5,1,NA,"long-term",0,1,8,7,6,1,3,3,7,3,7,5,5,2,6,7,4,2,5,6,5,"continued",6,4,5,5,5,3,7,6,5,"continued",5,2,6,6,5,5,6,5,6,"continued",6,NA,1.83333333333333,1.66666666666667,1.4,"F3",FALSE,TRUE,5,6,"continued"
"A2YVAWO75X8R78",5,2,NA,"recurrance",5,3,8,7,4,3,3,1,7,4,6,7,5,1,5,5,5,8,7,7,5,"continued",5,6,3,2,5,2,5,6,2,"continued",4,5,2,2,5,1,5,5,1,"abandoned",4,"F3",1.66666666666667,3.66666666666667,3.5,"F3",FALSE,TRUE,1,1,"abandoned"
"A2YVAWO75X8R78",5,3,NA,"recurrance",5,4,8,7,3,3,7,1,7,4,7,7,5,2,7,7,6,9,6,7,7,"continued",7,2,4,5,4,7,4,6,5,"continued",4,4,6,5,4,7,1,5,5,"continued",6,NA,1.5,1.66666666666667,1.33333333333333,"F3",FALSE,TRUE,7,5,"continued"
"A2YVAWO75X8R78",5,4,NA,"recurrance",0,1,8,5,2,3,3,5,7,3,4,5,5,4,4,5,6,6,6,6,5,"continued",4,3,5,4,6,8,6,6,6,"continued",4,2,5,5,5,8,5,6,6,"continued",4,NA,1.66666666666667,1.83333333333333,1.83333333333333,"F3",FALSE,TRUE,8,6,"continued"
"A2YVAWO75X8R78",5,5,NA,"recurrance",1,1,8,4,3,2,5,5,2,7,5,5,4,5,3,4,3,5,4,5,3,"continued",4,5,2,2,5,2,3,6,2,"adjusted",3,8,1,2,3,2,4,5,1,"abandoned",2,"F3",2.5,3.83333333333333,3,"F3",FALSE,TRUE,2,1,"abandoned"
"A2ZGAH6NOSU2PO",5,1,NA,"recurrance",6,4,6,7,7,1,5,8,5,4,5,6,4,2,5,5,6,7,5,6,5,"continued",6,5,3,2,6,3,6,5,1,"continued",5,2,6,6,6,9,5,7,6,"continued",6,NA,2.5,2.83333333333333,3,"F3",FALSE,TRUE,9,6,"continued"
"A2ZGAH6NOSU2PO",5,3,NA,"long-term",0,1,6,6,6,3,5,1,6,7,7,7,6,8,2,4,3,2,4,6,2,"adjusted",6,6,3,3,5,NA,3,7,NA,"continued",6,5,2,2,7,NA,3,7,NA,"continued",4,NA,3.5,3.5,4.33333333333333,"F3",FALSE,NA,NA,NA,"continued"
"A2ZGAH6NOSU2PO",5,4,"three_month","short-term",0,1,6,7,3,2,7,4,5,4,4,7,6,4,7,7,7,8,4,7,7,"continued",7,4,7,7,7,7,4,7,7,"continued",6,4,7,7,7,9,1,7,7,"continued",7,NA,1.83333333333333,1.83333333333333,1.66666666666667,"F3",FALSE,TRUE,9,7,"continued"
"A2ZGAH6NOSU2PO",5,5,"two_month","short-term",1,4,6,6,7,2,6,5,5,5,4,7,5,1,6,7,7,9,6,7,7,"continued",6,4,6,6,6,9,6,7,7,"continued",5,1,7,6,7,11,5,7,7,"completed",5,"F3",2,2,1.5,"F3",FALSE,TRUE,11,7,"completed"
"A302KOFOYLD89A",3,1,NA,"long-term",1,1,2,6,2,2,4,3,5,5,6,5,5,2,5,6,3,11,6,6,6,"continued",7,1,5,5,7,11,5,6,7,"completed",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.83333333333333,2.83333333333333,NA,"F2",FALSE,NA,11,7,"completed"
"A302KOFOYLD89A",3,2,NA,"recurrance",6,3,2,7,6,3,6,3,3,3,6,5,7,1,6,6,6,9,3,5,6,"continued",7,4,7,6,6,9,3,5,6,"continued",6,8,6,5,5,5,2,5,2,"continued",7,NA,2.66666666666667,2.5,3.16666666666667,"F3",FALSE,TRUE,5,2,"continued"
"A302KOFOYLD89A",3,3,NA,"recurrance",9,6,2,7,5,2,6,1,5,2,7,6,7,3,7,6,6,10,4,5,7,"continued",6,2,7,6,5,10,5,5,7,"continued",6,1,7,6,6,10,5,5,7,"continued",5,NA,2.5,2.5,2.16666666666667,"F3",FALSE,TRUE,10,7,"continued"
"A30FIPRPFQRBO6",3,1,NA,"recurrance",5,3,3,7,4,3,7,3,4,7,7,7,7,7,3,4,1,2,4,7,1,"continued",7,1,7,7,7,8,3,7,7,"continued",7,7,4,3,7,6,4,7,3,"continued",7,NA,4.33333333333333,1.66666666666667,4.16666666666667,"F3",FALSE,TRUE,6,3,"continued"
"A30FIPRPFQRBO6",3,2,NA,"recurrance",5,1,3,7,7,3,7,3,7,7,7,7,7,7,1,1,1,0,1,7,1,"abandoned",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",4.33333333333333,NA,NA,"F1",FALSE,NA,0,1,"abandoned"
"A30FIPRPFQRBO6",3,3,NA,"long-term",2,4,3,4,4,3,4,3,4,4,4,4,4,2,7,4,5,7,4,7,7,"completed",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",1.83333333333333,NA,NA,"F1",FALSE,NA,7,7,"completed"
"A30HUZHJBOX1LK",2,1,NA,"recurrance",7,5,2,7,6,3,7,3,7,2,6,6,6,1,7,7,7,4,7,6,7,"continued",6,1,7,7,6,9,7,7,7,"continued",7,1,7,6,7,10,6,6,7,"continued",5,NA,2.33333333333333,2.16666666666667,2.5,"F3",FALSE,TRUE,10,7,"continued"
"A30HUZHJBOX1LK",2,2,NA,"recurrance",5,5,2,7,7,3,6,3,5,2,6,6,5,1,7,7,6,9,7,7,7,"continued",6,1,7,6,6,9,6,6,7,"continued",5,1,7,6,7,10,7,6,7,"continued",6,NA,2.66666666666667,2,2.16666666666667,"F3",FALSE,TRUE,10,7,"continued"
"A314XJY8V1YL12",4,1,NA,"long-term",0,1,4,6,4,3,4,1,5,4,5,5,6,8,5,5,5,3,5,5,2,"continued",5,8,6,6,5,3,5,5,2,"continued",6,8,6,5,5,5,6,3,4,"continued",5,NA,2,2.16666666666667,2.16666666666667,"F3",FALSE,TRUE,5,4,"continued"
"A314XJY8V1YL12",4,2,NA,"long-term",1,2,4,6,3,2,5,3,4,6,6,5,5,5,4,3,5,2,3,5,1,"continued",3,4,6,5,6,4,4,6,5,"continued",6,4,5,6,5,3,3,5,2,"continued",7,NA,1.83333333333333,2.16666666666667,2.33333333333333,"F3",FALSE,TRUE,3,2,"continued"
"A314XJY8V1YL12",4,3,NA,"recurrance",2,1,4,6,4,3,5,1,3,5,6,4,5,8,4,3,5,4,5,5,2,"continued",4,4,5,4,6,3,2,5,3,"continued",5,8,4,3,5,5,2,5,2,"continued",3,NA,2.16666666666667,2.33333333333333,3.33333333333333,"F3",FALSE,TRUE,5,2,"continued"
"A314XJY8V1YL12",4,4,NA,"recurrance",3,4,4,6,6,1,3,5,5,4,6,4,4,7,4,3,4,5,3,5,2,"continued",4,4,4,5,6,6,5,6,5,"continued",4,4,4,5,5,7,4,6,5,"continued",4,NA,2.5,2.33333333333333,2.5,"F3",FALSE,TRUE,7,5,"continued"
"A321WQIFK10UV3",3,1,NA,"long-term",1,6,3,7,7,1,7,3,7,2,7,7,7,2,7,7,7,4,5,1,5,"continued",7,1,7,7,7,7,5,7,6,"continued",7,1,7,7,7,11,6,7,7,"completed",7,"F3",2.66666666666667,1.66666666666667,1.5,"F3",FALSE,TRUE,11,7,"completed"
"A321WQIFK10UV3",3,2,NA,"recurrance",2,1,3,6,7,3,7,3,7,4,7,7,7,6,5,5,7,1,1,7,1,"continued",5,7,5,3,7,3,2,5,1,"continued",5,6,5,4,7,4,5,6,1,"continued",4,NA,3,3.33333333333333,3.16666666666667,"F3",FALSE,TRUE,4,1,"continued"
"A321WQIFK10UV3",3,3,"three_month","short-term",1,5,3,7,7,1,7,6,7,1,7,7,6,1,7,7,7,4,1,7,6,"continued",7,2,7,7,7,6,6,7,5,"continued",7,2,7,6,7,8,6,7,5,"continued",7,NA,2.33333333333333,1.66666666666667,2.16666666666667,"F3",FALSE,TRUE,8,5,"continued"
"A33RI08QRVG5Q0",5,1,NA,"recurrance",8,3,5,6,4,2,6,1,6,2,4,6,5,2,6,5,6,9,6,6,6,"continued",5,4,6,5,5,9,6,6,6,"continued",5,2,7,4,6,9,7,7,6,"continued",5,NA,2.33333333333333,2.16666666666667,2,"F3",FALSE,TRUE,9,6,"continued"
"A33RI08QRVG5Q0",5,2,NA,"recurrance",9,3,5,6,4,1,6,1,6,2,6,6,5,1,7,6,6,11,6,7,7,"continued",5,3,7,5,6,11,6,7,7,"continued",5,2,6,5,6,11,6,6,7,"continued",5,NA,2.33333333333333,2.16666666666667,2.5,"F3",FALSE,TRUE,11,7,"continued"
"A33RI08QRVG5Q0",5,3,NA,"recurrance",7,3,5,6,5,1,6,4,6,4,6,6,6,2,5,6,6,8,6,6,5,"continued",5,4,6,6,6,8,6,6,5,"continued",6,3,6,6,6,8,6,6,6,"continued",6,NA,2.5,2.33333333333333,2.66666666666667,"F3",FALSE,TRUE,8,6,"continued"
"A33RI08QRVG5Q0",5,4,NA,"recurrance",7,3,5,5,4,3,7,3,4,4,4,6,3,1,6,5,6,10,6,7,6,"continued",5,4,5,5,6,10,6,7,6,"continued",4,3,6,5,7,11,5,7,7,"continued",5,NA,2.66666666666667,1.83333333333333,2.33333333333333,"F3",FALSE,TRUE,11,7,"continued"
"A33RI08QRVG5Q0",5,5,NA,"recurrance",0,4,5,5,5,1,6,7,5,3,2,5,4,1,6,6,6,11,6,7,7,"continued",5,2,6,6,7,11,6,7,7,"continued",5,2,6,5,7,11,6,7,6,"continued",3,NA,2.16666666666667,2,2.66666666666667,"F3",FALSE,TRUE,11,6,"continued"
"A34VLM2UC0JY11",2,1,"two_month","short-term",0,1,2,7,4,1,7,3,7,1,7,7,4,2,7,7,7,5,7,7,7,"continued",7,2,7,7,7,11,7,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",1.66666666666667,1.66666666666667,NA,"F2",FALSE,NA,11,7,"completed"
"A34VLM2UC0JY11",2,2,NA,"long-term",1,1,2,7,4,1,4,2,7,1,7,7,4,2,7,4,7,5,7,4,5,"continued",4,2,7,1,7,7,1,7,7,"continued",1,1,7,7,7,11,7,7,7,"completed",7,"F3",1.66666666666667,1.5,1.66666666666667,"F3",FALSE,TRUE,11,7,"completed"
