"MTurkCode","listNum","total_goal","goal","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
38868,5,5,2,7,7,6,7,7,6,7,5,4,7,1,4,1,7,7,4,1,3,1,3,1,7,7,5,4,8,6,5,1,1,7,2,1,7,4,5,7,3,4,1,3
38868,5,5,3,3,7,9,7,7,6,6,6,4,2,1,4,4,7,4,3,1,NA,1,2,1,6,5,5,7,8,6,7,1,1,4,1,1,6,2,6,4,7,3,1,1
38868,5,5,4,4,7,9,7,5,5,1,6,6,5,1,1,1,7,4,1,3,NA,1,1,1,1,3,5,4,6,1,6,1,2,7,5,1,2,3,7,4,6,3,3,1
38868,5,5,5,6,7,12,1,5,5,1,7,7,4,6,1,7,7,4,7,1,NA,7,1,1,4,7,7,7,8,1,1,5,7,4,6,1,1,7,5,6,7,4,7,7
39168,3,3,1,7,7,10,5,7,7,3,7,7,1,1,1,4,7,6,6,1,7,3,1,1,6,7,7,7,6,5,7,1,6,6,7,5,1,3,7,6,6,3,5,5
39168,3,3,2,7,7,10,5,7,7,5,7,6,7,1,4,5,7,4,6,2,5,1,1,1,5,6,7,6,7,5,6,1,5,7,7,4,1,3,6,7,7,3,5,7
39168,3,3,3,7,7,11,6,7,7,7,7,7,7,1,4,4,7,3,7,2,NA,5,2,1,7,7,7,7,6,4,4,4,7,7,7,5,1,5,7,7,7,3,7,7
39467,3,3,1,3,7,6,5,7,7,5,6,7,5,2,7,1,7,5,5,3,1,4,3,1,7,7,5,7,8,7,1,4,7,5,1,2,5,7,5,6,3,NA,5,4
39467,3,3,2,4,7,6,1,6,6,7,6,5,7,2,5,7,7,4,4,3,1,1,3,1,7,7,6,6,8,7,1,1,7,7,1,1,4,7,5,7,6,NA,4,4
39467,3,3,3,4,7,6,NA,5,5,1,5,4,3,2,2,6,7,5,3,1,NA,1,1,2,6,4,4,4,8,2,5,1,4,6,1,1,3,4,5,3,5,NA,4,3
41061,5,5,1,7,7,9,7,7,7,5,7,7,3,2,6,7,6,7,6,3,7,2,1,2,7,7,7,7,7,6,7,3,7,6,6,2,2,7,7,4,7,4,6,6
41061,5,5,2,7,7,11,7,7,7,6,7,7,6,3,7,5,7,5,5,3,5,3,1,2,7,7,7,7,8,7,2,6,6,7,4,1,1,7,7,7,7,3,7,7
41061,5,5,3,6,7,9,7,7,6,6,7,7,7,4,7,7,6,6,4,1,NA,3,2,2,7,7,7,7,8,7,2,2,6,7,4,2,2,5,7,5,6,4,7,2
41061,5,5,4,7,7,10,1,7,7,7,7,7,6,2,5,3,6,6,NA,3,NA,5,1,1,7,7,7,7,6,6,5,5,5,7,5,2,3,6,7,7,7,3,6,6
41061,5,5,5,6,7,10,7,7,7,7,7,NA,7,2,4,4,7,6,5,3,NA,3,2,2,6,7,7,7,6,6,2,5,5,7,4,1,3,7,NA,7,7,3,6,2
41337,3,2,1,5,7,9,6,5,6,6,3,6,5,2,2,5,4,5,2,3,7,6,2,2,6,6,4,6,6,6,2,2,7,7,5,2,5,6,5,7,6,3,5,5
41337,3,2,2,4,7,7,1,7,7,6,5,7,3,3,2,6,6,6,6,3,3,5,3,1,5,6,6,7,6,5,2,2,7,7,3,2,3,6,5,6,7,3,7,4
41337,3,2,3,5,1,9,1,5,5,6,6,7,3,2,2,7,6,6,5,1,NA,6,2,1,6,7,6,7,8,6,1,2,6,5,5,3,2,7,6,5,5,3,7,6
41510,2,2,1,7,7,10,7,7,6,5,7,7,5,2,5,5,5,5,6,3,4,4,1,2,6,7,7,7,7,6,4,5,6,7,5,4,2,6,7,7,7,3,6,7
41510,2,2,2,5,7,7,2,6,6,5,7,7,5,4,3,3,7,6,6,1,5,4,2,1,5,7,7,6,6,6,1,6,6,7,5,5,3,5,7,7,3,3,5,6
41540,3,3,1,4,7,8,3,7,7,6,5,7,7,1,6,7,7,7,3,3,3,5,3,1,5,7,4,7,8,6,1,4,4,4,5,1,7,7,4,6,7,3,5,6
41540,3,3,2,4,7,9,1,6,6,7,7,7,5,1,7,7,7,4,1,2,4,1,3,1,7,7,7,7,6,4,4,2,3,4,4,1,4,7,4,4,7,4,7,4
41540,3,3,3,4,5,6,1,6,5,6,4,7,4,2,4,6,7,4,5,2,NA,1,3,1,7,7,3,7,7,3,1,1,6,5,4,1,3,7,5,4,5,4,4,2
41652,2,3,1,7,7,9,2,6,6,7,7,7,5,1,5,3,6,4,7,2,5,4,2,1,7,6,6,7,4,6,6,1,6,6,6,1,5,6,7,7,6,3,7,6
41652,2,3,2,6,7,6,2,6,6,7,7,6,7,1,6,2,6,4,4,2,6,1,3,1,7,7,5,7,8,7,4,2,6,6,7,1,4,6,6,7,6,4,5,7
41827,3,2,1,5,7,11,7,7,7,2,7,7,5,2,3,3,7,7,7,1,4,5,1,2,5,7,7,7,8,7,1,1,6,6,6,1,7,7,6,6,6,3,7,7
41827,3,2,2,5,7,8,1,NA,7,7,5,5,6,2,5,6,7,7,5,1,7,1,3,1,6,5,3,6,8,7,5,5,4,7,6,1,7,4,5,7,2,3,5,4
41827,3,2,3,3,7,6,1,7,7,7,5,4,6,2,5,1,7,7,7,3,NA,2,3,1,6,7,5,5,5,7,1,2,7,7,4,1,7,5,6,6,6,3,5,1
42012,3,3,1,5,7,11,6,6,6,6,7,7,2,4,3,4,7,4,7,NA,5,6,1,1,3,6,7,7,8,4,1,2,3,7,6,2,3,7,7,7,7,3,4,6
42012,3,3,2,5,7,8,4,7,7,6,6,6,7,2,5,5,7,7,4,3,7,2,2,2,5,7,7,6,6,6,1,5,3,6,7,4,5,7,6,6,7,3,5,7
42012,3,3,3,3,5,6,6,6,6,6,5,6,4,3,2,6,7,7,4,3,NA,1,1,2,6,6,2,6,8,6,5,2,4,4,5,1,4,6,6,5,4,4,3,6
42084,3,3,1,5,4,7,5,5,5,2,7,7,6,2,5,3,5,5,6,2,6,5,2,2,7,7,5,7,6,7,2,3,7,7,5,2,2,4,5,7,7,3,7,6
42084,3,3,2,5,7,5,1,4,4,7,5,4,7,1,3,5,7,3,3,3,3,3,3,1,3,5,2,4,8,2,2,5,4,3,5,4,3,4,5,5,5,4,3,3
42084,3,3,3,3,7,4,2,6,5,7,3,5,6,4,2,5,7,5,5,3,NA,2,3,1,6,7,3,5,8,3,1,5,5,4,3,4,6,6,3,6,5,4,5,3
42161,4,4,1,6,7,9,7,6,6,1,7,7,3,2,1,5,3,5,7,1,2,1,1,1,2,7,7,7,4,2,4,1,3,6,6,1,2,5,7,6,5,3,5,6
42161,4,4,2,5,7,10,5,7,6,7,7,7,2,4,1,5,6,2,3,1,1,1,1,1,7,2,3,5,7,1,7,1,7,3,2,1,2,5,7,2,7,NA,3,2
42161,4,4,3,5,7,10,3,4,4,6,7,6,7,2,1,2,6,4,4,3,NA,1,2,1,4,5,4,4,6,5,1,1,2,7,2,1,2,3,7,4,7,3,3,4
42161,4,4,4,6,7,9,1,6,5,7,7,7,5,2,2,4,7,4,7,3,NA,1,3,1,6,5,7,6,7,4,2,1,3,7,3,1,3,4,7,5,6,3,3,2
42560,2,2,1,4,6,7,5,7,7,7,5,6,6,4,3,6,6,7,4,3,5,3,2,NA,6,6,5,7,6,6,4,5,5,5,5,4,4,6,6,6,6,3,6,6
42560,2,2,2,4,7,9,7,7,7,6,6,7,7,4,4,7,7,3,4,1,6,2,2,2,7,7,6,7,7,7,5,4,4,4,6,3,3,6,7,7,6,3,5,7
43005,3,2,1,6,7,10,1,6,6,7,7,7,5,1,5,5,6,4,7,3,6,3,1,1,7,7,5,7,8,7,2,3,6,7,5,1,2,4,7,7,6,3,5,4
43005,3,2,2,3,7,10,7,5,3,7,4,7,6,1,1,2,3,4,1,3,6,7,1,2,3,7,4,7,6,4,1,7,6,5,4,1,1,7,3,6,7,3,6,5
43005,3,2,3,7,7,11,7,4,4,2,7,4,3,1,1,1,7,1,3,3,NA,1,1,2,4,2,4,3,5,1,7,1,5,7,3,1,3,1,7,4,7,2,1,2
43268,3,3,1,6,7,11,1,7,7,5,7,7,5,2,4,3,6,4,6,2,6,3,1,1,6,7,7,7,6,6,5,3,6,7,5,4,3,6,7,6,6,3,6,6
43268,3,3,2,7,5,9,5,6,6,6,7,6,7,1,5,2,7,6,6,3,2,5,1,1,7,7,6,6,3,5,1,5,4,7,4,3,3,4,7,6,7,4,4,2
43268,3,3,3,6,7,9,5,7,7,6,7,6,7,3,4,3,7,4,7,2,NA,4,1,1,7,7,6,6,4,6,3,3,5,7,4,2,3,6,7,6,6,3,4,4
43627,4,4,1,6,7,7,6,7,7,4,7,7,6,2,3,6,7,7,6,1,3,5,3,2,4,7,6,7,8,6,1,6,4,7,6,6,4,7,7,7,7,4,6,7
43627,4,4,2,6,7,5,1,6,7,6,6,7,7,4,5,7,7,7,5,1,4,5,3,1,5,6,6,7,8,6,1,6,5,7,6,5,6,7,6,6,7,4,7,6
43627,4,4,3,6,7,7,7,7,7,6,7,7,7,3,6,7,7,7,6,1,NA,6,3,1,5,7,6,7,8,6,1,6,5,7,6,6,6,7,5,6,7,4,6,6
43627,4,4,4,7,7,8,1,7,7,7,7,7,5,1,7,7,7,7,7,1,NA,7,2,1,7,7,7,7,7,7,3,7,7,7,6,6,5,7,7,7,7,4,7,7
44546,2,2,1,5,2,6,6,6,6,4,6,5,7,1,5,5,7,6,4,3,1,1,3,1,5,7,5,5,7,2,2,4,5,7,3,2,6,4,3,5,7,3,6,5
44546,2,2,2,4,7,7,6,4,4,5,6,5,5,5,3,5,6,4,5,NA,5,4,3,2,5,6,5,6,7,3,5,5,5,6,5,2,4,7,5,5,6,3,5,6
44853,3,3,1,6,7,10,7,5,5,6,7,7,7,2,6,6,4,2,6,3,5,5,1,1,7,6,7,6,8,7,3,6,5,7,6,5,1,7,6,7,6,3,4,5
44853,3,3,2,3,7,3,7,7,7,5,5,5,7,4,4,6,2,7,4,3,6,4,3,2,6,6,4,5,8,6,6,5,5,7,5,6,4,5,4,6,6,3,6,4
44853,3,3,3,5,7,6,7,5,5,5,6,4,6,3,4,5,5,4,4,1,NA,6,3,1,5,5,5,4,8,5,4,3,5,6,4,5,4,4,5,6,3,3,5,4
45035,3,3,1,7,7,2,7,7,4,5,7,5,7,3,2,5,7,7,4,3,2,1,3,2,7,5,6,6,8,3,1,6,4,7,1,2,6,6,3,6,7,3,5,1
45035,3,3,2,6,7,9,1,5,5,7,7,7,3,5,1,3,5,5,7,2,2,2,1,1,4,7,7,7,5,2,1,6,6,7,1,2,2,7,7,5,6,3,7,3
45035,3,3,3,7,7,6,3,6,4,2,6,5,5,3,2,2,7,5,3,3,NA,2,3,1,2,6,6,6,7,1,1,6,4,7,1,4,6,7,6,6,7,3,7,5
45781,3,3,1,5,6,9,3,6,6,7,7,7,5,3,4,6,7,5,6,1,3,3,2,1,3,7,6,7,7,6,5,7,6,7,4,1,3,7,5,6,7,4,7,3
45781,3,3,2,7,7,9,4,6,7,7,7,7,7,1,1,4,7,5,7,1,7,3,2,1,7,7,7,7,6,5,7,6,6,6,7,3,2,7,7,7,6,4,7,7
45781,3,3,3,7,NA,6,7,7,6,4,7,7,4,1,5,7,7,6,4,2,NA,4,1,2,7,7,5,7,8,7,6,1,4,5,7,7,4,7,7,7,7,4,5,7
45941,5,5,1,6,4,8,6,7,6,7,7,7,4,1,2,6,7,6,4,3,6,4,1,2,5,7,7,7,7,3,1,2,5,7,5,1,1,5,6,6,7,3,7,4
45941,5,5,2,5,5,6,7,6,5,4,6,6,4,4,3,4,7,6,4,3,1,2,1,2,5,6,6,5,6,5,1,1,2,5,4,1,3,4,7,6,6,3,5,2
45941,5,5,3,4,7,6,3,5,6,7,6,5,6,2,2,3,7,5,5,3,NA,5,3,1,7,5,5,5,8,4,3,4,1,5,7,2,5,5,5,7,7,1,5,5
45941,5,5,4,4,7,8,7,6,5,6,5,6,6,1,5,4,6,7,5,3,NA,5,1,2,4,7,5,7,6,7,2,2,4,3,7,3,5,4,6,6,7,3,6,6
45941,5,5,5,3,7,4,3,6,6,1,4,4,2,4,1,2,7,7,3,3,NA,4,1,1,5,3,5,4,7,2,3,1,4,4,4,1,6,5,5,4,7,2,7,6
46136,2,2,1,7,6,10,1,7,7,6,7,7,6,1,6,1,7,5,7,3,2,1,3,1,7,7,7,7,6,5,6,5,7,7,5,1,2,7,7,7,7,1,6,6
46136,2,2,2,7,6,10,2,7,7,6,7,7,6,1,7,1,7,4,6,3,2,1,3,1,7,7,7,7,6,6,1,2,7,7,6,1,2,6,7,7,7,1,6,7
46220,5,5,1,4,7,9,7,7,5,2,6,7,2,3,2,3,5,4,3,3,1,2,2,2,4,4,7,6,8,2,7,6,4,7,4,1,1,7,7,5,7,2,3,7
46220,5,5,2,2,4,10,6,7,7,7,2,7,7,1,4,7,2,5,4,3,7,7,1,2,7,7,1,7,7,7,2,2,7,7,7,2,1,7,3,7,7,2,7,7
46220,5,5,3,5,3,10,3,5,5,5,6,7,7,6,4,6,5,6,7,3,NA,7,1,1,5,7,5,6,4,4,1,7,6,6,5,7,3,7,7,7,5,2,4,4
46220,5,5,4,3,7,6,5,6,5,5,4,4,4,3,3,1,6,5,5,2,NA,2,1,1,5,5,3,4,4,4,4,2,5,7,4,1,4,3,5,4,6,3,3,1
46220,5,5,5,4,5,6,5,6,6,5,5,5,4,2,3,1,7,4,4,2,NA,4,3,1,6,5,4,4,4,3,3,4,5,5,4,2,4,4,5,5,5,3,3,4
46873,1,1,1,1,4,9,4,6,6,6,7,6,7,1,6,6,5,4,7,1,5,4,1,1,6,7,6,7,6,6,5,1,6,5,7,1,1,4,7,5,6,3,6,4
46980,4,4,1,7,7,10,4,7,7,7,7,7,7,1,4,4,7,4,7,3,4,1,3,1,7,7,4,7,6,7,4,1,7,7,6,1,4,7,7,7,7,NA,7,7
46980,4,4,2,7,7,9,7,7,7,7,7,7,7,1,5,5,7,6,5,3,4,1,3,1,7,7,6,6,8,7,4,1,4,7,4,1,5,5,7,7,7,4,7,4
46980,4,4,3,7,7,10,7,7,7,6,7,7,4,1,1,6,7,6,5,3,NA,6,1,2,7,7,7,7,8,1,6,5,7,7,6,1,1,7,7,7,7,3,6,7
46980,4,4,4,7,7,9,7,7,7,3,7,7,6,1,1,4,7,3,5,1,NA,1,1,1,4,7,4,5,1,1,2,1,7,3,2,1,4,4,7,7,5,NA,4,1
47407,5,5,1,7,7,11,6,7,5,3,7,7,1,3,4,1,7,4,7,3,4,4,1,2,6,7,7,7,6,5,5,5,3,7,5,2,4,7,7,5,7,3,7,7
47407,5,5,2,7,7,7,7,7,6,7,7,5,6,4,4,4,7,4,3,3,5,4,3,1,7,6,6,7,5,7,5,6,4,7,5,4,4,6,7,6,7,3,5,4
47407,5,5,3,7,7,10,7,7,5,4,6,7,2,2,4,1,7,4,7,3,NA,6,1,2,2,7,6,6,7,6,2,3,4,6,4,3,3,6,7,4,7,3,4,6
47407,5,5,4,6,7,7,7,6,5,6,6,5,7,3,6,1,7,4,4,3,NA,4,2,2,4,6,5,6,8,4,3,3,5,4,5,4,5,6,5,4,7,3,5,4
47407,5,5,5,6,7,10,7,7,6,7,6,7,7,2,4,1,7,5,3,3,NA,7,3,2,6,7,3,6,3,6,7,6,6,4,6,6,3,4,6,4,7,3,6,4
47532,2,2,1,4,7,9,7,5,6,6,6,7,5,3,2,6,7,6,6,1,4,4,1,1,7,6,5,6,6,6,4,4,4,7,7,3,3,6,7,5,6,3,6,4
47532,2,2,2,6,6,10,4,6,6,4,6,7,5,3,3,5,4,6,5,3,7,6,1,2,5,6,6,7,4,5,7,6,5,7,4,5,5,7,6,6,6,3,6,6
47788,2,2,1,5,7,9,7,7,7,7,7,7,1,4,4,7,7,4,6,3,1,1,1,2,7,7,7,7,4,4,7,1,7,7,1,1,4,7,7,4,7,3,7,4
47788,2,2,2,3,7,6,1,7,7,7,5,7,7,5,4,7,7,7,3,1,3,1,3,1,7,7,6,7,7,4,7,7,7,7,5,1,5,7,6,7,6,4,7,7
47834,2,3,1,7,7,8,1,7,7,7,7,7,1,4,4,7,7,7,7,2,7,7,3,1,7,7,7,7,4,7,7,1,7,7,7,1,7,7,7,7,7,3,7,1
47834,2,3,2,7,7,6,1,6,6,7,7,7,5,1,1,4,7,4,4,2,7,7,3,NA,7,7,7,7,4,4,7,4,7,4,7,7,4,6,7,7,4,2,4,7
48293,3,3,1,5,7,8,6,7,7,7,5,6,7,1,6,6,7,7,7,1,6,5,2,1,7,7,5,7,6,6,3,4,5,4,6,5,4,4,6,7,7,3,7,6
48293,3,3,2,7,7,11,4,6,6,7,7,7,6,1,6,4,7,6,7,3,6,2,3,1,7,7,7,7,6,7,3,4,4,7,6,3,5,6,7,5,7,3,6,4
48293,3,3,3,4,7,9,7,6,6,1,7,7,7,1,1,3,5,4,1,3,NA,2,1,2,1,7,7,7,4,3,4,1,4,6,2,1,3,6,7,5,7,3,4,1
50480,3,3,1,4,4,8,7,7,7,7,6,7,4,1,7,4,6,7,2,3,1,1,1,1,7,7,7,7,1,6,5,1,6,7,4,1,1,1,6,4,7,3,4,1
50480,3,3,2,4,7,6,7,6,6,6,6,4,4,4,3,2,6,4,4,NA,1,1,2,1,6,3,6,4,7,1,5,1,1,4,3,1,6,3,6,4,6,3,2,4
50480,3,3,3,7,7,10,7,7,7,5,7,7,6,2,2,3,7,3,7,NA,NA,1,2,1,7,7,6,7,5,1,7,1,7,6,6,1,4,6,7,4,6,2,4,1
50800,5,4,1,6,7,9,1,6,6,7,7,6,6,3,4,3,7,7,4,2,1,1,3,1,6,7,7,6,5,3,5,1,4,7,4,1,4,6,7,6,6,4,5,4
50800,5,4,2,6,7,8,1,6,6,7,7,6,7,1,3,3,7,7,4,1,1,2,3,1,5,7,7,6,6,3,1,1,2,7,6,1,4,6,7,7,6,4,6,5
50800,5,4,3,7,7,11,1,6,6,6,7,7,6,5,5,6,6,4,7,2,NA,5,2,1,6,6,7,6,6,7,1,4,6,6,6,1,2,6,7,7,6,3,4,7
50800,5,4,4,7,7,10,2,7,7,5,7,7,1,4,1,3,6,7,5,1,NA,5,3,1,7,6,7,7,4,3,7,5,7,4,7,6,4,7,7,7,6,3,7,7
50800,5,4,5,4,7,9,2,6,6,7,7,7,7,1,5,7,5,6,4,2,NA,7,3,1,2,7,7,7,7,6,1,2,3,7,7,5,5,6,6,7,7,4,7,7
51306,3,3,1,5,6,8,1,6,5,5,6,7,5,2,3,5,5,6,6,2,6,4,1,1,7,6,4,6,2,4,5,2,6,6,5,3,2,6,7,6,2,3,6,7
51306,3,3,2,2,6,5,7,5,6,5,6,7,7,2,3,2,3,4,4,3,6,3,3,2,6,5,6,7,8,5,6,6,2,6,4,6,3,4,6,6,6,4,5,6
51306,3,3,3,4,6,3,2,5,5,5,2,7,3,1,3,4,6,6,5,1,NA,3,1,1,3,5,3,7,6,3,4,3,5,4,5,7,1,2,7,6,3,3,3,2
51752,5,3,1,5,7,9,6,6,5,7,7,7,5,1,4,1,7,4,3,3,4,1,2,1,7,7,7,7,6,7,2,3,4,7,5,1,3,7,7,7,7,4,5,4
51752,5,3,2,4,7,8,5,7,7,7,7,7,6,4,4,1,7,6,5,3,4,1,3,1,7,7,5,7,8,5,5,5,4,7,6,5,4,7,5,7,7,4,7,4
51752,5,3,3,3,7,5,4,7,7,5,7,7,4,5,7,1,7,7,4,3,NA,1,3,1,7,7,5,7,8,4,7,6,7,7,2,1,7,7,7,4,7,4,6,2
51752,5,3,4,3,7,9,7,7,5,5,5,7,7,4,2,4,7,4,3,3,NA,6,1,2,6,7,7,7,6,7,1,7,3,7,7,1,4,7,4,7,7,3,7,1
51752,5,3,5,3,7,6,7,7,5,5,6,6,4,3,4,7,7,6,4,3,NA,1,1,2,4,7,5,7,7,4,2,6,3,7,2,1,4,7,5,7,7,3,4,4
52100,5,7,1,5,6,8,7,6,7,6,3,7,7,3,5,2,7,6,5,3,1,1,1,2,4,7,3,7,6,7,1,1,2,7,4,1,1,4,5,7,6,3,6,1
52100,5,7,2,3,5,5,2,7,7,4,3,6,5,1,1,7,1,5,3,2,6,3,3,1,6,7,2,7,8,2,7,2,6,4,6,1,4,6,5,7,4,NA,3,4
52100,5,7,3,3,7,7,6,6,6,7,3,4,6,1,2,3,7,6,2,3,NA,2,3,NA,7,5,5,5,7,4,2,2,2,7,5,2,6,4,4,5,6,3,6,6
52100,5,7,4,6,7,10,7,7,7,7,7,7,7,2,5,2,5,4,6,3,NA,5,1,2,4,7,7,7,8,7,1,3,4,7,7,2,2,7,6,7,6,3,7,7
52100,5,7,5,6,5,12,7,4,3,2,7,7,6,1,5,1,7,4,4,1,NA,7,1,2,1,5,7,2,5,5,1,1,1,7,4,2,1,4,7,7,4,3,7,5
53009,3,3,1,2,7,7,1,4,5,5,5,4,6,1,3,1,6,2,4,3,2,5,3,1,5,5,4,4,7,5,4,2,2,7,5,2,3,2,5,4,6,4,4,1
53009,3,3,2,4,7,4,6,5,5,5,6,4,6,1,4,3,6,6,3,3,4,2,3,2,5,5,6,4,7,4,4,2,2,6,5,3,4,3,5,5,6,3,2,2
53009,3,3,3,6,7,3,7,5,5,4,5,4,4,1,1,7,2,6,4,3,NA,2,1,2,4,4,3,3,1,4,4,2,2,6,4,2,2,2,5,5,6,3,1,1
53517,3,2,1,7,1,10,7,7,7,7,5,7,7,1,4,7,7,7,6,NA,7,5,3,2,7,7,7,7,8,7,1,7,7,7,6,7,5,7,5,7,7,3,7,6
53517,3,2,2,7,7,9,1,7,6,7,7,7,7,1,6,4,7,4,4,3,5,5,1,1,7,7,7,7,6,7,1,7,7,7,5,7,3,7,7,7,7,2,7,4
53517,3,2,3,4,7,10,7,5,7,5,6,6,5,1,4,7,7,4,4,2,NA,2,1,2,4,6,7,4,6,4,5,2,5,7,5,1,2,4,6,5,7,2,4,4
53898,3,5,1,7,7,9,1,7,7,7,7,7,7,1,1,4,7,4,4,NA,2,4,3,2,7,7,7,7,7,1,3,5,4,7,5,4,4,7,7,7,7,3,7,7
53898,3,5,2,7,7,11,7,7,7,7,7,7,1,1,1,7,7,4,4,3,6,4,1,2,5,7,7,7,8,1,6,1,5,6,7,1,1,7,7,7,7,3,4,7
53898,3,5,3,7,7,9,3,7,7,6,7,7,7,1,3,6,7,3,3,3,NA,4,1,1,4,7,7,7,7,4,1,1,4,7,7,1,2,7,7,7,7,3,5,7
55333,3,3,1,7,7,8,5,5,5,3,6,6,2,1,7,3,7,4,5,3,3,1,1,1,5,5,4,5,3,4,5,6,3,5,3,1,2,6,6,2,6,3,5,2
55333,3,3,2,7,7,9,6,6,6,2,7,6,1,1,7,3,7,4,4,2,4,1,1,2,5,6,5,5,4,5,4,5,4,5,2,1,3,5,7,2,6,3,4,3
55333,3,3,3,7,7,10,3,7,7,3,5,7,1,1,7,7,7,4,4,2,NA,1,3,1,7,7,6,7,8,7,5,5,6,6,5,1,3,7,7,1,6,4,6,6
55353,4,2,1,7,7,7,6,5,5,7,7,7,6,4,6,1,7,4,5,3,4,3,3,1,2,7,6,7,8,4,1,6,4,7,7,1,4,4,6,7,7,4,6,7
55353,4,2,2,5,7,8,7,6,6,7,7,6,5,1,6,1,7,4,2,3,1,1,1,1,4,5,3,4,6,4,1,2,4,7,6,1,4,7,7,5,7,4,4,4
55353,4,2,3,4,7,9,7,6,7,1,6,6,7,1,6,2,7,4,6,3,NA,1,1,2,7,6,6,7,1,4,1,7,1,7,5,1,4,7,6,6,7,3,4,4
55353,4,2,4,4,7,9,1,6,6,7,7,6,7,4,5,2,7,4,6,2,NA,1,3,1,5,7,7,7,8,4,1,7,1,7,6,1,5,7,7,7,2,4,6,7
55391,3,3,1,6,6,8,6,7,6,5,7,7,7,2,4,5,3,7,4,NA,4,2,3,NA,7,7,6,7,8,5,2,3,7,7,4,1,6,7,7,7,6,3,6,6
55391,3,3,2,5,6,5,5,7,7,6,6,7,7,2,2,6,6,7,3,3,5,2,3,NA,7,7,6,7,8,6,2,3,7,7,4,1,6,7,5,7,7,NA,7,3
55391,3,3,3,4,6,7,NA,7,7,6,6,7,7,2,3,6,5,7,4,1,NA,3,3,1,7,7,6,7,8,7,1,5,7,7,4,3,3,7,5,7,5,NA,7,6
56219,2,2,1,6,7,11,7,6,6,6,6,6,6,1,1,4,6,4,6,3,3,1,2,2,6,5,6,6,7,6,3,6,6,6,6,1,2,6,6,6,6,3,4,6
56219,2,2,2,5,7,2,7,7,7,7,6,7,7,1,3,7,6,6,7,3,7,1,1,2,7,7,7,7,7,7,3,1,6,7,6,1,1,7,6,7,6,4,6,6
56248,5,6,1,4,7,8,6,6,6,7,5,6,7,3,6,4,5,4,5,1,6,6,1,2,7,7,6,6,6,6,5,3,7,5,5,3,5,6,5,6,5,3,6,4
56248,5,6,2,4,2,6,7,5,5,7,6,5,5,3,7,1,6,5,2,2,3,2,3,1,6,6,3,6,6,5,1,2,7,7,5,1,6,5,5,6,7,3,6,1
56248,5,6,3,2,7,6,6,6,5,7,5,6,6,2,6,3,6,6,4,2,NA,3,3,1,6,6,5,6,6,6,3,2,6,6,6,1,5,5,3,6,6,3,4,2
56248,5,6,4,3,6,8,6,6,6,6,6,6,5,2,6,2,5,4,2,2,NA,2,1,1,7,6,7,5,8,6,4,2,7,7,4,1,3,4,5,5,6,3,3,1
56248,5,6,5,4,7,6,7,6,6,7,7,4,5,3,5,4,6,5,2,3,NA,3,2,2,6,6,5,3,7,6,5,1,6,7,3,1,6,5,4,5,7,3,4,1
56787,3,3,1,6,7,7,4,6,6,3,6,6,6,1,1,5,5,6,7,2,4,4,1,1,4,6,4,7,4,5,2,2,1,6,6,2,3,3,6,5,7,3,6,4
56787,3,3,2,6,7,9,7,6,7,3,6,7,7,1,1,3,6,6,6,3,2,1,2,2,2,6,6,6,6,1,3,1,1,3,4,1,2,6,6,6,7,3,4,6
56787,3,3,3,6,7,8,4,7,7,4,6,6,7,4,4,2,7,6,6,3,NA,1,3,2,1,6,6,7,7,7,1,1,4,6,7,2,4,4,7,6,6,3,5,6
56917,5,5,1,2,2,10,3,7,7,6,5,7,6,4,7,NA,7,6,7,1,6,7,2,1,7,7,5,7,7,7,3,7,7,5,1,5,6,7,7,7,5,4,7,1
56917,5,5,2,7,6,11,3,7,6,7,7,7,7,6,6,7,7,3,6,3,7,5,3,1,7,7,6,7,7,6,4,6,7,7,6,6,4,6,7,7,7,4,5,7
56917,5,5,3,4,7,11,5,7,7,7,6,7,4,6,7,7,7,5,7,2,NA,1,1,1,7,7,7,7,8,7,6,7,7,4,1,7,3,7,6,7,7,4,7,1
56917,5,5,4,2,4,11,1,7,7,5,7,7,6,1,3,2,7,4,7,1,NA,6,1,1,7,7,6,7,7,5,6,7,7,4,5,4,6,7,5,6,6,3,7,4
56917,5,5,5,4,4,12,2,7,7,7,6,7,7,3,7,7,7,6,7,3,NA,7,2,1,7,7,6,7,8,7,4,7,7,7,1,6,5,7,6,5,7,4,7,5
56953,3,4,1,3,5,9,1,5,5,6,7,5,6,3,2,1,6,4,5,3,3,1,3,1,6,5,7,4,8,4,4,2,5,7,2,3,3,4,7,5,7,4,3,5
56953,3,4,2,4,5,9,1,6,6,6,5,6,7,2,1,1,5,4,4,2,6,2,3,1,6,6,4,6,8,6,2,3,6,7,4,4,2,5,5,7,5,4,4,4
56953,3,4,3,4,5,8,7,6,6,5,5,5,6,2,3,1,6,5,6,3,NA,2,1,2,5,4,3,4,4,4,4,2,5,7,5,2,3,4,5,6,7,3,3,5
