MTurkCode,goal_order,goals,content,content-other,healthy,weight control,body composition/shape,diet,specific diet type,exercise,specific exercise type,specific weight lost,specific time /frequency,other health 
A160L76BFKQQ1Q,3,my goal is to be in beeter health in the next 3 mo.,physical health,,,,,,,,,,,
AJQ71YIGY01HZ,1,Lose weight,physical health,,,,,,,,,,,
AJQ71YIGY01HZ,2,Pay off this house,finance,,,,,,,,,,,
A2YVAWO75X8R78,1,"My goal is to loose weight, the ultimate goal is at  least 60 lbs.",physical health,,,,,,,,,,,
A2YVAWO75X8R78,2,My goal is to exercise at least 4x a week.,physical health,,,,,,,,,,,
A2YVAWO75X8R78,3,My goal is to be more tolerant and loving towards my husband.,family,,,,,,,,,,,
A2YVAWO75X8R78,4,"My goal is to eat healthier over these next few months, to include more fruits and veggies.",physical health,,,,,,,,,,,
A2YVAWO75X8R78,5,My goal is to earn at least $70 weekly with MTurk each and every week.,finance,,,,,,,,,,,
A2HJYX70UQW9XR,1,My goal is to lose 15 pounds in the next three months.,physical health,,,,,,,,,,,
A2HJYX70UQW9XR,2,My goal is to limit my sugar consumption,physical health,,,,,,,,,,,
A2HJYX70UQW9XR,3,My goal is to become more organized,other,self-growth,,,,,,,,,,
A2HJYX70UQW9XR,4,My goal is to reduce my meat consumption,physical health,,,,,,,,,,,
A2HJYX70UQW9XR,5,My goal is to improve my grooming habits,leisure,,,,,,,,,,,
AY5QPUSEADPBG,1,My goal is to complete my crocheted wall hanging in 3 months.,house work,,,,,,,,,,,
AY5QPUSEADPBG,2,My goal is to practice the keyboard everyday.,leisure,,,,,,,,,,,
A1QT7BQZVOBSY0,1,I want to regularly save at least 400 dollars every month for 2021.. I ,finance,,,,,,,,,,,
A1QT7BQZVOBSY0,2,My goal is to paint the fascia on my home by May.,house work,,,,,,,,,,,
A1QT7BQZVOBSY0,3,I have a goal of practicing my guitar 3 times a week by the end of April.,leisure,,,,,,,,,,,
A1QT7BQZVOBSY0,4,I am trying to make a consistant habit of reading my Bible every morning within the next 2 months.,religion,,,,,,,,,,,
A1ADAWW4IHPCQ7,1,"My goal is to paint the outside of my house, within six months.  I paint a side a year, and I have two sides left.",house work,,,,,,,,,,,
A1ADAWW4IHPCQ7,2,"My goal is to lose 20 lbs within four months, by working out 5 days a week, for at least 30 minutes a day.",physical health,,,,,,,,,,,
A1ADAWW4IHPCQ7,3,"My goal is to change careers and start my own business, within the next 1 year.",work/career development,,,,,,,,,,,
A15VI0QFR2YO50,1,My goal is to clear office backlog of cases in the next three months,work/career development,,,,,,,,,,,
A15VI0QFR2YO50,2,My next goal is to go through every room in my and prepare items        to go to Goodwill,house work,,,,,,,,,,,
A3OLRWACCCCUTU,1,My goal is to have my house ready to put on the market by May 1,finance,,,,,,,,,,,
A3OLRWACCCCUTU,2,My goal is to complete the second level of Rosetta Stone Spanish by June 30,skill development,,,,,,,,,,,
A3OLRWACCCCUTU,3,My goal is to walk for 90 minutes a day 5 days a week,physical health,,,,,,,,,,,
A3OLRWACCCCUTU,4,"My goal is to eat an average of 1,400 calories a day each week",physical health,,,,,,,,,,,
A3OLRWACCCCUTU,5,My goal is to find an apartment in the Clearwater area by April 30,other,moving,,,,,,,,,,
A2196WCNDZULFS,1,My goal is to get every room of the house clean and organized by the end of summer.,house work,,,,,,,,,,,
A2196WCNDZULFS,2,My goal is to lose at least eight pounds each month until I am at my goal weight.,physical health,,,,,,,,,,,
A2196WCNDZULFS,3,"My goal is to pay a large amount on a credit card debt each month, and keep doing that until each credit card is payed off.",finance,,,,,,,,,,,
ADJ9I7ZBFYFH7,1,My goal is to do ten pullups in a row in three months.,physical health,,,,,,,,,,,
ADJ9I7ZBFYFH7,2,My goal is to save $3000 in three months.,finance,,,,,,,,,,,
ADJ9I7ZBFYFH7,3,My goal is to drink alcohol no more than twice per week.,physical health,,,,,,,,,,,
A255RBA8P0K0XV,1,My goal is to invest $100 in each cryptocurrency on the market within the next 9 months.,finance,,,,,,,,,,,
A255RBA8P0K0XV,2,My goal is to workout and have a more fit body by summer.,physical health,,,,,,,,,,,
A255RBA8P0K0XV,3,My goal is to maintain my healthy breakfast diet for the remaining 9 months.,physical health,,,,,,,,,,,
A255RBA8P0K0XV,4,My goal in 6 months is to build a stronger immune system.,physical health,,,,,,,,,,,
A255RBA8P0K0XV,5,My goal is 6 months is to travel to more countries.,leisure,,,,,,,,,,,
A3NKNOE5HIXXL,1,My goal is to graduate with my masters degree in May.,academic/school,,,,,,,,,,,
A3NKNOE5HIXXL,2,My goal is to lose weight.,physical health,,,,,,,,,,,
A3NKNOE5HIXXL,3,My goal is to exercise at least 4 times a week.,physical health,,,,,,,,,,,
A2IJEKMVEHQ90W,1,TI want to be able exercise for 3-5 times a week,physical health,,,,,,,,,,,
A2IJEKMVEHQ90W,2,I want to be able to completely clean my closet,house work,,,,,,,,,,,
A2IJEKMVEHQ90W,3,I need to be able to save some money,finance,,,,,,,,,,,
A2IJEKMVEHQ90W,4,I hope to Eat a vegetable or two everyday,physical health,,,,,,,,,,,
A2IJEKMVEHQ90W,5,I would love to finally finish a show,leisure,,,,,,,,,,,
A3VZUPCZB4Q9XW,1,"Pay down Debt- personally pay $100+ of Mturk revenue per month to debt, ongoing.",finance,,,,,,,,,,,
A3VZUPCZB4Q9XW,2,"Build a social media presence for my print on demand business, stalled at 233 followers would like 300 by 3 months ",work/career development,,,,,,,,,,,
A3VZUPCZB4Q9XW,3,"Have 300 designs available and uploaded for my print on demand business- currently 194 should have an additional 50 in 3 months, to hit my goal by the end of the year.",work/career development,,,,,,,,,,,
A3VZUPCZB4Q9XW,4,"Loose 30 lbs, I would like to be down 10lbs in three months and hit my goal by the end of the year.",physical health,,,,,,,,,,,
A3VZUPCZB4Q9XW,5,"Average $7 a day on Mturk, ongoing",finance,,,,,,,,,,,
A1EH9BPKYXFBS5,1,lose 30 pounds,physical health,,,,,,,,,,,
A1EH9BPKYXFBS5,2,record food and exercise every day in my fitness pal,physical health,,,,,,,,,,,
A1EH9BPKYXFBS5,3,every day weigh my food instead of estimating,physical health,,,,,,,,,,,
A1EH9BPKYXFBS5,4,make a food plan for the week when I go back to work,physical health,,,,,,,,,,,
A1EH9BPKYXFBS5,5,declutter and organize the house every week,house work,,,,,,,,,,,
AJDHPRCJ985C7,1,Take a walk every day.,physical health,,,,,,,,,,,
AJDHPRCJ985C7,2,Get more iron in my diet by eating at least a pound of spinach every week.,physical health,,,,,,,,,,,
AJDHPRCJ985C7,3,"Teach myself how to finish quilts, not just quilt tops, so I can give my dad a quilt for his birthday in two months.",skill development,,,,,,,,,,,
AJDHPRCJ985C7,4,Practice French daily.,skill development,,,,,,,,,,,
AJDHPRCJ985C7,5,Make noticeable progress on a needlepoint project every week.,leisure,,,,,,,,,,,
A2NAKIXS3DVGAA,1,My goal is to exercise at least once per week.,physical health,,,,,,,,,,,
A3NXT3OVGL7QNR,1,"My most important goal is to spead The Good News (God's Word) in order to bring people to Jesus Christ for salvation. To make this goal happen, I need to become a better example of a Christian; a better representative of Christ. ",religion,,,,,,,,,,,
A2ESBX4C2Q6TQY,1,I want to stop smoking in the next couple of weeks.,physical health,,,,,,,,,,,
A2ESBX4C2Q6TQY,2,I want to lose weight over the course of the next year,physical health,,,,,,,,,,,
A2ESBX4C2Q6TQY,3,I want to declutter my house within the next three months.,house work,,,,,,,,,,,
A2ESBX4C2Q6TQY,4,I want to start paying off my bills over the course of the next year,finance,,,,,,,,,,,
A2ESBX4C2Q6TQY,5,My goal is to start putting $50 a week into the savings account starting this Friday.,finance,,,,,,,,,,,
A36ZURENFWTYOZ,1,I have a goal of bench pressing 405 pounds.  I would like to continue progressing towards that goal.  My current maximum is 315 pounds.,physical health,,,,,,,,,,,
A36ZURENFWTYOZ,2,I plan to apply to the United States Air Force.  I would like to study more for the entrance exam.,work/career development,,,,,,,,,,,
A36ZURENFWTYOZ,3,I want to finish the landscaping at my mother's house.  I would like to complete the fencing and plant more greenery.,house work,,,,,,,,,,,
A36ZURENFWTYOZ,4,I would like to read at least one book every month.,leisure,,,,,,,,,,,
A36ZURENFWTYOZ,5,"I would like to get back into the workforce.  I have been out of work for a year, due to the pandemic.  I am actively seeking a position.",work/career development,,,,,,,,,,,
A2LU3430Q972IN,1,"My goal is not eat any bread for the next two months, in order to lose ten pounds",physical health,,,,,,,,,,,
A2LU3430Q972IN,2,My goal is to perfect my charcoal soap formula before the end of April 2021,leisure,,,,,,,,,,,
A2LU3430Q972IN,3,My goal is make $500 on Amazon Turk by the end of May 2021,finance,,,,,,,,,,,
A21ZYTE6WOKUA,1,My goal is to save money for my upcoming vacation,finance,,,,,,,,,,,
A21ZYTE6WOKUA,2,my goal is to find a new apartment,other,moving,,,,,,,,,,
A21ZYTE6WOKUA,3,my goal is to get my son his dream car on his 18th birthday,family,,,,,,,,,,,
A21ZYTE6WOKUA,4,my goal is to pay off my mortgage ,finance,,,,,,,,,,,
A1B5SSGMTAQ9B5,1,My goal is to lose 20 lbs,physical health,,,,,,,,,,,
A1B5SSGMTAQ9B5,2,My goal is to find a new job.,work/career development,,,,,,,,,,,
A2CYMT8T33U6EE,1,Exercise at least 4 times a week.,physical health,,,,,,,,,,,
A2CYMT8T33U6EE,2,Eat healthier meals.,physical health,,,,,,,,,,,
A2CYMT8T33U6EE,3,Make at least $100 average weekly.,finance,,,,,,,,,,,
A2CYMT8T33U6EE,4,Work more in the garden.,house work,,,,,,,,,,,
A2CYMT8T33U6EE,5,Save at least $500 per month.,finance,,,,,,,,,,,
A3BE3KXD518TZ4,1,I am working to save at least 200 dollars a month.,finance,,,,,,,,,,,
A3BE3KXD518TZ4,2,My goal is to continue improving my physical fitness and activity level.,physical health,,,,,,,,,,,
A3BE3KXD518TZ4,3,I am working toward earning additional graduate level credits to reach the next pay level at work.,academic/school,,,,,,,,,,,
A3QSFE6GKO157S,1,My goal is to go for a run at least three times a week.,physical health,,,,,,,,,,,
A3QSFE6GKO157S,2,My goal is to lose weight over the next three months.,physical health,,,,,,,,,,,
A3CAF7LTD3ORSG,1,My goal is to lose 10 pounds in the next 3 months,physical health,,,,,,,,,,,
A3CAF7LTD3ORSG,2,My goal is to make a vegetable garden for the first time in the next 3 months,house work,,,,,,,,,,,
A3CAF7LTD3ORSG,3,My goal is to eat fish at least twice a week.,physical health,,,,,,,,,,,
A47VCO946DO5K,1,I want to pass the semester with good grades.,academic/school,,,,,,,,,,,
A47VCO946DO5K,2,"I want to gain some weight over the next few months, but preserve my abs.",physical health,,,,,,,,,,,
A47VCO946DO5K,3,I want to enjoy the upcoming summer as much as possible. ,leisure,,,,,,,,,,,
A1M8BYIP0KZJZX,1,My goal is to increase my credit score to 775 by July 1st.,finance,,,,,,,,,,,
A1M8BYIP0KZJZX,2,My goal is to meet with my friends in person at least once a month for the rest of 2021.,social/relationship,,,,,,,,,,,
A1M8BYIP0KZJZX,3,My goal is to meet my desired weight of 126lbs by July 15.,physical health,,,,,,,,,,,
A1M8BYIP0KZJZX,4,"My goal is to save $3,500 by July 1st, so I can move into my first apartment.",finance,,,,,,,,,,,
A1M8BYIP0KZJZX,5,"My goal is to pay off my loan of $1,982 by the end of the year.",finance,,,,,,,,,,,
A1D7IULWFI8PB1,1,My first goal is to get a promotion at work by the next promo cycle,work/career development,,,,,,,,,,,
A1D7IULWFI8PB1,2,"My second goal is to save $20,000 dollars in the next three months",finance,,,,,,,,,,,
A1D7IULWFI8PB1,3,My final goal is to plan out where I am going to be living upon moving during the summer,other,moving,,,,,,,,,,
A33RI08QRVG5Q0,1,Eat at least 5 servings of fruits/vegetables 6 days a week.,physical health,,,,,,,,,,,
A33RI08QRVG5Q0,2,"Walk at least 20 minutes a day, at least 5 times a week.",physical health,,,,,,,,,,,
A33RI08QRVG5Q0,3,"Provide a father figure to my grandsons who are 9 and 12 years old and are living with us. At least five days a week, provide tips to them to help them succeed in life.provide",family,,,,,,,,,,,
A33RI08QRVG5Q0,4,"Continue learning German on Duolingo. Earn at least 20 units every day,",skill development,,,,,,,,,,,
A33RI08QRVG5Q0,5,Continue making money on Mechanical Turk. Goal is to earn $200 a month.,finance,,,,,,,,,,,
A1IJ56N5Z4TT46,1,My goal is to get at least 7 hours of sleep every day,physical health,,,,,,,,,,,
A1IJ56N5Z4TT46,2,My goal is to exercise at least 3 times a week,physical health,,,,,,,,,,,
A1IJ56N5Z4TT46,3,My goal is to repair the damage to my car within the next 3 months,house work,,,,,,,,,,,
A1IJ56N5Z4TT46,4,My goal is to repair and refinish the deck in the next 3 months,house work,,,,,,,,,,,
A1IJ56N5Z4TT46,5,My goal is to take steps to destress my life,other,,,,,,,,,,,
A196O7GQLD3S2J,1,Pursuit of purchasing the home I'm renting currently.,finance,,,,,,,,,,,
A196O7GQLD3S2J,2,Making more money on mturk weekly.,finance,,,,,,,,,,,
A196O7GQLD3S2J,3,Work on my relationship with my lady.,family,,,,,,,,,,,
A2WJMGV0HKQG3Z,1,To start my garden,house work,,,,,,,,,,,
A2WJMGV0HKQG3Z,2,To buy a new car,finance,,,,,,,,,,,
A2WJMGV0HKQG3Z,3,To stay healthy,physical health,,,,,,,,,,,
A1AZLJ3R5FQ9B7,1,Lose 15 pounds by Labor Day (9/6/2021),physical health,,,,,,,,,,,
A1AZLJ3R5FQ9B7,2,Write 5000 words/week on blog or book each week in 2021,leisure,,,,,,,,,,,
A1AZLJ3R5FQ9B7,3,Save $400/month for the rest of 2021,finance,,,,,,,,,,,
A2EMTSJS47K8SU,1,My goal is to get back to lifting weights four days a week. ,physical health,,,,,,,,,,,
A2EMTSJS47K8SU,2,My goal is to learn to be more patient with my two year every day.,family,,,,,,,,,,,
A2EMTSJS47K8SU,3,My goal is to finish building my new deck in three months. ,house work,,,,,,,,,,,
A1WQACYPLESVGL,1,My goal is to find a better paying job within approximately 3 months.,work/career development,,,,,,,,,,,
A1WQACYPLESVGL,2,My goal is to reduce tobacco consumption to 10 cigarettes per day maximum within 3 months.,physical health,,,,,,,,,,,
A1WQACYPLESVGL,3,"My goal is to be better to my body by excercising at least 3 times a week and being more consistent in improving my diet (by reducing saturated fat, processed foods, etc.) within 3 months.",physical health,,,,,,,,,,,
A1WQACYPLESVGL,4,"My goal is to find a small block of time every day of at least 10 minutes for mindfulness, relaxation, and meditation, and to make it a daily routine within 3 months.",mental health,,,,,,,,,,,
A1WQACYPLESVGL,5,My goal is to complete an online course teaching Python within 3 months.,skill development,,,,,,,,,,,
A1ZT30BGR3266K,1,My goal is to exercise five days a week.,physical health,,,,,,,,,,,
A1ZT30BGR3266K,2,My goal is to limit snacking to two days a week.,physical health,,,,,,,,,,,
A37PUSY6CJ7TQ0,1,My goal is to start stretching everyday starting April 1st.,physical health,,,,,,,,,,,
A37PUSY6CJ7TQ0,2,My goal is to find a new job within the next six months.,work/career development,,,,,,,,,,,
A37PUSY6CJ7TQ0,3,My goal is to pay off my car loan in three months.,finance,,,,,,,,,,,
A37PUSY6CJ7TQ0,4,My goal is to go hiking once a week during spring. ,physical health,,,,,,,,,,,
A37PUSY6CJ7TQ0,5,My goal is to eat less bread and more vegetables every day. ,physical health,,,,,,,,,,,
A2R75YFKVALBXE,1,My goal is to save money and relocate to live with my long-distance girlfriend in 2 years.,finance,,,,,,,,,,,
A2R75YFKVALBXE,2,My goal is to resolve major debts within 1 year.,finance,,,,,,,,,,,
A2R75YFKVALBXE,3,My goal is save money and to fully retire within 3 years.,finance,,,,,,,,,,,
A2R75YFKVALBXE,4,"My goal is exercise for 50 mins/day, 6 days/week, ongoing.",physical health,,,,,,,,,,,
A2R75YFKVALBXE,5,"My goal is to lose 25 lbs over the next 4 months, ongoing.",physical health,,,,,,,,,,,
A1P3I7YCWXF9YG,1,TO LOWER MY DIABETES A1c down to a 6  from a  7.,physical health,,,,,,,,,,,
A1P3I7YCWXF9YG,2,TO SAVE 100.00 A WEEK  TOWARD A SUMMER VACATION FOR FAMILY,finance,,,,,,,,,,,
A3PGCZCYMXQMZ8,1,Reduce my high blood pressure so that I can be healthier and not experience any more physical symptoms.,physical health,,,,,,,,,,,
A3PGCZCYMXQMZ8,2,Become proficient at conversational Italian.,skill development,,,,,,,,,,,
A3PGCZCYMXQMZ8,3,Lose a decent amount of weight.,physical health,,,,,,,,,,,
A3PGCZCYMXQMZ8,4,Help my tutee to be able to understand and become proficient in reading and math.,family,,,,,,,,,,,
A1BWS5AD2T4NIR,1,My goal is to acquire my professional certification in three months.,work/career development,,,,,,,,,,,
A1BWS5AD2T4NIR,2,My goal is to eat vegetables every day.,physical health,,,,,,,,,,,
A1BWS5AD2T4NIR,3,My goal is to work on home repairs and improvements every week.,house work,,,,,,,,,,,
A1BWS5AD2T4NIR,4,My goal is to save at least $250 every month.,finance,,,,,,,,,,,
A1BWS5AD2T4NIR,5,My goal is to learn morse code for my amateur radio hobby.,skill development,,,,,,,,,,,
AYNDATHZBJZ6E,1,"My goal is to work on my art/designs for at least 30 minutes, several times a week.",leisure,,,,,,,,,,,
AYNDATHZBJZ6E,2,My goal is to consistently get to bed and wake up earlier every day.,physical health,,,,,,,,,,,
AYNDATHZBJZ6E,3,My goal is to do some housecleaning for at least 30 minutes every one or two days.,house work,,,,,,,,,,,
A1SISJL5ST2PWH,1,I plan to workout at least once a week,physical health,,,,,,,,,,,
A1SISJL5ST2PWH,2,I plan to lose 10 pounds in three months,physical health,,,,,,,,,,,
A1SISJL5ST2PWH,3,I plan to increase my stock portfolio by 15% in three months,finance,,,,,,,,,,,
A27INSDNTACWAM,1,I am working on completing an Affiliate Marketing Website/,finance,,,,,,,,,,,
A27INSDNTACWAM,2,I want to work toward earning at least $500 a month with Mturk.,finance,,,,,,,,,,,
A27INSDNTACWAM,3,I am working toward loosing 120 pounds in one year.,physical health,,,,,,,,,,,
A27INSDNTACWAM,4,I want to work toward finding the cause and curing a balance disorder I have.,physical health,,,,,,,,,,,
A3AE0JEXW4DB34,1,I'm working on losing at least 20 pounds ,physical health,,,,,,,,,,,
A3AE0JEXW4DB34,2,I'm going to work out at least 4-5 days a week. ,physical health,,,,,,,,,,,
A3AE0JEXW4DB34,3,I'm plan to build my credit,finance,,,,,,,,,,,
A3AE0JEXW4DB34,4,I'm going to journal daily,leisure,,,,,,,,,,,
A3AE0JEXW4DB34,5,I'm going to find a remote job,work/career development,,,,,,,,,,,
A49CVVOWN4D6Y,1,I plan to clear my discover student credit card debt,finance,,,,,,,,,,,
A49CVVOWN4D6Y,2,I want to be 135 pounds by the end of the year,physical health,,,,,,,,,,,
A49CVVOWN4D6Y,3,I'm hoping to graduate from Undergrad in the fall of this year. ,academic/school,,,,,,,,,,,
A49CVVOWN4D6Y,4,I want to save $6000 to buy my first car by the end of the year,finance,,,,,,,,,,,
A49CVVOWN4D6Y,5,I will start filming for my art submission that's due by August,academic/school,,,,,,,,,,,
AWTGJ45ZWUCHH,1,i am going to buy a new bed,finance,,,,,,,,,,,
AWTGJ45ZWUCHH,2,i and going to buy a dresser,finance,,,,,,,,,,,
AWTGJ45ZWUCHH,3,i am going to pay off my credit card,finance,,,,,,,,,,,
AWTGJ45ZWUCHH,4,i am going to finish my painting,leisure,,,,,,,,,,,
AWTGJ45ZWUCHH,5,i am going to finish my nail set,leisure,,,,,,,,,,,
A1DD23J1WBGQUU,1,My goal is to begin meditating for at least 15 minutes every day.,mental health,,,,,,,,,,,
A1DD23J1WBGQUU,2,My goal is to intermittently fast to lose weight every other day.,physical health,,,,,,,,,,,
A1DD23J1WBGQUU,3,My goal is to pay off my credit card debt by the end of the year.,finance,,,,,,,,,,,
AMA18W8F60Y2J,1,I want to save $150 each month.,finance,,,,,,,,,,,
AIHUIAQ4922K3,1,Bike around more often,leisure,,,,,,,,,,,
AIHUIAQ4922K3,2,Drink less alcohol,physical health,,,,,,,,,,,
A2Y0WNHMT4PZ4C,1,My goal is to loose around 25lbs by the end of this year.,physical health,,,,,,,,,,,
A2Y0WNHMT4PZ4C,2,My goal is to start exercising twice a week for the next 6 months.,physical health,,,,,,,,,,,
A2Y0WNHMT4PZ4C,3,My goal is to save at least $2000 by December this year.,finance,,,,,,,,,,,
A2AZYU1CT24O0K,1,In 3 months I hope to lose enough weight to fit in my old clothing.,physical health,,,,,,,,,,,
A2AZYU1CT24O0K,2,Every week I want to save money and grow my bank account.,finance,,,,,,,,,,,
A2AZYU1CT24O0K,3,Every day I was to exercise more.,physical health,,,,,,,,,,,
A2AZYU1CT24O0K,4,In 1 month I want to improve my sleep hygiene.,physical health,,,,,,,,,,,
A2AZYU1CT24O0K,5,I want to read 1 book per month.,leisure,,,,,,,,,,,
AJ4T7PTRYNSUW,1,I'd like to make progress towards paying off back child support,finance,,,,,,,,,,,
AJ4T7PTRYNSUW,2,I'd like to make progress towards finding a new job not doing gig work,work/career development,,,,,,,,,,,
AJ4T7PTRYNSUW,3,I'd like to make progress towards losing a little bit of weight so I can have a toned figure.,physical health,,,,,,,,,,,
A1IL81UMEC9OJI,1,My goal is to reduce how much I gamble.,finance,,,,,,,,,,,
A1IL81UMEC9OJI,2,My goal is to be more diligent during my training for my new job over the next 5 days.,work/career development,,,,,,,,,,,
A1IL81UMEC9OJI,3,My goal is to plan two outings with friends for the next two months.,social/relationship,,,,,,,,,,,
A1IL81UMEC9OJI,4,My goal is to exercise more consistently.,physical health,,,,,,,,,,,
A1IL81UMEC9OJI,5,My goal is to be more active in helping my parents with their financial matters.,finance,,,,,,,,,,,
ARQR5NIFA1AJ,1,My goal is to lose 15 lbs of fat in 2 months.,physical health,,,,,,,,,,,
ARQR5NIFA1AJ,2,Spend closer time with daughter to develop deeper relationship.,family,,,,,,,,,,,
ARQR5NIFA1AJ,3,I want to landscape around house with rocks and retaining wall.,house work,,,,,,,,,,,
A13WTEQ06V3B6D,1,My goal is to go to bed by 11:15 PM every night and wake up by 6:30 AM every morning every weekday.,physical health,,,,,,,,,,,
A13WTEQ06V3B6D,2,My goal is to go to get at least 1 hour of moderate to intense exercise every day.,physical health,,,,,,,,,,,
A13WTEQ06V3B6D,3,My goal is to read at least three books in the next 3 months.,leisure,,,,,,,,,,,
A1J8TVICSRC70W,1,My goal is to lose 15 pounds in the next 3 months,physical health,,,,,,,,,,,
A1J8TVICSRC70W,2,My goal is to work out on the Max Trainer for 15 minutes at least 5 times a week. ,physical health,,,,,,,,,,,
A1J8TVICSRC70W,3,My goal is to complete the AKC Trick Dog Title in the next 3 months,other,pet,,,,,,,,,,
A1J8TVICSRC70W,4,My goal is to gain 5 lbs of muscle in the next 3 months,physical health,,,,,,,,,,,
A1J8TVICSRC70W,5,My goal is to not Turk at work more often than once a week. ,work/career development,,,,,,,,,,,
A3ROYUO9LWA22S,1,Pay off our Storage Locker by the beginning of April.,physical health,,,,,,,,,,,
A3ROYUO9LWA22S,2,"Take my 2 dogs in to the vet for check-ups, shots and medication by May.",other,pet,,,,,,,,,,
A3ROYUO9LWA22S,3,Start testing for additional home jobs in transcription by the end of June,work/career development,,,,,,,,,,,
A3ROYUO9LWA22S,4,"Possibly get a 2nd job this summer working at the Water Park for 5 months starting in May, if not do active survey tasks and transcription for extra income by May-June.",work/career development,,,,,,,,,,,
A3ROYUO9LWA22S,5,Pay off additional medical bills and start putting money away for a small house for purchase within 18 months to 2 years.,finance,,,,,,,,,,,
A1W850QN9RK019,1,My goal is to become a certified civil engineer,work/career development,,,,,,,,,,,
A1W850QN9RK019,2,My goal is to achieve 20 pounds weightloss,physical health,,,,,,,,,,,
A1W850QN9RK019,3,My goal is to become the senior supervisor in my place of work,work/career development,,,,,,,,,,,
A1W850QN9RK019,4,My goal is to save half of my income for 3 months,finance,,,,,,,,,,,
A1W850QN9RK019,5,My goal is to exercise thrice a week,physical health,,,,,,,,,,,
A1YPOIURXB6ESR,1,In the next three months I would like to lose 10 pounds.,physical health,,,,,,,,,,,
A1YPOIURXB6ESR,2,My goal is to drink at least one 16oz bottle of water a day.,physical health,,,,,,,,,,,
A1YPOIURXB6ESR,3,My goal is to pay off our back utility bills by June.,finance,,,,,,,,,,,
A1YPOIURXB6ESR,4,"In the next three months, I would like to reduce my debt by $1,000.",finance,,,,,,,,,,,
A1KC342L9WAQ2,1,My goal is to get accepted into at least one pharmacy school.,academic/school,,,,,,,,,,,
A1KC342L9WAQ2,2,My goal is to get an A on my anatomy midterm.,academic/school,,,,,,,,,,,
A1KC342L9WAQ2,3,My goal is to exercise four times a week. ,physical health,,,,,,,,,,,
AT6LDQNLKTUSE,1,My goal is to buy a car within 3 months.,finance,,,,,,,,,,,
AT6LDQNLKTUSE,2,My goal is to pay down as much credit card debt as I can within 3 months.,finance,,,,,,,,,,,
A1ROEDVMTO9Y3X,1,stop smoking,physical health,,,,,,,,,,,
A1ROEDVMTO9Y3X,2,be more patient,other,self growth,,,,,,,,,,
A22DDO8NILSX6O,1,Exercise (walk) 30 minutes per day 3 or 4 days a week.,physical health,,,,,,,,,,,
A22DDO8NILSX6O,2,Reconnect with people I've fallen out of touch with during COVID lockdowns - calll or text one friend and one family member each week.,social/relationship,,,,,,,,,,,
A22DDO8NILSX6O,3,Put $25/week into a savings subaccount for Christmas. ,finance,,,,,,,,,,,
A22DDO8NILSX6O,4,Cut back on drinking soda/carbonated drinks.,physical health,,,,,,,,,,,
A2H0VR477QHYO7,1,complete studies for Series 7 financial licensing ,skill development,,,,,,,,,,,
A2H0VR477QHYO7,2,lose 20 pounds after long quarantine ,physical health,,,,,,,,,,,
A2H0VR477QHYO7,3,work on long term plan to retire early,finance,,,,,,,,,,,
A2H0VR477QHYO7,4,purge junk and reorganize garage,house work,,,,,,,,,,,
A1K8VUKRL53OX,1,My goal is to increase more time in doing my online jobs so as to increase my income. ,work/career development,,,,,,,,,,,
A1K8VUKRL53OX,2,To finish our family project of establishing a home in the village.,house work,,,,,,,,,,,
A1K8VUKRL53OX,3,To find time and advance in my master’s degree over the holiday and evening classes. ,academic/school,,,,,,,,,,,
A1K8VUKRL53OX,4,To be committed to my family in time and attention. ,family,,,,,,,,,,,
A1K8VUKRL53OX,5,To eat health and to be health conscious. ,physical health,,,,,,,,,,,
AJMWITY1XT7H7,1,My goal is to cook meals at home at least five days a week.,physical health,,,,,,,,,,,
AJMWITY1XT7H7,2,"My goal is to include fruit or vegetables with every lunch and dinner every day, including when eating out or getting takeout.",physical health,,,,,,,,,,,
AJMWITY1XT7H7,3,My goal is to go down one clothing size in two months.,physical health,,,,,,,,,,,
AJMWITY1XT7H7,4,My goal is to continue exercising at least four times a week.,physical health,,,,,,,,,,,
A1J9Z2VOHTT1UZ,1,"To stop wasting time, be more efficient, and work harder every day.",other,time management,,,,,,,,,,
A1J9Z2VOHTT1UZ,2,To be healthier by working out every day.,physical health,,,,,,,,,,,
A1J9Z2VOHTT1UZ,3,To learn Japanese at least most days a week.,skill development,,,,,,,,,,,
A3U2S6OPJNS4AQ,1,Get promoted in my job,work/career development,,,,,,,,,,,
AYPOAY43REHC8,1,my goal is to lose 10 pounds,physical health,,,,,,,,,,,
AYPOAY43REHC8,2,my goal is to workout for 8 hours a week,physical health,,,,,,,,,,,
AYPOAY43REHC8,3,my goal is to eat less fatty foods,physical health,,,,,,,,,,,
AYPOAY43REHC8,4,my goal is to get at least 8 hours of sleep a night,physical health,,,,,,,,,,,
AYPOAY43REHC8,5,my goal is to drink 4 bottles of water each day,physical health,,,,,,,,,,,
A3KIDRWRKC7RI5,1,Pay off the mortgage by the end of the year,finance,,,,,,,,,,,
A3KIDRWRKC7RI5,2,Work on project management course and pass the exam to obtain Project Management certificate by end of June,work/career development,,,,,,,,,,,
A3KIDRWRKC7RI5,3,Start running 5 days a week as soon as weather permits,physical health,,,,,,,,,,,
A3KIDRWRKC7RI5,4,"Start looking and applying for jobs, with a goal of changing jobs within the next six months",work/career development,,,,,,,,,,,
