"Goals","factor","GF","KA","KP","LN","MDK","MP","TS","ZH"
"My goal is to exercise at least 4x a week.","Clarity",NA,6.83333333333333,6.16666666666667,NA,NA,NA,NA,NA
"My goal is to exercise at least 4x a week.","Consensus",NA,0.25,3.75,NA,NA,NA,NA,NA
"My goal is to exercise at least 4x a week.","External",NA,3.2,4.8,NA,NA,NA,NA,NA
"My goal is to exercise at least 4x a week.","Value",NA,3.66666666666667,4.28571428571429,NA,NA,NA,NA,NA
"My goal is to exercise at least 5 days out the week.","Clarity",NA,NA,NA,NA,NA,5.33333333333333,NA,5.5
"My goal is to exercise at least 5 days out the week.","Consensus",NA,NA,NA,NA,NA,2.5,NA,3
"My goal is to exercise at least 5 days out the week.","External",NA,NA,NA,NA,NA,4.4,NA,4
"My goal is to exercise at least 5 days out the week.","Value",NA,NA,NA,NA,NA,4,NA,3.5
"My goal is to exercise at least five days a week in the rest of 2021.","Clarity",NA,NA,6,NA,NA,4.33333333333333,NA,NA
"My goal is to exercise at least five days a week in the rest of 2021.","Consensus",NA,NA,6,NA,NA,3,NA,NA
"My goal is to exercise at least five days a week in the rest of 2021.","External",NA,NA,4.33333333333333,NA,NA,4.6,NA,NA
"My goal is to exercise at least five days a week in the rest of 2021.","Value",NA,NA,4.88888888888889,NA,NA,4.33333333333333,NA,NA
"My goal is to exercise at least once a week.","Clarity",NA,NA,NA,5.16666666666667,NA,5,NA,NA
"My goal is to exercise at least once a week.","Consensus",NA,NA,NA,3.25,NA,3,NA,NA
"My goal is to exercise at least once a week.","External",NA,NA,NA,2.4,NA,5,NA,NA
"My goal is to exercise at least once a week.","Value",NA,NA,NA,2.77777777777778,NA,4.66666666666667,NA,NA
"My goal is to exercise at least once per week.","Clarity",NA,6.83333333333333,NA,NA,NA,NA,NA,6
"My goal is to exercise at least once per week.","Consensus",NA,1.75,NA,NA,NA,NA,NA,0.75
"My goal is to exercise at least once per week.","External",NA,3,NA,NA,NA,NA,NA,2.2
"My goal is to exercise at least once per week.","Value",NA,2.66666666666667,NA,NA,NA,NA,NA,2.25
"My goal is to exercise at least three times a week.","Clarity",5.5,NA,NA,NA,NA,5.16666666666667,NA,NA
"My goal is to exercise at least three times a week.","Consensus",3.25,NA,NA,NA,NA,2.75,NA,NA
"My goal is to exercise at least three times a week.","External",2.2,NA,NA,NA,NA,5,NA,NA
"My goal is to exercise at least three times a week.","Value",3.22222222222222,NA,NA,NA,NA,4.22222222222222,NA,NA
"My goal is to exercise at least two times each week.","Clarity",NA,NA,NA,NA,NA,NA,6.16666666666667,5.66666666666667
"My goal is to exercise at least two times each week.","Consensus",NA,NA,NA,NA,NA,NA,2.75,2.25
"My goal is to exercise at least two times each week.","External",NA,NA,NA,NA,NA,NA,3.2,3.2
"My goal is to exercise at least two times each week.","Value",NA,NA,NA,NA,NA,NA,3.44444444444444,3.125
"My goal is to exercise every day.","Clarity",5.33333333333333,NA,5.16666666666667,5,NA,4.33333333333333,NA,NA
"My goal is to exercise every day.","Consensus",3,NA,4.25,2.5,NA,3.5,NA,NA
"My goal is to exercise every day.","External",1.6,NA,5,2.2,NA,4.8,NA,NA
"My goal is to exercise every day.","Value",3.33333333333333,NA,3.625,3.55555555555556,NA,4.44444444444444,NA,NA
"My goal is to exercise every other day.","Clarity",NA,NA,5.16666666666667,NA,NA,4.66666666666667,NA,NA
"My goal is to exercise every other day.","Consensus",NA,NA,4,NA,NA,3,NA,NA
"My goal is to exercise every other day.","External",NA,NA,4.25,NA,NA,4.8,NA,NA
"My goal is to exercise every other day.","Value",NA,NA,4.88888888888889,NA,NA,4.66666666666667,NA,NA
"My goal is to exercise five days a week.","Clarity",5.83333333333333,6.83333333333333,NA,NA,NA,NA,NA,NA
"My goal is to exercise five days a week.","Consensus",3.5,-0.25,NA,NA,NA,NA,NA,NA
"My goal is to exercise five days a week.","External",1.4,3,NA,NA,NA,NA,NA,NA
"My goal is to exercise five days a week.","Value",3.33333333333333,4.44444444444444,NA,NA,NA,NA,NA,NA
"My goal is to exercise five times per week.","Clarity",5.16666666666667,NA,NA,NA,NA,6.33333333333333,NA,NA
"My goal is to exercise five times per week.","Consensus",2.5,NA,NA,NA,NA,2,NA,NA
"My goal is to exercise five times per week.","External",2.2,NA,NA,NA,NA,4.8,NA,NA
"My goal is to exercise five times per week.","Value",3.44444444444444,NA,NA,NA,NA,4.55555555555556,NA,NA
"My goal is to exercise four times a week for at least an hour.","Clarity",NA,6.83333333333333,NA,NA,NA,5.83333333333333,NA,NA
"My goal is to exercise four times a week for at least an hour.","Consensus",NA,0.5,NA,NA,NA,3,NA,NA
"My goal is to exercise four times a week for at least an hour.","External",NA,3.75,NA,NA,NA,4.8,NA,NA
"My goal is to exercise four times a week for at least an hour.","Value",NA,4.625,NA,NA,NA,4.33333333333333,NA,NA
"My goal is to exercise four times a week.","Clarity",6,NA,NA,NA,NA,NA,5.33333333333333,NA
"My goal is to exercise four times a week.","Consensus",2.5,NA,NA,NA,NA,NA,2.25,NA
"My goal is to exercise four times a week.","External",3,NA,NA,NA,NA,NA,3.4,NA
"My goal is to exercise four times a week.","Value",4,NA,NA,NA,NA,NA,4.55555555555556,NA
"My goal is to exercise moderately at least six days each week.","Clarity",NA,NA,5.5,NA,7.66666666666667,NA,NA,NA
"My goal is to exercise moderately at least six days each week.","Consensus",NA,NA,3.66666666666667,NA,3.75,NA,NA,NA
"My goal is to exercise moderately at least six days each week.","External",NA,NA,4,NA,4.2,NA,NA,NA
"My goal is to exercise moderately at least six days each week.","Value",NA,NA,4.125,NA,4.55555555555556,NA,NA,NA
"My goal is to exercise twice a week at minimum.","Clarity",NA,7.16666666666667,NA,NA,NA,5.16666666666667,NA,NA
"My goal is to exercise twice a week at minimum.","Consensus",NA,1.75,NA,NA,NA,2.75,NA,NA
"My goal is to exercise twice a week at minimum.","External",NA,4.33333333333333,NA,NA,NA,4.8,NA,NA
"My goal is to exercise twice a week at minimum.","Value",NA,4,NA,NA,NA,4.33333333333333,NA,NA
"My goal is to find a better paying job within approximately 3 months.","Clarity",NA,NA,NA,4.5,NA,NA,NA,4.66666666666667
"My goal is to find a better paying job within approximately 3 months.","Consensus",NA,NA,NA,3,NA,NA,NA,2.25
"My goal is to find a better paying job within approximately 3 months.","External",NA,NA,NA,4.2,NA,NA,NA,5
"My goal is to find a better paying job within approximately 3 months.","Value",NA,NA,NA,4,NA,NA,NA,4.75
"My goal is to find a higher paying, more satisfying job in my industry in the next three months.","Clarity",NA,4.6,5.16666666666667,NA,NA,NA,4.83333333333333,NA
"My goal is to find a higher paying, more satisfying job in my industry in the next three months.","Consensus",NA,2.75,1.5,NA,NA,NA,2.25,NA
"My goal is to find a higher paying, more satisfying job in my industry in the next three months.","External",NA,2.8,4.6,NA,NA,NA,2.8,NA
"My goal is to find a higher paying, more satisfying job in my industry in the next three months.","Value",NA,5.5,4.22222222222222,NA,NA,NA,5.11111111111111,NA
"My goal is to find a job in my field in the next three months.","Clarity",5.16666666666667,NA,NA,NA,NA,3.33333333333333,NA,NA
"My goal is to find a job in my field in the next three months.","Consensus",2.5,NA,NA,NA,NA,3.5,NA,NA
"My goal is to find a job in my field in the next three months.","External",3.4,NA,NA,NA,NA,6.4,NA,NA
"My goal is to find a job in my field in the next three months.","Value",5.11111111111111,NA,NA,NA,NA,6.33333333333333,NA,NA
"My goal is to find a job within the next six months.","Clarity",NA,NA,NA,4.66666666666667,NA,4.16666666666667,NA,NA
"My goal is to find a job within the next six months.","Consensus",NA,NA,NA,2.75,NA,4.25,NA,NA
"My goal is to find a job within the next six months.","External",NA,NA,NA,5,NA,6.8,NA,NA
"My goal is to find a job within the next six months.","Value",NA,NA,NA,4,NA,4.77777777777778,NA,NA
"my goal is to find a new apartment","Clarity",NA,NA,6.6,4.5,NA,NA,NA,NA
"my goal is to find a new apartment","Consensus",NA,NA,3,2,NA,NA,NA,NA
"my goal is to find a new apartment","External",NA,NA,5,3.6,NA,NA,NA,NA
"my goal is to find a new apartment","Value",NA,NA,4.4,3,NA,NA,NA,NA
"My goal is to find a new girlfriend in the next 2 months","Clarity",4.83333333333333,NA,NA,4.83333333333333,NA,NA,NA,NA
"My goal is to find a new girlfriend in the next 2 months","Consensus",2.25,NA,NA,1,NA,NA,NA,NA
"My goal is to find a new girlfriend in the next 2 months","External",2.2,NA,NA,2.6,NA,NA,NA,NA
"My goal is to find a new girlfriend in the next 2 months","Value",2.88888888888889,NA,NA,2.77777777777778,NA,NA,NA,NA
"My goal is to find a new job within the next six months.","Clarity",NA,NA,NA,NA,4.5,3.66666666666667,NA,NA
"My goal is to find a new job within the next six months.","Consensus",NA,NA,NA,NA,3.5,3,NA,NA
"My goal is to find a new job within the next six months.","External",NA,NA,NA,NA,5.4,5.6,NA,NA
"My goal is to find a new job within the next six months.","Value",NA,NA,NA,NA,5.22222222222222,4.88888888888889,NA,NA
"My goal is to find a new job.","Clarity",NA,NA,6,NA,NA,3,NA,NA
"My goal is to find a new job.","Consensus",NA,NA,4.75,NA,NA,3,NA,NA
"My goal is to find a new job.","External",NA,NA,5,NA,NA,5.6,NA,NA
"My goal is to find a new job.","Value",NA,NA,5,NA,NA,4.77777777777778,NA,NA
"My goal is to find a small block of time every day of at least 10 minutes for mindfulness, relaxation, and meditation, and to make it a daily routine within 3 months.","Clarity",NA,NA,6.33333333333333,NA,7.66666666666667,NA,NA,NA
"My goal is to find a small block of time every day of at least 10 minutes for mindfulness, relaxation, and meditation, and to make it a daily routine within 3 months.","Consensus",NA,NA,3.25,NA,2.5,NA,NA,NA
"My goal is to find a small block of time every day of at least 10 minutes for mindfulness, relaxation, and meditation, and to make it a daily routine within 3 months.","External",NA,NA,4,NA,3.6,NA,NA,NA
"My goal is to find a small block of time every day of at least 10 minutes for mindfulness, relaxation, and meditation, and to make it a daily routine within 3 months.","Value",NA,NA,5.625,NA,4.22222222222222,NA,NA,NA
"My goal is to find an apartment in the Clearwater area by April 30","Clarity",NA,6.83333333333333,NA,NA,NA,4,NA,NA
"My goal is to find an apartment in the Clearwater area by April 30","Consensus",NA,2,NA,NA,NA,1.75,NA,NA
"My goal is to find an apartment in the Clearwater area by April 30","External",NA,5.4,NA,NA,NA,4.6,NA,NA
"My goal is to find an apartment in the Clearwater area by April 30","Value",NA,4.625,NA,NA,NA,4.55555555555556,NA,NA
"My goal is to finish building my new deck in three months.","Clarity",NA,NA,NA,NA,NA,5.33333333333333,5.66666666666667,NA
"My goal is to finish building my new deck in three months.","Consensus",NA,NA,NA,NA,NA,2,1.5,NA
"My goal is to finish building my new deck in three months.","External",NA,NA,NA,NA,NA,4.6,5.2,NA
"My goal is to finish building my new deck in three months.","Value",NA,NA,NA,NA,NA,3.88888888888889,3.88888888888889,NA
"My goal is to finish constructing my sound booth for my voice overs within the next month.","Clarity",NA,6.83333333333333,6.2,NA,NA,NA,NA,NA
"My goal is to finish constructing my sound booth for my voice overs within the next month.","Consensus",NA,1,-5,NA,NA,NA,NA,NA
"My goal is to finish constructing my sound booth for my voice overs within the next month.","External",NA,4.4,4.25,NA,NA,NA,NA,NA
"My goal is to finish constructing my sound booth for my voice overs within the next month.","Value",NA,4.66666666666667,4.33333333333333,NA,NA,NA,NA,NA
"My goal is to finish installing deer fencing around my property within the next 3 months.","Clarity",NA,NA,NA,5.33333333333333,NA,5.66666666666667,NA,NA
"My goal is to finish installing deer fencing around my property within the next 3 months.","Consensus",NA,NA,NA,1.5,NA,2,NA,NA
"My goal is to finish installing deer fencing around my property within the next 3 months.","External",NA,NA,NA,3.4,NA,4.4,NA,NA
"My goal is to finish installing deer fencing around my property within the next 3 months.","Value",NA,NA,NA,2.77777777777778,NA,3.66666666666667,NA,NA
"My goal is to finish painting my guest bedroom.","Clarity",NA,NA,NA,5.16666666666667,NA,NA,5.83333333333333,NA
"My goal is to finish painting my guest bedroom.","Consensus",NA,NA,NA,1,NA,NA,0.5,NA
"My goal is to finish painting my guest bedroom.","External",NA,NA,NA,3.2,NA,NA,4.2,NA
"My goal is to finish painting my guest bedroom.","Value",NA,NA,NA,2.25,NA,NA,2.55555555555556,NA
"my goal is to finish school and find a new job, this is going to take a little over a year from now.","Clarity",NA,NA,6.5,NA,NA,NA,5.83333333333333,NA
"my goal is to finish school and find a new job, this is going to take a little over a year from now.","Consensus",NA,NA,3.25,NA,NA,NA,3.25,NA
"my goal is to finish school and find a new job, this is going to take a little over a year from now.","External",NA,NA,4.2,NA,NA,NA,4.8,NA
"my goal is to finish school and find a new job, this is going to take a little over a year from now.","Value",NA,NA,5.66666666666667,NA,NA,NA,5.55555555555556,NA
"My goal is to finish the current semester with a 3.5 GPA or higher.","Clarity",NA,NA,NA,NA,6.66666666666667,NA,NA,5.5
"My goal is to finish the current semester with a 3.5 GPA or higher.","Consensus",NA,NA,NA,NA,2.75,NA,NA,2.75
"My goal is to finish the current semester with a 3.5 GPA or higher.","External",NA,NA,NA,NA,5.6,NA,NA,4.4
"My goal is to finish the current semester with a 3.5 GPA or higher.","Value",NA,NA,NA,NA,5.66666666666667,NA,NA,5.25
"My goal is to gain 15 pounds within 2 months.","Clarity",NA,6.83333333333333,NA,NA,NA,NA,NA,5.33333333333333
"My goal is to gain 15 pounds within 2 months.","Consensus",NA,1.66666666666667,NA,NA,NA,NA,NA,1.75
"My goal is to gain 15 pounds within 2 months.","External",NA,5.2,NA,NA,NA,NA,NA,3.8
"My goal is to gain 15 pounds within 2 months.","Value",NA,4.875,NA,NA,NA,NA,NA,3.25
"My goal is to gain muscle mass in body for the remainder for this year.","Clarity",NA,NA,NA,NA,6.16666666666667,NA,5.66666666666667,NA
"My goal is to gain muscle mass in body for the remainder for this year.","Consensus",NA,NA,NA,NA,2.75,NA,2,NA
"My goal is to gain muscle mass in body for the remainder for this year.","External",NA,NA,NA,NA,3.4,NA,3.2,NA
"My goal is to gain muscle mass in body for the remainder for this year.","Value",NA,NA,NA,NA,5.22222222222222,NA,3.66666666666667,NA
"My goal is to get a girlfriend within the next three months","Clarity",3.83333333333333,NA,NA,5.16666666666667,NA,NA,NA,NA
"My goal is to get a girlfriend within the next three months","Consensus",1.75,NA,NA,1,NA,NA,NA,NA
"My goal is to get a girlfriend within the next three months","External",2.4,NA,NA,3,NA,NA,NA,NA
"My goal is to get a girlfriend within the next three months","Value",3.33333333333333,NA,NA,3.22222222222222,NA,NA,NA,NA
"My goal is to get a new car in three months","Clarity",NA,5.5,4.33333333333333,NA,NA,5.16666666666667,NA,NA
"My goal is to get a new car in three months","Consensus",NA,1.25,3,NA,NA,1.75,NA,NA
"My goal is to get a new car in three months","External",NA,2.5,3.8,NA,NA,4.6,NA,NA
"My goal is to get a new car in three months","Value",NA,3.66666666666667,3.44444444444444,NA,NA,4.22222222222222,NA,NA
"My goal is to get adjusted back into my old routine of working and having an active social life within the next six months","Clarity",NA,NA,NA,4.83333333333333,NA,NA,NA,4.66666666666667
"My goal is to get adjusted back into my old routine of working and having an active social life within the next six months","Consensus",NA,NA,NA,1.75,NA,NA,NA,3.25
"My goal is to get adjusted back into my old routine of working and having an active social life within the next six months","External",NA,NA,NA,4.4,NA,NA,NA,5.2
"My goal is to get adjusted back into my old routine of working and having an active social life within the next six months","Value",NA,NA,NA,3.55555555555556,NA,NA,NA,5.75
"My goal is to get at least 7 hours of sleep every day","Clarity",NA,NA,6.16666666666667,5.5,NA,NA,NA,NA
"My goal is to get at least 7 hours of sleep every day","Consensus",NA,NA,2.75,2.75,NA,NA,NA,NA
"My goal is to get at least 7 hours of sleep every day","External",NA,NA,NA,2.8,NA,NA,NA,NA
"My goal is to get at least 7 hours of sleep every day","Value",NA,NA,3.66666666666667,3.33333333333333,NA,NA,NA,NA
"My goal is to get back to lifting weights four days a week.","Clarity",NA,NA,NA,NA,NA,NA,6.16666666666667,5.66666666666667
"My goal is to get back to lifting weights four days a week.","Consensus",NA,NA,NA,NA,NA,NA,1.75,1.25
"My goal is to get back to lifting weights four days a week.","External",NA,NA,NA,NA,NA,NA,3,2.8
"My goal is to get back to lifting weights four days a week.","Value",NA,NA,NA,NA,NA,NA,4.22222222222222,3.5
"My goal is to get closer to my two grown children in the next year","Clarity",NA,NA,NA,4,NA,4,NA,NA
"My goal is to get closer to my two grown children in the next year","Consensus",NA,NA,NA,1.5,NA,2.75,NA,NA
"My goal is to get closer to my two grown children in the next year","External",NA,NA,NA,4.4,NA,5.8,NA,NA
"My goal is to get closer to my two grown children in the next year","Value",NA,NA,NA,4.625,NA,5,NA,NA
"My goal is to get every room of the house clean and organized by the end of summer.","Clarity",NA,NA,6.33333333333333,NA,5.66666666666667,NA,NA,NA
"My goal is to get every room of the house clean and organized by the end of summer.","Consensus",NA,NA,4.5,NA,2,NA,NA,NA
"My goal is to get every room of the house clean and organized by the end of summer.","External",NA,NA,5.33333333333333,NA,5.2,NA,NA,NA
"My goal is to get every room of the house clean and organized by the end of summer.","Value",NA,NA,3.16666666666667,NA,2.77777777777778,NA,NA,NA
"My goal is to get fit within this summer.","Clarity",NA,NA,NA,4.66666666666667,NA,4,NA,NA
"My goal is to get fit within this summer.","Consensus",NA,NA,NA,3.25,NA,3.25,NA,NA
"My goal is to get fit within this summer.","External",NA,NA,NA,3.2,NA,5.6,NA,NA
"My goal is to get fit within this summer.","Value",NA,NA,NA,3.88888888888889,NA,4.77777777777778,NA,NA
"My goal is to get into the habit of going for a walk every day.","Clarity",6,6.16666666666667,NA,NA,NA,NA,NA,NA
"My goal is to get into the habit of going for a walk every day.","Consensus",2.75,2,NA,NA,NA,NA,NA,NA
"My goal is to get into the habit of going for a walk every day.","External",1,3,NA,NA,NA,NA,NA,NA
"My goal is to get into the habit of going for a walk every day.","Value",2.33333333333333,2.88888888888889,NA,NA,NA,NA,NA,NA
"My goal is to get my home organized within the next 3 months.","Clarity",NA,NA,NA,5.33333333333333,5.66666666666667,NA,NA,NA
"My goal is to get my home organized within the next 3 months.","Consensus",NA,NA,NA,2.5,3.5,NA,NA,NA
"My goal is to get my home organized within the next 3 months.","External",NA,NA,NA,3.8,5.2,NA,NA,NA
"My goal is to get my home organized within the next 3 months.","Value",NA,NA,NA,3.44444444444444,3.44444444444444,NA,NA,NA
"My goal is to get my legs and knees stronger so that I can go hiking in Utah in four months.","Clarity",NA,NA,NA,NA,5.33333333333333,5.16666666666667,NA,NA
"My goal is to get my legs and knees stronger so that I can go hiking in Utah in four months.","Consensus",NA,NA,NA,NA,2.75,1.5,NA,NA
"My goal is to get my legs and knees stronger so that I can go hiking in Utah in four months.","External",NA,NA,NA,NA,3.4,4.6,NA,NA
"My goal is to get my legs and knees stronger so that I can go hiking in Utah in four months.","Value",NA,NA,NA,NA,4.11111111111111,4.33333333333333,NA,NA
"My goal is to get my lower back surgery finished in the next 3 months","Clarity",4.8,NA,NA,NA,NA,NA,NA,NA
"My goal is to get my lower back surgery finished in the next 3 months","Consensus",2,NA,NA,NA,NA,NA,NA,NA
"My goal is to get my lower back surgery finished in the next 3 months","External",3.4,NA,NA,NA,NA,NA,NA,NA
"My goal is to get my lower back surgery finished in the next 3 months","Value",3,NA,NA,NA,NA,NA,NA,NA
"My goal is to get my roof repaired in 2 years.","Clarity",4,NA,NA,5,NA,NA,NA,NA
"My goal is to get my roof repaired in 2 years.","Consensus",0.5,NA,NA,1.75,NA,NA,NA,NA
"My goal is to get my roof repaired in 2 years.","External",3.8,NA,NA,3.2,NA,NA,NA,NA
"My goal is to get my roof repaired in 2 years.","Value",1.25,NA,NA,2.77777777777778,NA,NA,NA,NA
"my goal is to get my son his dream car on his 18th birthday","Clarity",NA,7.33333333333333,NA,NA,NA,4,NA,NA
"my goal is to get my son his dream car on his 18th birthday","Consensus",NA,0.25,NA,NA,NA,2.25,NA,NA
"my goal is to get my son his dream car on his 18th birthday","External",NA,3.6,NA,NA,NA,4.4,NA,NA
"my goal is to get my son his dream car on his 18th birthday","Value",NA,5,NA,NA,NA,4.22222222222222,NA,NA
"My goal is to get the COVID vaccine within the next 3 months.","Clarity",NA,7.16666666666667,7.2,NA,NA,NA,NA,5.5
"My goal is to get the COVID vaccine within the next 3 months.","Consensus",NA,3.5,3.33333333333333,NA,NA,NA,NA,2.75
"My goal is to get the COVID vaccine within the next 3 months.","External",NA,6,5.66666666666667,NA,NA,NA,NA,3.4
"My goal is to get the COVID vaccine within the next 3 months.","Value",NA,3.11111111111111,3.83333333333333,NA,NA,NA,NA,3.375
"My goal is to get the gutters fixed and add Leaf Guard to them by June 1","Clarity",NA,7.16666666666667,3.33333333333333,NA,NA,NA,NA,6
"My goal is to get the gutters fixed and add Leaf Guard to them by June 1","Consensus",NA,1,2.5,NA,NA,NA,NA,0.5
"My goal is to get the gutters fixed and add Leaf Guard to them by June 1","External",NA,3,4,NA,NA,NA,NA,2.4
"My goal is to get the gutters fixed and add Leaf Guard to them by June 1","Value",NA,2.44444444444444,3.66666666666667,NA,NA,NA,NA,1.5
"My goal is to get the upstairs completely decluttered by August 1.","Clarity",NA,NA,NA,NA,6.66666666666667,5.4,NA,NA
"My goal is to get the upstairs completely decluttered by August 1.","Consensus",NA,NA,NA,NA,0.5,3.5,NA,NA
"My goal is to get the upstairs completely decluttered by August 1.","External",NA,NA,NA,NA,4,6.6,NA,NA
"My goal is to get the upstairs completely decluttered by August 1.","Value",NA,NA,NA,NA,2.77777777777778,4.875,NA,NA
"My goal is to get the yard cleaned up by April 15.","Clarity",NA,NA,NA,5.5,NA,NA,NA,NA
"My goal is to get the yard cleaned up by April 15.","Consensus",NA,NA,NA,2.25,NA,NA,NA,NA
"My goal is to get the yard cleaned up by April 15.","External",NA,NA,NA,3,NA,NA,NA,NA
"My goal is to get the yard cleaned up by April 15.","Value",NA,NA,NA,3.11111111111111,NA,NA,NA,NA
"My goal is to get to 25k net worth.","Clarity",4.5,NA,NA,NA,NA,NA,5,NA
"My goal is to get to 25k net worth.","Consensus",3,NA,NA,NA,NA,NA,2.25,NA
"My goal is to get to 25k net worth.","External",2.4,NA,NA,NA,NA,NA,3,NA
"My goal is to get to 25k net worth.","Value",4.44444444444444,NA,NA,NA,NA,NA,5,NA
"My goal is to get to my target weight of 165 pounds within the next month.","Clarity",NA,7.33333333333333,NA,NA,NA,NA,NA,5.16666666666667
"My goal is to get to my target weight of 165 pounds within the next month.","Consensus",NA,2,NA,NA,NA,NA,NA,1.75
"My goal is to get to my target weight of 165 pounds within the next month.","External",NA,5.2,NA,NA,NA,NA,NA,3.6
"My goal is to get to my target weight of 165 pounds within the next month.","Value",NA,4.55555555555556,NA,NA,NA,NA,NA,3.125
"My goal is to get to the doctor.","Clarity",NA,NA,NA,4.83333333333333,NA,NA,NA,4.33333333333333
"My goal is to get to the doctor.","Consensus",NA,NA,NA,3.25,NA,NA,NA,3.25
"My goal is to get to the doctor.","External",NA,NA,NA,4.6,NA,NA,NA,3.8
"My goal is to get to the doctor.","Value",NA,NA,NA,3.66666666666667,NA,NA,NA,3.625
"My goal is to get to the point where I am earning over three thousand dollars each month within the next three months.","Clarity",NA,NA,NA,NA,6.5,NA,5,NA
"My goal is to get to the point where I am earning over three thousand dollars each month within the next three months.","Consensus",NA,NA,NA,NA,3.5,NA,1.75,NA
"My goal is to get to the point where I am earning over three thousand dollars each month within the next three months.","External",NA,NA,NA,NA,4,NA,3,NA
"My goal is to get to the point where I am earning over three thousand dollars each month within the next three months.","Value",NA,NA,NA,NA,5.33333333333333,NA,5.11111111111111,NA
"My goal is to get up to walking 5 miles each week in 3 months","Clarity",NA,6.5,5.83333333333333,NA,NA,NA,NA,NA
"My goal is to get up to walking 5 miles each week in 3 months","Consensus",NA,1.5,3.25,NA,NA,NA,NA,NA
"My goal is to get up to walking 5 miles each week in 3 months","External",NA,2,3,NA,NA,NA,NA,NA
"My goal is to get up to walking 5 miles each week in 3 months","Value",NA,3,4.875,NA,NA,NA,NA,NA
"My goal is to go for a run at least three times a week.","Clarity",NA,NA,NA,NA,NA,NA,6.33333333333333,5.16666666666667
"My goal is to go for a run at least three times a week.","Consensus",NA,NA,NA,NA,NA,NA,2.5,2
"My goal is to go for a run at least three times a week.","External",NA,NA,NA,NA,NA,NA,3.6,3.6
"My goal is to go for a run at least three times a week.","Value",NA,NA,NA,NA,NA,NA,4.66666666666667,3.375
"My goal is to go for a walk at least 5 times a week for the next 3 months.","Clarity",NA,NA,NA,5.83333333333333,NA,NA,NA,5.5
"My goal is to go for a walk at least 5 times a week for the next 3 months.","Consensus",NA,NA,NA,2,NA,NA,NA,1.75
"My goal is to go for a walk at least 5 times a week for the next 3 months.","External",NA,NA,NA,3,NA,NA,NA,3.2
"My goal is to go for a walk at least 5 times a week for the next 3 months.","Value",NA,NA,NA,3.22222222222222,NA,NA,NA,3.375
"My goal is to go hiking once a week during spring.","Clarity",NA,NA,5.16666666666667,NA,NA,NA,5.83333333333333,NA
"My goal is to go hiking once a week during spring.","Consensus",NA,NA,3.5,NA,NA,NA,0.75,NA
"My goal is to go hiking once a week during spring.","External",NA,NA,5,NA,NA,NA,2.4,NA
"My goal is to go hiking once a week during spring.","Value",NA,NA,3.875,NA,NA,NA,3.55555555555556,NA
"My goal is to go to bed by 11:15 PM every night and wake up by 6:30 AM every morning every weekday.","Clarity",NA,NA,NA,NA,7.5,6.33333333333333,NA,NA
"My goal is to go to bed by 11:15 PM every night and wake up by 6:30 AM every morning every weekday.","Consensus",NA,NA,NA,NA,3.25,2,NA,NA
"My goal is to go to bed by 11:15 PM every night and wake up by 6:30 AM every morning every weekday.","External",NA,NA,NA,NA,3.4,5.4,NA,NA
"My goal is to go to bed by 11:15 PM every night and wake up by 6:30 AM every morning every weekday.","Value",NA,NA,NA,NA,4.22222222222222,4,NA,NA
"My goal is to go to the dentist to get the rest of my dental implants before summer.","Clarity",6,NA,NA,NA,6.5,NA,NA,NA
"My goal is to go to the dentist to get the rest of my dental implants before summer.","Consensus",2.25,NA,NA,NA,3.25,NA,NA,NA
"My goal is to go to the dentist to get the rest of my dental implants before summer.","External",3.2,NA,NA,NA,3.8,NA,NA,NA
"My goal is to go to the dentist to get the rest of my dental implants before summer.","Value",2.77777777777778,NA,NA,NA,3.44444444444444,NA,NA,NA
"My goal is to go to the gym 3 times per week.","Clarity",NA,7,NA,NA,NA,4.66666666666667,NA,NA
"My goal is to go to the gym 3 times per week.","Consensus",NA,0.5,NA,NA,NA,2.5,NA,NA
"My goal is to go to the gym 3 times per week.","External",NA,3.6,NA,NA,NA,4.6,NA,NA
"My goal is to go to the gym 3 times per week.","Value",NA,3.88888888888889,NA,NA,NA,4.11111111111111,NA,NA
"My goal is to graduate with my masters degree in May.","Clarity",5.33333333333333,7.33333333333333,NA,NA,NA,NA,NA,NA
"My goal is to graduate with my masters degree in May.","Consensus",2.5,0.75,NA,NA,NA,NA,NA,NA
"My goal is to graduate with my masters degree in May.","External",5,5.4,NA,NA,NA,NA,NA,NA
"My goal is to graduate with my masters degree in May.","Value",5,5.88888888888889,NA,NA,NA,NA,NA,NA
"My goal is to harvest tomatoes from my own vegetable garden in four months.","Clarity",NA,NA,NA,NA,NA,5.5,NA,5
"My goal is to harvest tomatoes from my own vegetable garden in four months.","Consensus",NA,NA,NA,NA,NA,1.75,NA,0.25
"My goal is to harvest tomatoes from my own vegetable garden in four months.","External",NA,NA,NA,NA,NA,4.2,NA,2
"My goal is to harvest tomatoes from my own vegetable garden in four months.","Value",NA,NA,NA,NA,NA,4.11111111111111,NA,4.125
"My goal is to have a net worth of $600K by 3/23/2022.","Clarity",NA,NA,NA,3.66666666666667,NA,NA,NA,NA
"My goal is to have a net worth of $600K by 3/23/2022.","Consensus",NA,NA,NA,2.5,NA,NA,NA,NA
"My goal is to have a net worth of $600K by 3/23/2022.","External",NA,NA,NA,2.8,NA,NA,NA,NA
