"MTurkCode","goal_order","content","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility","total_fac","total_con","out_fac_m","out_fac_sd","out_con_m","out_con_sd","in_fac_m","in_fac_sd","in_con_m","in_con_sd","out_net","in_net","priority","progress_base","satisfaction_base","Extraversion_mean","Agreeableness_mean","Conscientiousness_mean","Neuroticism_mean","OpenMindedness_mean","BSCS_mean","GSE_mean","GS_mean","LET_mean","PS_mean","RSE_mean","SWL_mean","PSS_mean","K10_mean","BAS_drive","BAS_funSeeking","BAS_rewardResponse","BIS","GAT_disengagement","GAT_reengagement","age","gender","gender_4_TEXT","race","ethnicity","occupation","education","marital_status","income","subjectiveSES","three_month_goals","Value_4","Clarity_4","External_4","Consensus_4","Value_6","External_6","Attainability_6","Consensus_6","Measurability_6","Instrumentality_6","endTime","initial_time","AR_F1","commitment_F1","effort_F1","plan_F1","progress_F1","resources_other_F1","resources_self_F1","satisfaction_F1","status_F1","urgency_F1","AR_F2","commitment_F2","effort_F2","plan_F2","progress_F2","resources_other_F2","resources_self_F2","satisfaction_F2","status_F2","urgency_F2","AR_F3","commitment_F3","effort_F3","plan_F3","progress_F3","resources_other_F3","resources_self_F3","satisfaction_F3","status_F3","urgency_F3","terminate_time","ACRISS_F1","ACRISS_F2","ACRISS_F3","final_time","miss_final","all_progress","progress_final","satisfaction_final","status_final","status","time_point","affordance_post","approach_avoidance_post","attainability_post","attainment_maintenance_post","attractiveness_achievement_post","attractiveness_progress_post","basic_needs_post","clarity_post","commonality_post","conflict_post","connectedness_post","construal_level_post","control_post","difficulty_post","end_state_specificity_post","external_importance_post","external_motivation_post","frequency_post","ideal_motivation_post","identified_motivation_post","importance_post","instrumentality_post","intrinsic_motivation_post","introjected_motivation_post","meaningfulness_post","measurability_post","ought_motivation_post","social_desirability_post","specificity_post","temporal_duration_post","visibility_post","adjusted_goals_F1","adjusted_goals_F2","adjusted_goals_F3","adjust_num","post_timePoint","Value_4_post","Clarity_4_post","External_4_post","Consensus_4_post","Value_6_post","External_6_post","Attainability_6_post","Consensus_6_post","Measurability_6_post","Instrumentality_6_post"
"AYPOAY43REHC8",1,"physical health","my goal is to lose 10 pounds",5,5,"long-term",7,7,6,1,7,7,7,7,7,7,1,4,7,7,4,7,3,7,7,1,2,7,7,7,7,6,7,4,7,7,7,7,1,1,7,7,7,7,3,7,7,4.6,1,7,0,1,0,7,0,1,0,6,6,1,5,5,4.66666666666667,4,4,2,5,4.84615384615385,3.7,4,5,3.55,3,7,1.1,1.3,4,3,4,2.85714285714286,4,4.5,53,2,NA,"3,5",2,"realtor",4,4,3,6,"i have lost 5 pounds so far.",6.4,5.71428571428571,5.8,4.25,7,5,4,4.25,7,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"","F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AYPOAY43REHC8",2,"physical health","my goal is to workout for 8 hours a week",5,5,"short-term",7,7,11,1,7,7,7,7,7,7,1,7,7,7,4,7,3,7,7,1,1,7,7,7,7,8,7,7,7,7,7,7,1,1,7,7,7,7,4,7,4,4.6,1,5.5,3,1,0,4,3.46,1,0,4.5,3,3,5,7,4.66666666666667,4,4,2,5,4.84615384615385,3.7,4,5,3.55,3,7,1.1,1.3,4,3,4,2.85714285714286,4,4.5,53,2,NA,"3,5",2,"realtor",4,4,3,6,"",6.7,6.42857142857143,5.2,3.5,7,4.5,5.25,3.5,7,7,"three_month",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"","F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AYPOAY43REHC8",3,"physical health","my goal is to eat less fatty foods",5,5,"recurrance",4,1,11,1,4,6,7,7,4,7,1,4,7,7,7,7,NA,NA,1,1,1,7,7,7,7,8,7,1,7,7,1,7,1,3,7,7,7,1,NA,7,4,4.6,1,5.5,3,1,0,2.5,3,1,0,4.5,1.5,4,6,5,4.66666666666667,4,4,2,5,4.84615384615385,3.7,4,5,3.55,3,7,1.1,1.3,4,3,4,2.85714285714286,4,4.5,53,2,NA,"3,5",2,"realtor",4,4,3,6,"",6.3,4.28571428571429,NA,5,6.42857142857143,NA,3.75,5,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"","F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AYPOAY43REHC8",4,"physical health","my goal is to get at least 8 hours of sleep a night",5,5,"recurrance",7,7,11,1,7,6,4,7,7,7,1,4,6,7,1,7,3,NA,1,1,1,7,7,4,7,8,7,7,4,7,2,1,1,1,7,7,4,7,NA,4,7,4.6,1,2.5,3,1,0,5.5,3,1,0,1.5,4.5,2,8,6,4.66666666666667,4,4,2,5,4.84615384615385,3.7,4,5,3.55,3,7,1.1,1.3,4,3,4,2.85714285714286,4,4.5,53,2,NA,"3,5",2,"realtor",4,4,3,6,"",5.9,5.71428571428571,NA,2,6.71428571428571,NA,6,2,4.5,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"","F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AYPOAY43REHC8",5,"physical health","my goal is to drink 4 bottles of water each day",5,5,"recurrance",7,7,12,1,7,7,7,7,7,7,1,4,4,7,1,7,3,NA,1,1,1,7,7,4,7,8,7,4,4,7,1,4,1,1,7,7,4,7,4,4,1,4.6,1,2.5,3,1,0,4,3.46,1,0,1.5,3,5,9,6,4.66666666666667,4,4,2,5,4.84615384615385,3.7,4,5,3.55,3,7,1.1,1.3,4,3,4,2.85714285714286,4,4.5,53,2,NA,"3,5",2,"realtor",4,4,3,6,"",5.8,5.71428571428571,NA,3.5,6.57142857142857,NA,6.25,3.5,4,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"","F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3KIDRWRKC7RI5",1,"finance","Pay off the mortgage by the end of the year",5,5,"long-term",6,4,8,6,7,6,7,7,7,4,1,2,6,7,6,4,3,6,4,1,2,5,7,7,7,7,3,1,2,5,7,5,1,1,5,6,6,7,3,7,4,1.35,1.7,1,0,1,0,1.25,0.5,1.5,1,0,-0.25,1,8,6,1.66666666666667,4.33333333333333,4,3,3.66666666666667,4.07692307692308,2.9,3.5,3.83333333333333,3.175,2,3.8,1.4,1,1.75,2.25,2.6,3.28571428571429,2,3.66666666666667,45,1,NA,"5",2,"Engineer",6,2,6,7,"The progress towards this goal means paying additional principal every month until the end of the year.",5.4,5.85714285714286,3.4,4,6.14285714285714,3,3.75,4,7,4,NA,2,2,7,4,7,5,4,7,7,"continued",7,8,5,4,5,6,4,6,5,"continued",4,2,7,4,7,7,4,6,6,"continued",6,NA,1.83333333333333,3.16666666666667,1.66666666666667,"F3",FALSE,TRUE,7,6,"continued","continued","F3",4,3,7,1,6,6,4,7,5,2,2,4,5,6,1,6,4,1,4,5,7,5,2,1,4,7,1,7,7,3,4,NA,NA,NA,0,"F3",4.9,5,3.2,3.5,5.14285714285714,3,3,3.5,7,4
"A3KIDRWRKC7RI5",2,"work/career development","Work on project management course and pass the exam to obtain Project Management certificate by end of June",5,5,"short-term",5,5,6,7,6,5,4,6,6,4,4,3,4,7,6,4,3,1,2,1,2,5,6,6,5,6,5,1,1,2,5,4,1,3,4,7,6,6,3,5,2,1.35,1.7,2.25,2.5,1.75,0.96,1,0,2.5,1.73,0.5,-1.5,2,3,3,1.66666666666667,4.33333333333333,4,3,3.66666666666667,4.07692307692308,2.9,3.5,3.83333333333333,3.175,2,3.8,1.4,1,1.75,2.25,2.6,3.28571428571429,2,3.66666666666667,45,1,NA,"5",2,"Engineer",6,2,6,7,"",4.7,4.42857142857143,1.4,3.25,4.71428571428571,1.83333333333333,2.75,3.25,5.5,5,"three_month",3,4,6,7,6,3,1,7,6,"continued",6,4,6,7,7,9,1,7,6,"continued",6,8,4,4,4,5,1,6,4,"adjusted",4,NA,2,2.33333333333333,2.16666666666667,"F3",FALSE,TRUE,5,4,"adjusted","adjusted","F3",4,1,6,1,5,5,1,6,4,4,2,3,6,6,1,4,3,1,4,6,5,3,1,2,2,6,2,6,7,3,6,NA,NA,"Work on project management course and pass the exam to obtain Project Management certificate by end of August",1,"F3",4.1,4.42857142857143,3.4,2.5,4.28571428571429,3.5,2.5,2.5,6.5,3.66666666666667
"A3KIDRWRKC7RI5",3,"physical health","Start running 5 days a week as soon as weather permits",5,5,"recurrance",4,7,6,3,5,6,7,6,5,6,2,2,3,7,5,5,3,4,5,3,1,7,5,5,5,8,4,3,4,1,5,7,2,5,5,5,7,7,1,5,5,1.35,1.7,1,0,1.75,1.5,1,0,2.25,1.26,-0.75,-1.25,4,2,2,1.66666666666667,4.33333333333333,4,3,3.66666666666667,4.07692307692308,2.9,3.5,3.83333333333333,3.175,2,3.8,1.4,1,1.75,2.25,2.6,3.28571428571429,2,3.66666666666667,45,1,NA,"5",2,"Engineer",6,2,6,7,"",4.3,4.71428571428571,4,4.25,4.57142857142857,3.66666666666667,2.75,4.25,6,4.33333333333333,NA,1,4,4,4,5,8,4,7,5,"continued",6,5,4,4,4,6,1,7,4,"adjusted",3,4,6,5,7,9,3,7,6,"continued",5,NA,2.33333333333333,2.83333333333333,1.83333333333333,"F3",FALSE,TRUE,9,6,"continued","continued","F3",4,1,9,5,6,6,7,7,7,3,2,2,6,5,2,4,2,2,5,5,6,4,3,5,3,6,4,7,6,1,6,NA,"My new goal is to run at least 3 times a week",NA,1,"F3",4.4,5,4.2,4.5,4.71428571428571,4,3.75,4.5,6,4
"A3KIDRWRKC7RI5",4,"work/career development","Start looking and applying for jobs, with a goal of changing jobs within the next six months",5,5,"long-term",4,7,8,7,6,5,6,5,6,6,1,5,4,6,7,5,3,5,5,1,2,4,7,5,7,6,7,2,2,4,3,7,3,5,4,6,6,7,3,6,6,1.35,1.7,1.25,0.5,1.5,0.58,2.5,2.38,1,0,-0.25,1.5,3,1,2,1.66666666666667,4.33333333333333,4,3,3.66666666666667,4.07692307692308,2.9,3.5,3.83333333333333,3.175,2,3.8,1.4,1,1.75,2.25,2.6,3.28571428571429,2,3.66666666666667,45,1,NA,"5",2,"Engineer",6,2,6,7,"I need to update my resume and my social media profile(s), in order to prepare myself for job search.",5.6,4.57142857142857,4.2,4,5.28571428571429,3.66666666666667,2.5,4,5,6,NA,3,4,6,7,7,7,4,6,5,"continued",6,5,4,5,4,3,2,6,2,"continued",7,4,4,5,5,10,2,6,6,"continued",4,NA,2.83333333333333,3.16666666666667,2.5,"F3",FALSE,TRUE,10,6,"continued","continued","F3",4,1,6,1,5,5,2,6,4,3,1,5,4,6,2,4,1,1,5,5,6,2,1,1,2,3,4,5,6,3,7,NA,NA,NA,0,"F3",4.2,3.71428571428571,3.4,2.5,4.71428571428571,3.33333333333333,2.5,2.5,4.5,2.33333333333333
"A3KIDRWRKC7RI5",5,"skill development","Start learning Chinese, and work on it three times a week, every week.",5,5,"recurrance",3,7,4,3,6,6,1,4,4,2,4,1,2,7,7,3,3,1,4,1,1,5,3,5,4,7,2,3,1,4,4,4,1,6,5,5,4,7,2,7,6,1.35,1.7,1.25,0.5,2.5,1.73,1,0,1.25,0.5,-1.25,-0.25,5,0,2,1.66666666666667,4.33333333333333,4,3,3.66666666666667,4.07692307692308,2.9,3.5,3.83333333333333,3.175,2,3.8,1.4,1,1.75,2.25,2.6,3.28571428571429,2,3.66666666666667,45,1,NA,"5",2,"Engineer",6,2,6,7,"",4,3.57142857142857,2.6,1,4.28571428571429,2.83333333333333,1,1,5.5,3.33333333333333,NA,2,8,3,2,3,5,1,4,3,"adjusted",2,8,3,2,4,5,1,5,3,"continued",2,8,2,2,3,1,1,4,1,"continued",1,NA,3,3.5,3.33333333333333,"F3",FALSE,TRUE,1,1,"continued","continued","F3",3,1,2,1,5,5,1,3,4,2,1,4,7,7,1,1,4,2,4,4,3,2,4,1,2,3,1,4,6,3,2,"The original plan was to work on it three times a week, but that was a bit ambitious so I scaled it back to two days a week (on a weekend)",NA,NA,1,"F3",3.7,3.14285714285714,1.8,1.25,3.85714285714286,1.83333333333333,0.25,1.25,4.5,3.33333333333333
"ABOEYY9Y0PFRI",1,"physical health","My goal is to reduce the amount of caffeine I consume every week.",3,3,"recurrance",4,5,7,2,3,3,5,5,4,4,2,2,1,6,4,3,1,1,1,2,1,4,4,2,4,4,2,1,1,2,5,4,1,2,2,6,4,6,2,3,3,2,2.5,1.5,0.71,2,0,2,1.41,2,0,-0.5,0,2,6,4,2.33333333333333,3.66666666666667,4,3,4.66666666666667,3.53846153846154,3.5,3.75,3.5,3.3,2,2.2,1.5,1.8,2.5,1.75,3.4,2.57142857142857,3.25,2.66666666666667,46,2,NA,"5",2,"",4,1,2,6,"",2.9,4.42857142857143,1.4,3,3,1.5,3,3,5.5,3.33333333333333,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"continued","F3",5,6,8,5,3,2,4,5,4,3,2,3,5,4,3,1,1,2,2,5,4,3,1,3,3,3,1,4,4,2,3,NA,NA,NA,0,"F3",3.1,3.85714285714286,1.8,2.75,3.14285714285714,2,3.5,2.75,3.5,3.33333333333333
"ABOEYY9Y0PFRI",2,"physical health","My goal is to get at least 3 hours of exercise every week.",3,3,"recurrance",3,7,6,5,5,5,4,6,4,5,2,3,2,5,5,5,3,1,1,2,1,5,5,6,5,6,2,4,2,4,6,3,1,3,3,5,5,7,2,2,1,2,2.5,3,0,3,1.41,2,0,2.5,0.71,0,-0.5,1,5,5,2.33333333333333,3.66666666666667,4,3,4.66666666666667,3.53846153846154,3.5,3.75,3.5,3.3,2,2.2,1.5,1.8,2.5,1.75,3.4,2.57142857142857,3.25,2.66666666666667,46,2,NA,"5",2,"",4,1,2,6,"",4.1,4.42857142857143,1.2,2.5,4.42857142857143,1.33333333333333,2.5,2.5,6.5,3.33333333333333,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"completed","F2",4,2,11,4,5,4,5,5,5,3,3,4,6,3,1,1,1,2,5,5,5,4,2,3,4,4,1,5,5,3,1,NA,NA,NA,0,"F2",4.2,4.57142857142857,1.4,3.25,4.57142857142857,1.66666666666667,4.25,3.25,4.5,4.33333333333333
"ABOEYY9Y0PFRI",3,"leisure","My goal is read a book once a month.",3,3,"recurrance",3,7,6,4,NA,4,2,5,3,4,4,2,1,5,4,2,3,NA,1,3,1,5,4,3,3,4,2,5,1,3,6,2,1,4,3,7,5,7,3,2,1,2,2.5,1.5,0.71,2.5,0.71,2,1.41,3,1.41,-1,-1,3,4,3,2.33333333333333,3.66666666666667,4,3,4.66666666666667,3.53846153846154,3.5,3.75,3.5,3.3,2,2.2,1.5,1.8,2.5,1.75,3.4,2.57142857142857,3.25,2.66666666666667,46,2,NA,"5",2,"",4,1,2,6,"",NA,4,NA,1.5,NA,NA,2.5,1.5,6.5,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"continued","F3",4,2,5,3,4,3,2,5,4,4,2,3,4,3,1,2,1,2,4,4,5,2,5,2,4,5,1,5,5,3,1,NA,NA,NA,0,"F3",3.4,3.42857142857143,1.4,1.5,3.85714285714286,1.83333333333333,2.75,1.5,5,2.66666666666667
"A1LJNQX4KBUXNP",1,"finance","Pay off credit cards",3,2,"recurrance",7,7,11,7,7,7,7,7,7,7,1,1,7,7,7,7,1,7,1,1,1,7,7,7,7,7,7,1,7,7,7,1,1,1,7,7,7,7,4,7,1,1,1,1,0,1,0,1,0,1,0,0,0,1,NA,NA,3.33333333333333,4.33333333333333,5,1,4.66666666666667,4.92307692307692,3,4.25,5,3.9,2.9,4.2,0.2,1,2.75,1.5,3,2.85714285714286,2,3.16666666666667,30,2,NA,"3",2,"Insurance Claims Adjuster",5,2,5,5,"",6.4,6.42857142857143,3.4,5,7,3,4.5,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1LJNQX4KBUXNP",2,"skill development","learn spanish",3,2,"recurrance",4,7,11,1,7,7,7,7,7,7,1,7,5,7,7,4,1,1,1,2,1,7,7,7,7,8,7,7,1,7,7,7,1,1,4,7,7,7,4,1,7,1,1,1,0,1,0,1,0,1,0,0,0,2,2,4,3.33333333333333,4.33333333333333,5,1,4.66666666666667,4.92307692307692,3,4.25,5,3.9,2.9,4.2,0.2,1,2.75,1.5,3,2.85714285714286,2,3.16666666666667,30,2,NA,"3",2,"Insurance Claims Adjuster",5,2,5,5,"",6.8,6,2.2,3.5,6.71428571428571,2,3.75,3.5,7,7,NA,1,1,7,7,7,8,1,7,7,"continued",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16666666666667,NA,NA,"F1",TRUE,NA,8,7,"continued",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1LJNQX4KBUXNP",3,"physical health","begin exercise routine",3,2,"short-term",3,4,8,1,5,7,7,7,5,7,1,1,4,7,7,4,1,7,1,2,1,7,7,7,4,8,4,1,3,7,5,2,1,4,7,4,7,4,4,4,4,1,1,1,0,1,0,1,0,1,0,0,0,3,3,2,3.33333333333333,4.33333333333333,5,1,4.66666666666667,4.92307692307692,3,4.25,5,3.9,2.9,4.2,0.2,1,2.75,1.5,3,2.85714285714286,2,3.16666666666667,30,2,NA,"3",2,"Insurance Claims Adjuster",5,2,5,5,"",5.3,4.71428571428571,3.2,5,5.85714285714286,2.83333333333333,2.75,5,4.5,4,"three_month",1,6,4,4,5,4,1,3,3,"continued",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66666666666667,NA,NA,"F1",TRUE,NA,4,3,"continued",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAOEYIYW0CW7",1,"other","To stop procrastinating and get re-inspired again, get motivated! When I plan on doing something I will do it right away and not wait to get moving. To work on this habit daily, it's mindset. I want to get my momentum going again, this is my first important goal. To flip this energy into something more positive and productive, because procrastinating is such a bad habit and just promotes laziness.",5,5,"long-term",2,2,10,3,7,7,6,5,7,6,4,7,NA,7,6,7,1,6,7,2,1,7,7,5,7,7,7,3,7,7,5,1,5,6,7,7,7,5,4,7,1,3.45,1.35,6,2,1,0,3.25,0.96,1.25,0.5,5,2,1,1,1,3.33333333333333,3.33333333333333,3.66666666666667,2.66666666666667,4.66666666666667,3.69230769230769,3.1,3.375,3.83333333333333,2.825,2.1,1.6,1.7,1.2,3,3,4,3,1.5,3.33333333333333,40,2,NA,"2",2,"Casting Assistant",4,1,5,7,"I plan on achieving a good habit which supports my well-being with this matter. Small, baby steps and one step/one day at a time will do the trick. Patience on my end. The progress and milestone I will be reaching is that I will actually be getting things done instead of just talking about them. There will be action & meaning behind words.",NA,4.28571428571429,5.2,4,NA,5,2.75,4,5,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"continued","F3",1,4,8,1,7,7,7,3,7,5,7,7,7,7,2,4,7,2,7,7,7,7,3,7,7,4,4,6,7,4,4,NA,NA,NA,0,"F3",7,3.57142857142857,5.2,4.25,7,5.16666666666667,1.25,4.25,5.5,7
"ALAOEYIYW0CW7",2,"physical health","To eat spinach daily, eat more vegetables. Eat healthier and cancel out sweets and junk.",5,5,"recurrance",7,6,11,3,7,6,7,7,7,7,6,6,7,7,3,6,3,7,5,3,1,7,7,6,7,7,6,4,6,7,7,6,6,4,6,7,7,7,4,5,7,3.45,1.35,2.75,2.87,1,0,3.25,1.71,1,0,1.75,2.25,5,9,5,3.33333333333333,3.33333333333333,3.66666666666667,2.66666666666667,4.66666666666667,3.69230769230769,3.1,3.375,3.83333333333333,2.825,2.1,1.6,1.7,1.2,3,3,4,3,1.5,3.33333333333333,40,2,NA,"2",2,"Casting Assistant",4,1,5,7,"",6.3,5.71428571428571,6.2,4.25,6.85714285714286,6.16666666666667,5.5,4.25,7,6.33333333333333,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"continued","F3",7,4,10,5,7,7,7,7,6,6,4,7,7,4,1,7,6,2,7,7,7,7,2,6,7,6,6,7,6,4,7,NA,NA,NA,0,"F3",6.4,5.28571428571429,6.4,4.5,7,6.33333333333333,5,4.5,6,6
"ALAOEYIYW0CW7",3,"leisure","To read more and write more, keep working on my novel. Acquire more wisdom along the way. Learn (something new) everyday.",5,5,"recurrance",4,7,11,5,7,7,7,6,7,4,6,7,7,7,5,7,2,NA,1,1,1,7,7,7,7,8,7,6,7,7,4,1,7,3,7,6,7,7,4,7,1,3.45,1.35,3,1.41,2,2,3.25,2.87,1.5,1,1,1.75,4,8,1,3.33333333333333,3.33333333333333,3.66666666666667,2.66666666666667,4.66666666666667,3.69230769230769,3.1,3.375,3.83333333333333,2.825,2.1,1.6,1.7,1.2,3,3,4,3,1.5,3.33333333333333,40,2,NA,"2",2,"Casting Assistant",4,1,5,7,"",6.8,4.71428571428571,NA,3,7,NA,4,3,5.5,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"adjusted","F3",6,5,10,2,7,7,7,3,6,7,6,7,7,7,3,4,7,2,7,7,7,7,6,7,7,7,4,7,7,4,7,NA,NA,"To continue this goal but not put so much pressure on myself, writing twice a week and trying to quiet my mind more instead of over learning and being so intense. Still reading books even though it's summer and I'd rather be out.",0,"F3",6.9,4.71428571428571,5.8,3.5,7,6,3,3.5,7,6.66666666666667
"ALAOEYIYW0CW7",4,"house work","To clean my place, get it completely organized, including my desk area. Rearrange and throw out things I don't need anymore. Beautify my home. Do extreme spring cleaning. I want to do some remodeling and give it a paint job.",5,5,"long-term",2,4,11,1,7,7,5,7,7,6,1,3,2,7,4,7,1,NA,6,1,1,7,7,6,7,7,5,6,7,7,4,5,4,6,7,5,6,6,3,7,4,3.45,1.35,2.75,1.5,1.5,1,3.25,2.87,2,2,1.25,1.25,2,7,2,3.33333333333333,3.33333333333333,3.66666666666667,2.66666666666667,4.66666666666667,3.69230769230769,3.1,3.375,3.83333333333333,2.825,2.1,1.6,1.7,1.2,3,3,4,3,1.5,3.33333333333333,40,2,NA,"2",2,"Casting Assistant",4,1,5,7,"The progress I anticipate is to just have peace of mind with this project. To build good, healthy, clean habits of being organized, especially during these times. Keeping good hygiene and staying clean. I'm also going to purchase a new vacuum and new cans of paint this month and next month.",5.6,5.14285714285714,NA,2.75,6.28571428571429,NA,4,2.75,5,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"continued","F3",5,1,9,7,7,7,7,5,6,3,4,5,7,6,3,4,7,2,7,7,7,6,5,7,6,4,4,7,6,4,4,NA,NA,NA,0,"F3",6.2,4.71428571428571,5.2,3.75,6.57142857142857,4.83333333333333,3.25,3.75,5,5.66666666666667
